"TRM","location","cycleTime","year","residue.cumsum"
64264,"Edson",7.95726944444444,1990,370285.826849144
69205,"Edson",7.95751333333333,1990,370946.665814263
40115,"Edson",7.98768055555556,1990,371146.83122032
38095,"Edson",7.98801777777778,1990,371176.187061614
62234,"Edson",7.996865,1990,371274.720168907
72225,"Edson",8.01726527777778,1990,371281.792985856
36225,"Edson",8.02126222222222,1990,371744.54234085
36075,"Edson",8.02958166666667,1990,372545.391588607
64245,"Edson",8.03442833333333,1990,372704.670639869
60026,"Edson",8.04696694444444,1990,373270.133737679
64255,"Edson",8.13440833333333,1990,375468.443724495
43085,"Edson",8.16096777777778,1990,381579.448658198
61234,"Edson",8.16951666666667,1990,381583.717331519
71205,"Edson",8.19105472222222,1990,381654.682118001
74105,"Edson",8.20004138888889,1990,381762.86002439
73135,"Edson",8.20205444444444,1990,382824.476217336
65065,"Edson",8.21797888888889,1990,385154.465444216
35065,"Edson",8.22753888888889,1990,385179.234696843
68205,"Edson",8.23783722222222,1990,385430.921371106
62235,"Edson",8.24828555555556,1990,385451.38153537
72055,"Edson",8.24918416666667,1990,385668.072150022
70255,"Edson",8.2561,1990,385895.649029296
69195,"Edson",8.26740111111111,1990,385995.493856293
60066,"Edson",8.27307388888889,1990,386011.326341509
60056,"Edson",8.27445416666667,1990,386026.7755585
37085,"Edson",8.30844222222222,1990,386130.636426649
56096,"Edson",8.3414325,1990,386359.230074169
64235,"Edson",8.35423166666667,1990,386363.891645286
65264,"Edson",8.36140555555556,1990,386370.700876614
64234,"Edson",8.36674944444444,1990,386421.912176158
62224,"Edson",8.37060722222222,1990,386424.128015595
39095,"Edson",8.38904111111111,1990,386426.799372448
74145,"Edson",8.39197166666667,1990,386800.360598517
71255,"Edson",8.397865,1990,386802.523964464
72065,"Edson",8.41297222222222,1990,386814.77511017
39105,"Edson",8.41767055555556,1990,387207.9554873
59056,"Edson",8.42700555555556,1990,387220.140910139
65255,"Edson",8.43737888888889,1990,395993.969355186
63224,"Edson",8.44885,1990,396001.006974658
73225,"Edson",8.449855,1990,396012.140035208
72045,"Edson",8.45187888888889,1990,396441.057142053
66255,"Edson",8.45397527777778,1990,397132.019842176
73055,"Edson",8.46362833333333,1990,397158.685360769
74155,"Edson",8.47616555555556,1990,397302.450610288
66015,"Edson",8.49439,1990,397442.503344964
70115,"Edson",8.51001583333333,1990,397455.1000826
60046,"Edson",8.53783888888889,1990,397461.455613985
67155,"Edson",8.54163833333333,1990,397491.120208877
36085,"Edson",8.54704638888889,1990,398865.206491079
64244,"Edson",8.54914027777778,1990,398870.43226045
34055,"Edson",8.57774027777778,1990,398893.667908591
61056,"Edson",8.58841611111111,1990,398950.652599694
62204,"Edson",8.59145138888889,1990,398957.926193081
74125,"Edson",8.6035125,1990,399356.384041642
62026,"Edson",8.60729555555556,1990,406854.087959608
38105,"Edson",8.6204,1990,406880.367954681
63235,"Edson",8.66053166666667,1990,412724.604107653
66075,"Edson",8.66534638888889,1990,413713.497242888
61194,"Edson",8.67005888888889,1990,413717.417913884
58096,"Edson",8.68786111111111,1990,413808.742699164
67015,"Edson",8.69749277777778,1990,413827.351710996
61046,"Edson",8.69758611111111,1990,421030.658914276
72195,"Edson",8.72650888888889,1990,421035.109141018
64224,"Edson",8.73513361111111,1990,421063.392542554
60184,"Edson",8.73886722222222,1990,421103.953317925
72035,"Edson",8.75638111111111,1990,421110.337179955
37095,"Edson",8.76619555555556,1990,421118.222325753
65244,"Edson",8.76754111111111,1990,421126.180316181
71115,"Edson",8.77064083333333,1990,431669.082277422
75065,"Edson",8.7716725,1990,431849.709090857
62214,"Edson",8.78235,1990,431891.424896834
35095,"Edson",8.79780722222222,1990,431893.726707201
33055,"Edson",8.79935222222222,1990,432035.54143414
34075,"Edson",8.815205,1990,432052.192039394
34065,"Edson",8.83851555555556,1990,432874.063884057
63204,"Edson",8.86296527777778,1990,432903.172960842
59164,"Edson",8.86446222222222,1990,432916.378919627
35085,"Edson",8.88024555555555,1990,432990.203414629
62194,"Edson",8.89102611111111,1990,433134.326581425
73155,"Edson",8.89345444444444,1990,433666.119465067
64016,"Edson",8.90241277777778,1990,433823.03414256
69075,"Edson",8.90411555555556,1990,436864.072711687
62046,"Edson",8.90722888888889,1990,443825.733142508
63245,"Edson",8.90855083333333,1990,465637.028719514
34045,"Edson",8.94066333333333,1990,465659.742135577
63255,"Edson",8.96773222222222,1990,465667.353797417
71016,"Edson",8.97244,1990,465677.590323441
67185,"Edson",8.98438972222222,1990,465812.954342878
68245,"Edson",8.98848944444445,1990,465897.090888928
68015,"Edson",8.99122722222222,1990,465902.318602806
72135,"Edson",8.99213194444444,1990,465907.972209063
35035,"Edson",8.99753861111111,1990,465922.918454735
71025,"Edson",9.02862833333333,1990,465990.16027046
68255,"Edson",9.03213777777778,1990,466169.157719072
65254,"Edson",9.03278444444445,1990,466176.612074348
66175,"Edson",9.03484083333333,1990,466179.016489313
75145,"Edson",9.04145277777778,1990,467264.47454271
73045,"Edson",9.045455,1990,468245.256005858
74235,"Edson",9.05073555555556,1990,468249.106143693
76205,"Edson",9.06460388888889,1990,468254.310708235
32055,"Edson",9.06965027777778,1990,468343.782176591
67245,"Edson",9.07984583333333,1990,468424.28607854
42125,"Edson",9.08269861111111,1990,471045.364512982
66214,"Edson",9.09593916666667,1990,471054.712485434
74185,"Edson",9.096295,1990,471115.422627804
64026,"Edson",9.10163055555556,1990,471145.627594488
63194,"Edson",9.10504666666667,1990,471472.204159
71185,"Edson",9.11536722222222,1990,471492.875176092
73016,"Edson",9.11820444444444,1990,471494.61083681
61174,"Edson",9.11972333333333,1990,471501.145665618
63016,"Edson",9.12327472222222,1990,471751.835207167
73165,"Edson",9.13087277777778,1990,471785.968645593
73175,"Edson",9.14898944444444,1990,471878.781483943
57144,"Edson",9.16313805555555,1990,471890.06976214
71055,"Edson",9.16531194444444,1990,472063.061378327
71035,"Edson",9.16577083333333,1990,472076.585785112
69265,"Edson",9.18140333333333,1990,472233.556021513
72155,"Edson",9.19921861111111,1990,472432.171265849
76145,"Edson",9.21522222222222,1990,473449.782257289
72185,"Edson",9.21888,1990,474051.498571605
70016,"Edson",9.21894555555556,1990,474053.300556031
35105,"Edson",9.24083611111111,1990,474154.84810122
64194,"Edson",9.25497777777778,1990,474442.051655528
36095,"Edson",9.26161833333333,1990,474457.981053059
73185,"Edson",9.26238611111111,1990,474573.477751894
76225,"Edson",9.27050888888889,1990,474577.303590735
54114,"Edson",9.28280416666667,1990,474583.100125517
32065,"Edson",9.30260555555556,1990,474681.418598409
75185,"Edson",9.30493805555555,1990,474803.436635596
71026,"Edson",9.32102388888889,1990,474830.313302339
69015,"Edson",9.321265,1990,474835.50469787
75175,"Edson",9.33302805555556,1990,474935.341722327
65204,"Edson",9.33727916666667,1990,474958.708332922
