TRM,edson_median,hinton_median,whitecourt_median
"034195",12835.4905,9884.4449,16839.652
"034204",17269.7345,20610.27,16797.6865
"034205",12959.112,9516.5624,16960.098
"034214",17624.228,20965.457,17378.227
"034215",13008.532,9466.7573,17010.598
"034224",16369.304,19710.266,16474.656
"034225",13113.497,9647.08935,17074.094
"034234",15813.215,19149.262,15915.0315
"034235",13045.457,9757.5646,16880.076
"034244",15766.064,19108.0165,15871.836
"034254",15306.431,18648.036,15410.948
"034264",15062.549,18404.151,15167.73
"034274",14646.3695,17984.263,14756.1535
"034284",14348.2895,17688.51,14449.137
"034294",14201.8125,17551.079,14296.377
"035014",22234.946,25576.3715,21612.333
"035015",13904.83,17095.7255,14010.5355
"035024",22716.45,26057.0665,22093.315
"035025",13900.032,16817.771,14005.365
"035034",22050.627,25388.886,21427.815
"035035",13535.4415,16446.1455,13632.6875
"035044",21477.7435,24815.949,20852.307
"035045",12974.229,15894.914,13078.0325
"035054",21144.524,24485.161,20523.957
"035055",12513.681,15432.304,12617.691
"035064",20637.3835,23976.582,20014.955
"035065",12215.641,15138.042,12323.073
"035074",20706.841,24046.645,20083.5305
"035075",13015.405,15932.9865,13125.683
"035084",20175.317,23515.7865,19550.8455
"035085",13270.006,16199.267,13370.291
"035094",19926.072,23269.716,19305.612
"035095",13128.079,16033.4265,13234.121
"035104",19661.309,23002.741,19041.776
"035105",13856.173,15774.053,13960.75
"035114",19380.421,22720.506,18757.973
"035115",14578.413,16137.245,14687.688
"035124",19219.4235,22558.0175,18595.1425
"035125",15620.6925,16771.854,15799.591
"035134",18764.645,22106.2785,18142.493
"035135",14947.57,15750.233,16092.635
"035144",18938.7905,22279.2305,18314.556
"035145",14385.4395,14674.5,16656.913
"035154",18913.0255,22250.483,18288.8775
"035155",13600.663,13075.685,16444.0805
"035164",18383.475,21725.426,17796.8615
"035165",12928.845,12006.3565,16243.8405
"035174",18268.141,21606.535,17737.75
"035175",12200.781,10866.96,15965.753
"035184",17724.208,21064.148,17207.353
"035185",12006.845,10126.104,16009.172
"035194",17027.2905,20363.327,16541.7125
"035195",12325.532,9691.9504,16328.151
"035204",16712.869,20054.311,16354.3145
"035205",12545.1745,9172.604,16547.587
"035214",16453.653,19790.406,16492.83
"035215",12458.842,8899.50425,16461.188
"035224",15898.245,19238.6025,16001.384
"035225",12544.721,8996.8552,16546.533
"035234",15405.1945,18744.861,15510.721
"035235",12680.347,9303.7166,16584.182
"035244",15165.221,18504.974,15270.852
"035254",14789.1125,18127.2015,14894.8915
"035264",14492.149,17831.886,14595.7685
"035274",14043.3145,17383.8035,14149.271
"035284",13704.229,17041.129,13809.524
"036014",21680.4945,25020.754,21057.009
"036015",13096.111,16418.073,13201.406
"036024",21886.1115,25229.2475,21265.1055
"036025",13138.26,16146.361,13242.008
"036034",22560.484,25903.845,21937.215
"036035",12866.73,15811.229,12974.39
"036044",22357.533,25690.366,21731.2725
"036045",12620.119,15540.748,12719.722
"036054",21445.1355,24786.73,20823.92
"036055",12135.163,15056.171,12243.894
"036064",20240.018,23582.482,19618.198
"036065",11765.025,14684.3275,11870.965
"036074",20473.929,23813.3765,19851.468
"036075",11892.057,14834.683,12004.243
"036084",20415.8125,23756.774,19793.3825
"036085",12731.6445,15653.671,12847.5215
"036094",20067.765,23403.1795,19440.111
"036095",13886.2335,16799.553,13990.783
"036104",19271.179,22612.595,18647.422
"036105",13813.5165,16415.1785,13911.6285
"036114",18833.77,22173.343,18209.712
"036115",13137.9935,15038.348,13243.842
"036124",18520.498,21862.12,17898.818
"036125",14064.504,14534.864,14337.727
"036134",18285.801,21626.717,17663.646
"036135",13237.715,13315.929,15101.53
"036144",18329.282,21668.917,17706.4605
"036145",12750.027,12830.5455,15625.4065
"036154",18508,21849.819,17883.815
"036155",13152.3055,13017.0695,16177.4075
"036164",17910.4395,21252.4165,17289.837
"036165",12420.954,11913.106,15989.361
"036174",17825.132,21162.9845,17206.481
"036175",11834.64,11073.057,15803.682
"036184",17249.1075,20592.632,16634.091
"036185",11534.002,10514.848,15538.112
"036194",16893.226,20232,16409.931
"036195",11760.424,10023.246,15763.374
"036204",16315.14,19655.937,15994.364
"036205",11939.805,9314.4318,15940.4955
"036214",16158.092,19500.81,16050.749
"036215",12056.081,8589.328,16057.745
"036224",15601.984,18942.214,15696.344
"036225",11922.683,8317.2927,15924.569
"036234",15035.6045,18380.8685,15139.978
"036235",12094.472,8542.0773,16097.848
"036244",14698.321,18036.561,14802.975
"036245",12099.447,8657.5155,16071.98
"036254",14321.4435,17661.416,14425.8035
"036255",12275.829,9666.8134,15434.31
"036264",13871.533,17209.421,13975.5445
"036265",,,
"036274",13538.4055,16876.199,13641.3915
"036284",13454.216,16793.9745,13557.384
"037014",21219.891,24558.982,20594.412
"037015",12709.7935,16053.03,12813.7825
"037024",21196.0585,24538.754,20573.8605
"037025",12840.5705,15928.904,12945.854
"037034",21596.6035,24938.0725,20974.72
"037035",12555.252,15507.977,12659.336
"037044",21938.2525,25279.6715,21317.128
"037045",12284.633,15207.061,12384.2705
"037054",21344.186,24684.901,20721.593
"037055",12000.423,14920.613,12104.575
"037064",19925.398,23265.039,19304.862
"037065",11403.128,14328.107,11513.0375
"037074",19901.207,23240.235,19277.428
"037075",11370.9845,14305.2905,11479.182
"037084",20112.3725,23453.541,19489.896
"037085",12254.989,15197.299,12369.782
"037094",19637.757,22980.986,19018.747
"037095",12987.549,15925.1685,13092.186
"037104",19046.895,22388.482,18425.0245
"037105",12632.366,15548.444,12730.681
"037114",18803.212,22143.617,18179.769
"037115",13568.947,16273.528,13662.7915
"037124",18371.786,21711.359,17748.9675
"037125",15119.055,17374.787,15251.936
"037134",17850.764,21191.266,17227.681
"037135",14658.97,14809.083,16766.5235
"037144",17747.595,21088.707,17127.215
"037145",12028.501,12107.812,15868.717
"037154",17859.118,21198.628,17235.066
"037155",12183.0505,12175.608,16021.914
"037164",17487.399,20830.582,16866.307
"037165",12050.5735,11819.208,16036.182
"037174",17321.648,20661.1995,16702.939
"037175",11466.7665,11198.5755,15468.341
"037184",16692.397,20033.256,16073.53
"037185",11046.8795,10864.898,15049.6965
"037194",16557.365,19897.383,16051.936
"037195",11232.115,10132.921,15234.4715
"037204",15860.606,19200.791,15629.1
"037205",11431.9045,9370.54355,15434.027
"037214",15655.126,18993.039,15545.342
"037215",11611.189,8632.3234,15613.5155
"037224",15471.981,18813.456,15389.772
"037225",11566.011,8011.51625,15568.334
"037234",14871.0865,18206.947,14969.864
"037235",11388.312,7764.34895,15390.5655
"037244",14761.585,18107.836,14870.114
"037245",11628.591,8068.5649,15630.349
"037254",14139.606,17479.473,14245.4695
"037255",11865.9705,8764.8536,15493.047
"037264",13578.3065,16919.46,13682.28
"037265",11865.704,9135.3258,15195.375
"037274",13107.538,16447.193,13210.278
"037275",,,
"037284",13046.8555,16388.474,13151.693
"038014",20969.754,24309.141,20346.079
"038015",12079.4775,15408.862,12187.093
"038024",20766.4625,24110.532,20145.3785
"038025",12285.6665,15364.9255,12389.716
"038034",20300.531,23639.948,19677.427
"038035",12080.076,15050.733,12191.9665
"038044",20360.03,23702.126,19738.071
"038045",11795.195,14716.916,11900.193
"038054",20068.7045,23411.573,19447.8875
"038055",11442.875,14363.554,11550.037
"038064",19344.869,22689.2295,18724.877
"038065",10892.872,13814.767,11004.9805
"038074",19694.51,23036.2805,19073.255
"038075",10799.986,13713.795,10897.6535
"038084",19639.757,22982.049,19019.548
"038085",11160.253,14079.618,11265.8555
"038094",19456.45,22790.703,18832.5395
"038095",11705.513,14630.579,11811.2555
"038104",18711.212,22051.4655,18087.195
"038105",12742.973,15665.4655,12853.5705
"038114",18594.3805,21936.918,17970.954
"038115",13930.758,16521.535,14045.24
"038124",18168.135,21509.051,17543.484
"038125",15372.196,16161.006,15886.8605
"038134",17467.5415,20809.47,16845.9455
"038135",13494.336,13645.876,16409.8205
"038144",17624.186,20965.413,17001.6
"038145",11785.348,11854.8605,15783.176
"038154",17229.244,20572.697,16608.0615
"038155",11309.5815,11387.296,15313.815
"038164",16735.845,20075.953,16116.325
"038165",11797.09,11874.7215,15795.8445
"038174",16468.5495,19811.706,15852.15
"038175",10725.47,10784.351,14728.533
"038184",16099.0685,19438.509,15479.514
"038185",11104.175,10873.14,15106.1735
"038194",15798.574,19144.657,15222.535
"038195",11357.2435,10207.194,15359.468
"038204",15352.777,18692.9465,15168.553
"038205",11532.904,9508.0908,15535.174
"038214",15015.453,18355.4195,14909.063
"038215",11543.7685,8863.7025,15546.118
"038224",14768.706,18111.687,14667.6525
"038225",11311.0205,8143.7357,15313.024
"038234",14742.874,18082.162,14755.448
"038235",10882.572,7324.4542,14885.551
"038244",14167.5925,17510.871,14224.9875
"038245",10867.443,7235.8884,14867.498
"038254",13670.863,17010.3965,13758.408
"038255",11193.805,7630.34245,15190.3825
"038264",13275.7605,16617.728,13377.242
"038265",11384.113,8312.81405,14992.247
"038274",12730.651,16071.212,12834.0655
"038275",11304.8195,8483.00495,14691.176
"038284",12383.738,15726.0655,12490.299
"039014",20480.254,23822.217,19857.4425
"039015",11748.596,15085.6,11850.701
"039016",,,
"039024",20075.709,23414.451,19450.388
"039025",12026.6385,15257.784,12128.875
"039026",,,
"039034",19779.26,23117.056,19153.781
"039035",11541.802,14782.572,11647.556
"039044",19513.831,22851.495,18890.0785
"039045",11249.1945,14394.384,11352.02
"039054",19485.15,22824.256,18860.1885
"039055",10911.1495,13977.117,11015.303
"039064",18815.538,22154.704,18191.301
"039065",10530.209,13531.726,10632.263
"039074",18968.138,22307.778,18344.546
"039075",10213.011,13062.796,10317.61
"039084",18633.157,21970.314,18007.4395
"039085",10834.27,13193.164,10975.629
"039094",19520.473,22865.63,18901.9845
"039095",12389.589,15279.912,12521.645
"039104",18274.604,21613.468,17647.7375
"039105",12376.8575,15275.87,12658.315
"039114",18606.926,21945.2325,17992.302
"039115",14229.08,16318.047,14336.1305
"039124",18042.278,21379.656,17417.708
"039125",15748.5,16225.9725,16031.408
"039134",17184.437,20523.11,16561.108
"039135",14870.91,15023.795,17445.773
"039144",17554.216,20897.119,16930.865
"039145",13447.922,13531.059,17102.201
"039154",17175.96,20517.804,16551.998
"039155",10467.6185,10543.0995,14469.769
"039164",16625.52,19962.896,16000.16
"039165",10587.093,10669.188,14589.814
"039174",16598.451,19938.692,15978.042
"039175",10705.4,10779.743,14709.516
"039184",15851.059,19189.944,15229.221
"039185",11435.303,10982.516,15437.723
"039194",15258.218,18599.1555,14660.728
"039195",11504.864,10313.614,15507.236
"039204",15140.9205,18481.3605,14864.614
"039205",11516.55,9684.5001,15518.829
"039214",14749.01,18089.534,14598.2515
"039215",11320.765,8968.2579,15322.6295
"039224",14181.668,17521.337,14062.75
"039225",10898.64,8100.9486,14900.9125
"039234",14021.7715,17361.663,13960.899
"039235",10478.481,7227.827,14480.7055
"039244",13795.832,17136.038,13797.146
"039245",10162.825,6571.7881,14165.051
"039254",13181.121,16521.376,13252.495
"039255",10494.114,6869.3242,14496.1255
"039264",12900.796,16241.365,13005.599
"039265",10770.9455,7237.341,14690.489
"039274",12358.0155,15698.257,12462.426
"039275",10595.96,7142.5006,14519.7015
"039284",12052.33,15389.3425,12155.922
"040014",20891.6235,24231.216,20267.615
"040015",11330.236,14671.142,11434.902
"040016",,,
"040024",20223.816,23563.103,19597.31
"040025",11349.161,14691.025,11458.514
"040026",,,
"040034",19989.545,23330.8025,19365.821
"040035",11118.242,14460.4795,11226.7065
"040044",19284.927,22624.509,18662.288
"040045",10912.644,14249.511,11012.949
"040054",18771.633,22110.306,18147.9525
"040055",10541.72,13881.8775,10647.004
"040064",18325.497,21664.9295,17702.759
"040065",10188.5565,13499.2895,10293.003
"040074",18319.0845,21658.2355,17697.497
"040075",9967.61155,13046.1865,10074.2655
"040084",18069.9145,21411.206,17445.618
"040085",10720.919,12945.062,10854.987
"040094",18782.188,22120.1985,18158.913
"040095",10590.876,12472.4465,11317.757
"040104",17657.59,20997.232,17033.374
"040105",10516.628,12229.358,11793.347
"040114",17505.6555,20845.5625,16883.315
"040115",11360.886,12260.668,12824.232
"040124",17207.595,20547.057,16584.5975
"040125",11755.005,11814.442,13355.018
"040134",16644.7805,19984.887,16021.156
"040135",11462.241,11538.397,14425.3995
"040144",16826.949,20168.095,16202.264
"040145",10591.679,10671.442,14075.951
"040154",16514.424,19849.7325,15890.4105
"040155",9713.07485,9785.6631,13703.808
"040164",16180.0585,19522.3565,15558.885
"040165",9991.9289,10072.6355,13992.6025
"040174",16322.7295,19664.173,15700.327
"040175",11085.967,11164.609,15088.0085
"040184",15562.765,18904.5135,14938.9045
"040185",11475.4055,11226.3065,15477.693
"040194",15032.82,18371.764,14408.7495
"040195",11487.4185,10599.909,15489.734
"040204",15030.3535,18371.598,14595.573
"040205",11397.2275,9923.9806,15399.887
"040214",14688.622,18029.476,14360.313
"040215",10978.124,9070.713,14981.305
"040224",14016.888,17356.414,13761.934
"040225",10573.653,8164.07555,14576.484
"040234",13628.662,16966.902,13497.756
"040235",10061.706,7111.518,14063.9915
"040244",13233.706,16572.7235,13202.277
"040245",9758.8227,6360.87,13761.283
"040254",12800.085,16138.5305,12824.0075
"040255",9583.0337,5967.55925,13585.18
"040264",12381.236,15722.241,12468.281
"040265",10047.338,6415.66455,14049.666
"040274",12016.098,15355.285,12122.4525
"040275",10288.972,6792.5433,14165.836
"040284",11621.5935,14961.6355,11724.079
"040285",10296.922,7170.86305,13946.6185
"041014",20372.6605,23713.582,19750.2585
"041015",10885.744,14225.3885,10992.359
"041016",9777.2105,6521.2146,13519.868
"041024",19828.384,23170.6875,19205.3835
"041025",10775.2355,14116.777,10879.59
"041026",,,
"041034",19733,23075.0055,19112.1125
"041035",10756.3485,14096.3535,10859.819
"041036",,,
"041044",19199.918,22540.514,18578.1585
"041045",10907.6495,14255.3065,11025.1635
"041054",19576.5595,22915.9485,18952.258
"041055",10172.82,13511.439,10282.648
"041064",18147.398,21487.093,17523.207
"041065",9945.59125,13287.569,10051.4275
"041074",17940.1475,21282.188,17317.442
"041075",9696.0722,13025.086,9802.1865
"041084",17544.8965,20883.373,16921.0065
"041085",11519.545,14018.973,11774.673
"041094",17665.415,21003.418,17041.03
"041095",10876.998,13803.789,12231.7215
"041104",17155.8605,20495.1865,16532.7515
"041105",9732.976,12242.0845,11346.4855
"041114",17010.089,20351.2025,16386.553
"041115",10675.525,11892.4785,12164.3295
"041124",16997.681,20339.306,16373.324
"041125",11586.4845,11986.5835,13441.154
"041134",16210.633,19552.1165,15588.565
"041135",11634.355,11728.0385,13990.374
"041144",16136.415,19475.199,15511.963
"041145",10300.819,10372.2025,13458.158
"041154",15759.4205,19100.323,15139.332
"041155",10135.4935,10218.2695,13906.447
"041164",15616.29,18958.458,14993.391
"041165",9184.72165,9263.5444,13186.393
"041174",15950.0375,19293.3505,15326.8135
"041175",10561.001,10640.186,14562.8725
"041184",15021.262,18363.7295,14400.282
"041185",11454.28,11301.3035,15456.545
"041194",14593.758,17933.294,13969.986
"041195",11459.128,10865.4255,15461.537
"041204",14449.917,17789.516,13831.81
"041205",11050.64,9981.4905,15052.9325
"041214",14086.5795,17427.379,13467.9925
"041215",10484.4295,8902.8047,14486.67
"041224",13806.695,17147.613,13365.91
"041225",9829.5871,7698.6075,13831.7865
"041234",13337.338,16677.981,13088.022
"041235",9458.39875,6895.1884,13461.1515
"041244",13099.108,16441.23,12976.1915
"041245",9446.34495,6529.9585,13448.221
"041254",12541.368,15882.978,12428.3665
"041255",9229.9632,5758.3795,13232.23
"041264",12061.4355,15401.1515,12059.609
"041265",9026.97955,5391.57565,13029.303
"041274",11818.9945,15161.366,11920.434
"041275",9600.5603,5967.9579,13602.4125
"041284",11444.498,14791.571,11551.1945
"041285",9827.59355,6315.01185,13709.649
"042014",19650.25,22990.624,19023.923
"042015",10575.7715,13918.138,10676.4875
"042016",9304.5841,5755.8637,13214.736
"042024",19293.7445,22633.778,18670.615
"042025",10205.3945,13547.35,10310.6295
"042026",9214.729,5863.2463,13016.1875
"042034",19643.5225,22985.5545,19021.901
"042035",10296.373,13628.3725,10398.281
"042036",,,
"042044",18901.4075,22240.583,18276.3925
"042045",9961.2383,13308.636,10067.524
"042054",19274.738,22613.592,18648.98
"042055",9635.4061,12973.391,9730.92115
"042064",17780.039,21123.091,17154.3585
"042065",9470.1077,12813.445,9583.1692
"042074",18161.19,21504.1325,17541.103
"042075",9370.0023,12705.417,9477.5587
"042084",17491.264,20832.778,16870.806
"042085",10937.883,13999.4055,11600.5365
"042094",16883.812,20225.486,16260.0985
"042095",10682.348,13831.202,12245.229
"042104",16609.287,19948.908,15983.719
"042105",9450.8784,12637.134,11072.41
"042114",16619.504,19959.737,15997.852
"042115",10341.7495,13126.417,11936.1745
"042124",16201.386,19541.015,15577.894
"042125",13178.995,13960.2575,14648.0395
"042134",15844.697,19187.496,15221.799
"042135",13474.505,14214.386,15516.838
"042144",15820.3365,19160.8305,15196.51
"042145",11906.2485,11989.295,14781.974
"042154",15359.616,18699.613,14734.293
"042155",10565.284,10639.743,14375.206
"042164",15196.754,18538.173,14572.881
"042165",8689.4172,8761.03035,12694.876
"042174",15322.629,18662.6635,14696.928
"042175",9384.72505,9463.4016,13386.706
"042184",14802.706,18143.412,14180.791
"042185",10725.131,10803.7575,14727.86
"042194",14285.324,17626.665,13660.383
"042195",10933.966,10695.945,14936.832
"042204",14384.1055,17725.9495,13761.4635
"042205",10243.308,9468.2531,14245.6315
"042214",13626.079,16967.252,13021.293
"042215",9592.731,8267.41535,13594.98
"042224",13425.996,16765.4755,12967.132
"042225",9086.9206,7295.1784,13089.063
"042234",12944.229,16281.26,12691.1595
"042235",9220.575,7233.3996,13222.9575
"042244",12738.14,16080.877,12614.872
"042245",9103.2083,6656.7568,13105.64
"042254",12056.945,15395.299,11939.2575
"042255",8990.4282,5722.66385,12992.4935
"042264",11680.073,15018.9125,11638.453
"042265",8859.79545,5224.93325,12862.482
"042274",11452.3695,14797.354,11560.945
"042275",8621.7861,4986.9109,12624.647
"042284",10980.551,14319.3595,11085.0005
"042285",9133.6585,5500.1443,13135.729
"043014",19224.285,22566.4025,18602.391
"043015",10633.618,13976.963,10740.592
"043016",8715.61725,5080.2296,12717.8595
"043024",18870.005,22208.8445,18246.371
"043025",10090.3895,13434,10199.064
"043026",8769.2357,5198.9272,12722.1535
"043034",18674.797,22016.6155,18051.682
"043035",10167.466,13504.139,10269.955
"043036",8661.659,5211.4422,12513.8865
"043044",18286.037,21627.2325,17665.7475
"043045",10303.506,13645.94,10404.8105
"043054",18346.563,21687.2275,17722.885
"043055",10334.3825,13683.407,10463.752
"043064",17390.784,20733.3885,16767.7335
"043065",9109.1415,12438.044,9224.3386
"043074",17919.473,21259.661,17296.417
"043075",9376.893,12736.456,9481.9056
"043084",18271.737,21608.708,17648.171
"043085",11783.834,14782.815,12275.1555
"043094",17084.446,20424.94,16460.706
"043095",10758.394,14059.495,12407.0105
"043104",16336.894,19676.656,15714.3
"043105",9214.23175,12404.887,10852.128
"043114",15970.043,19313.004,15346.797
"043115",8848.3336,12051.2445,10469.944
"043124",15730.207,19071.181,15107.8755
"043125",10052.0725,13247.947,11682.113
"043134",15536.689,18879.499,14913.862
"043135",10796.766,13814.753,12432.935
"043144",15397.571,18739.312,14776.089
"043145",11697.093,12791.7775,13380.039
"043154",14982.902,18324.908,14360.643
"043155",9139.5728,9221.8088,12714.1085
"043164",14761.512,18101.631,14137.099
"043165",8190.27675,8267.6152,12197.6115
"043174",14583.908,17926.81,13961.0585
"043175",8053.5319,8129.9395,12054.0315
"043184",14388.526,17729.282,13765.346
"043185",9641.5436,9720.9588,13647.047
"043194",13862.339,17206.4395,13239.6295
"043195",10178.88,10157.673,14180.86
"043204",13915.2505,17255.0445,13294.524
"043205",9305.24005,8667.1418,13308.3295
"043214",13321.459,16663.659,12719.583
"043215",8725.9632,7664.24995,12728.407
"043224",12967.906,16309.407,12467.329
"043225",8903.2494,7710.4009,12905.502
"043234",12890.655,16232.637,12591.189
"043235",8939.68295,7397.0053,12941.715
"043244",12510.7885,15850.293,12185.255
"043245",8828.3928,6452.49845,12830.438
"043254",11797.48,15139.048,11454.006
"043255",8717.70985,5467.7553,12719.763
"043264",11530.243,14869.092,11452.9545
"043265",8785.2616,5151.9693,12787.314
"043274",11310.59,14655.071,11400.529
"043275",8038.6711,4403.96645,12040.059
"043284",11005.8705,14341.162,11114.288
"043285",8078.686,4445.24255,12080.271
"044014",18985.0735,22324.169,18363.342
"044015",10351.791,13688.878,10454.628
"044016",7540.9233,3903.2823,11543.209
"044024",18549.705,21890.324,17923.45
"044025",9934.81145,13273.7625,10036.843
"044026",8272.6805,4637.6064,12274.858
"044034",18333.565,21675.3145,17708.261
"044035",9517.703,12865.456,9626.1524
"044036",8239.3211,4613.3103,12230.375
"044044",17688.456,21027.1425,17065.794
"044045",10828.3465,14159.731,10939.821
"044054",17334.3555,20673.855,16709.527
"044055",10670.1035,14013.2695,10770.2665
"044064",16799.8965,20140.753,16176.377
"044065",9121.2957,12473.52,9245.2605
"044074",16924.828,20265.508,16300.864
"044075",9261.7678,12632.957,9347.9634
"044084",17448.391,20789.017,16822.252
"044085",11216.8185,14571.264,11331.388
"044094",16646.988,19990.47,16025.2125
"044095",11062.0415,14378.342,12591.045
"044104",16400.6605,19740.501,15778.225
"044105",9342.0734,12642.735,10972.1325
"044114",15679.723,19022.251,15057.7055
"044115",8311.8069,11380.0445,9939.52705
"044124",15431.579,18770.1995,14805.117
"044125",8792.0423,10831.75,10420.244
"044134",15037.266,18378.093,14415.14
"044135",9450.13335,10347.8235,11168.7885
"044144",14750.444,18090.5565,14126.4605
"044145",9663.1261,9737.2611,11983.1
"044154",14398.9555,17736.671,13775.332
"044155",9357.36705,9434.7623,12538.0555
"044164",14197.7625,17538.496,13574.6655
"044165",9015.4769,9098.6483,12994.636
"044174",13961.2725,17302.0115,13339.2545
"044175",7158.5365,7234.44525,11161.392
"044184",13863.9925,17205.744,13241.074
"044185",7591.5856,7666.67325,11594.815
"044194",13359.8135,16699.685,12737.2605
"044195",9207.02385,9264.96955,13213.5985
"044204",13265.5435,16605.43,12642.31
"044205",7745.73615,7197.4381,11744.3725
"044214",12754.843,16092.865,12166.604
"044215",7712.622,7058.9802,11711.61
"044224",12378.7005,15715.7945,11868.886
"044225",8343.54515,7577.1717,12346.1325
"044234",12035.5195,15374.7785,11531.058
"044235",8179.0623,6541.0066,12182.7425
"044244",11740.533,15085.789,11238.609
"044245",7835.07045,5202.0278,11837.94
"044254",11580.0655,14922.186,11138.915
"044255",7830.7845,4511.71835,11833.849
"044264",11252.957,14594.455,11025.5
"044265",8050.3615,4445.8014,12052.846
"044274",10900.068,14238.616,10965.148
"044275",7684.5822,4048.8666,11686.897
"044284",10590.5505,13934.4725,10698.2675
"044285",7565.9089,3929.9317,11567.767
"045014",19158.906,22498.058,18536.3305
"045015",9891.26515,13231.918,9998.2544
"045016",7049.9083,3413.4079,11051.684
"045024",18670.981,22010.388,18050.558
"045025",9692.5705,13036.7415,9798.18305
"045026",7361.7679,3726.77195,11364.293
"045034",18093.0095,21432.118,17471.189
"045035",9142.5465,12487.0845,9249.8918
"045036",7805.1867,4170.01355,11807.467
"045044",17757.408,21097.3705,17133.9375
"045045",9747.4355,13069.7035,9840.9871
"045046",7976.1334,4340.2516,11976.866
"045054",17379.141,20719.8705,16757.3945
"045055",9106.6957,12460.47,9204.75405
"045056",,,
"045064",16731.525,20072.534,16110.5825
"045065",8169.72405,11511.6875,8288.21735
"045074",16315.363,19654.408,15691
"045075",8217.63065,11563.106,8315.0411
"045084",15961.851,19304.045,15339.474
"045085",10032.4985,13388.5145,10141.209
"045094",15594.432,18935.532,14971.714
"045095",10398.53,13734.236,11898.449
"045104",15346.5535,18687.848,14723.576
"045105",8572.3225,11917.9015,10192.327
"045114",15224.581,18566.369,14601.4025
"045115",7692.1397,11028.746,9320.0564
"045124",15603.17,18944.98,14982.5525
"045125",9167.4307,11274.0125,11073.3215
"045134",14962.694,18300.506,14338.385
"045135",8835.4142,10403.626,11277.283
"045144",15005.258,18345.2885,14382.47
"045145",8359.38465,8832.5855,10838.765
"045154",14394.419,17735.3435,13770.142
"045155",7716.4243,7827.9505,10661.137
"045164",13799.9915,17138.809,13176.627
"045165",7115.9998,7191.9406,10951.616
"045174",13452.857,16794.404,12829.653
"045175",6648.82395,6723.3929,10649.92
"045184",13511.246,16853.666,12890.185
"045185",5934.6165,6011.0732,9938.2171
"045194",13031.212,16371.76,12407.8735
"045195",6860.3975,6805.958,10864.966
"045204",13075.6225,16417.604,12456.98
"045205",6754.0481,6209.6941,10753.639
"045214",12519.0015,15860.722,11908.026
"045215",6661.5029,5883.538,10665.0015
"045224",12514.3725,15857.728,12008.491
"045225",7566.30695,5649.3889,11567.3525
"045234",11656.548,14995.077,11154.075
"045235",6683.407,4262.7023,10685.1785
"045244",11360.7845,14703.1565,10863.694
"045245",6743.37275,3971.93245,10746.1145
"045254",11184.2075,14523.3945,10779.984
"045255",7177.5128,4071.1421,11179.703
"045264",10853.747,14196.556,10620.889
"045265",7558.25295,4019.0792,11560.585
"045274",10557.721,13896.3625,10554.017
"045275",7470.7191,3835.9489,11473.0105
"045284",10118.7685,13459.298,10220.346
"045285",7597.70285,3959.1277,11602.0875
"046014",19356.432,22697.539,18726.378
"046015",9417.4195,12756.3495,9520.03775
"046016",6770.45955,3131.8781,10776.407
"046024",19050.233,22391.438,18425.123
"046025",9116.3096,12456.591,9221.6019
"046026",7605.6175,3969.97245,11608.625
"046034",18769.4495,22110.609,18143.0355
"046035",8650.9689,11992.089,8753.1934
"046036",8002.4264,4367.1409,12004.809
"046044",18137.024,21478.611,17514.57
"046045",8749.07715,12084.123,8853.8533
"046046",8169.4352,4534.4511,12166.7945
"046054",17625.0325,20964.006,16999.889
"046055",8423.4016,11766.044,8529.56
"046056",9489.63895,5876.27945,12794.131
"046064",17108.865,20448.958,16484.77
"046065",7797.8859,11140.229,7898.8026
"046074",16614.0995,19954.696,15990.705
"046075",7807.6361,11151.447,7916.1299
"046084",16184.598,19525.307,15560.467
"046085",9420.3537,12775.143,9535.4996
"046094",15757.179,19093.35,15130.578
"046095",8404.4888,11738.702,9849.6059
"046104",15187.6625,18529.4065,14563.2125
"046105",7456.6477,10790.525,9069.92535
"046114",14707.251,18046.2115,14081.5325
"046115",6910.53835,10256.366,8547.46285
"046124",14940.633,18280.69,14320.655
"046125",7961.1113,10302.092,10295.344
"046134",14434.8095,17773.6875,13809.5015
"046135",7415.0051,9150.9225,9851.8283
"046144",14508.321,17850.0285,13884.8585
"046145",6988.9541,8253.2193,9424.3305
"046154",14134.277,17474.7105,13512.68
"046155",7367.9468,7723.6769,10038.783
"046164",13710.9375,17050.144,13086.104
"046165",7452.834,7538.53915,11107.237
"046174",13464.1525,16809.9315,12843.57
"046175",6862.2378,6941.96875,10856.06
"046184",12999.593,16341.792,12378.765
"046185",5635.7324,5709.9775,9638.81
"046194",12491.817,15831.1085,11869.3555
"046195",5230.49835,5303.9907,9231.9184
"046204",12250.4105,15592.5915,11628.887
"046205",5933.0607,5764.9076,9934.4315
"046214",11935.667,15274.414,11337.628
"046215",5534.2293,4831.3722,9535.16225
"046224",11476.0095,14817.183,10970.85
"046225",6017.7457,4876.1551,10023.848
"046234",11039.68,14379.101,10534.374
"046235",5660.0258,3533.8061,9661.50605
"046244",10757.299,14098.8355,10249.039
"046245",5988.2857,3172.1928,9989.8006
"046254",10808.494,14147.984,10366.109
"046255",6700.3832,3389.3563,10701.965
"046264",10514.473,13851.8285,10213.349
"046265",6899.4765,3340.2293,10901.681
"046274",10109.416,13447.9775,10037.465
"046275",6811.9681,3177.5491,10814.056
