Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height,stem_wood,stem_bark,branches,foliage
99,AB,9,PICE,GLA,,25.9,21.6,177,21,23,16
99,AB,9,PINU,CON,LAT,23.5,25.7,229,17,11,6
99,AB,14,PINU,CON,LAT,23.5,25.7,228,18,5,5
99,AB,14,PICE,GLA,,25.9,21.6,181,23,24,16
99,AB,14,ABIE,LAS,,28.4,17.5,156,28,60,34
99,AB,9,PICE,GLA,,25.2,21.4,167,20,21,15
99,AB,9,PINU,CON,LAT,22.9,25.6,218,16,10,6
99,AB,9,PICE,MAR,,25.3,25.6,235,24,18,12
99,AB,14,PINU,CON,LAT,22.9,25.6,217,17,5,5
99,AB,14,PICE,ENG,,25.9,20.5,165,20,42,24
99,AB,14,PICE,GLA,,25.2,21.4,171,22,22,15
99,AB,9,PICE,GLA,,20.7,19.7,108,13,12,10
99,AB,9,PICE,MAR,,20.6,24.8,158,17,10,7
99,AB,9,PICE,GLA,,20.6,19.7,107,13,12,10
99,AB,9,PICE,GLA,,20.3,19.6,104,13,11,10
99,AB,9,PICE,GLA,,19.7,19.3,97,12,10,9
99,AB,9,PICE,MAR,,19.6,24.6,144,15,8,7
99,AB,9,PICE,MAR,,20.5,24.8,157,16,9,7
99,AB,9,PICE,MAR,,19.7,24.7,146,15,8,7
99,AB,9,PICE,GLA,,20.4,19.6,104,13,11,10
99,AB,9,PINU,BAN,,19.7,18.8,118,9,8,5
99,AB,9,PICE,GLA,,22.7,20.5,132,16,16,12
99,AB,9,PINU,CON,LAT,20.6,24.9,177,14,8,5
99,AB,9,PICE,MAR,,22.7,25.2,191,20,13,9
99,AB,10,PICE,MAR,,22.6,25.2,181,21,10,8
99,AB,4,PICE,MAR,,22.6,25.2,200,26,9,10
99,AB,6,PICE,GLA,,22.5,20.4,141,17,12,11
99,AB,5,PICE,GLA,,22.5,20.4,133,17,17,12
99,AB,14,ABIE,LAS,,24.5,16.5,114,20,38,23
99,AB,4,PINU,CON,LAT,20.4,24.9,174,13,7,5
99,AB,9,LARI,LAR,,23.2,21.1,159,16,24,6
99,AB,6,PICE,MAR,,22.6,25.2,181,23,11,8
99,AB,5,PICE,MAR,,22.6,25.2,181,21,10,8
99,AB,4,PINU,BAN,,22.6,19,147,10,3,6
99,AB,9,PINU,BAN,,22.6,19,148,12,13,7
99,AB,6,PINU,BAN,,22.6,19,150,12,16,9
99,AB,5,PINU,BAN,,22.6,19,151,12,14,9
99,AB,9,POPU,TRE,,20.2,26.4,147,35,6,1
99,AB,14,POPU,TRE,,20.2,26.4,154,29,12,4
99,AB,9,POPU,TRE,,26.8,30.1,294,67,14,1
99,AB,9,POPU,TRE,,17.2,24.6,100,25,4,1
99,AB,4,POPU,TRE,,17.2,24.6,94,18,3,2
99,AB,9,POPU,TRE,,17.3,24.6,101,25,4,1
99,AB,14,POPU,TRE,,17.3,24.6,106,20,8,3
99,AB,9,POPU,TRE,,19,25.7,127,31,5,1
99,AB,4,POPU,TRE,,19,25.7,119,23,4,2
99,AB,4,POPU,TRE,,20.2,26.4,138,26,5,2
99,AB,9,POPU,TRE,,24,28.6,224,52,10,1
99,AB,9,POPU,TRE,,20.1,26.3,145,35,6,1
99,AB,4,POPU,TRE,,20.1,26.3,136,26,5,2
99,AB,14,POPU,TRE,,20.1,26.3,152,28,12,3
99,AB,10,POPU,TRE,,20.1,26.3,152,28,12,3
99,AB,9,POPU,TRE,,22.9,28,200,47,9,1
99,AB,9,POPU,TRE,,20.6,26.6,154,37,7,1
99,AB,9,POPU,TRE,,27.4,30.4,310,70,15,1
99,AB,14,POPU,TRE,,27.4,30.4,323,59,26,6
99,AB,9,POPU,TRE,,26.6,30,289,66,14,1
99,AB,14,POPU,TRE,,26.6,30,300,55,24,5
99,AB,9,POPU,TRE,,16.2,23.9,86,21,3,1
99,AB,9,POPU,TRE,,16.7,24.2,92,23,3,1
99,AB,9,POPU,TRE,,17.6,24.8,105,26,4,1
99,AB,9,POPU,TRE,,15.4,23.4,76,19,3,0
99,AB,9,POPU,TRE,,15.3,23.3,75,19,3,0
99,AB,9,POPU,TRE,,16,23.8,83,21,3,0
99,AB,9,POPU,TRE,,15.8,23.6,81,20,3,0
99,AB,9,POPU,TRE,,16.1,23.9,85,21,3,1
99,AB,9,POPU,TRE,,24.4,28.8,233,54,11,1
99,AB,10,POPU,TRE,,20.2,26.4,154,29,12,4
99,AB,6,POPU,TRE,,20.2,26.4,142,29,17,4
99,AB,5,POPU,TRE,,20.2,26.4,154,29,12,4
