"","TRM","FMU","Ecozone","res_con","res_dec","res_total"
"87",66205,"W14",9,28.3193296313079,2.34636708432784,30.6656967156357
"88",62215,"W14",9,18.211410344377,4.90326974610448,23.1146800904815
"89",63215,"W14",9,18.058967960596,3.65748523109857,21.7164531916945
"90",66185,"W14",9,26.6262102792229,3.42042547858006,30.046635757803
"91",62085,"W14",9,16.5768183381732,4.71191179320086,21.2887301313741
"92",66085,"W14",9,24.3746456153106,3.04730676331545,27.421952378626
"93",63085,"W14",9,22.218321805832,4.29417603338514,26.5124978392171
"94",61185,"W14",9,23.9729725387457,1.93133188755738,25.904304426303
"95",63195,"W14",9,17.0566826659674,4.27949400948354,21.3361766754509
"96",62185,"W14",9,21.831142382785,3.08666590058524,24.9178082833703
"97",65185,"W14",9,22.3765857437435,3.81657129077422,26.1931570345177
"98",60195,"W14",9,25.1335041769032,1.60515100223809,26.7386551791412
"99",64195,"W14",9,21.251856777606,3.15775748199918,24.4096142596052
"100",59095,"W14",9,19.214336790339,3.66748375375525,22.8818205440943
"101",64095,"W14",9,21.1688253088306,2.95929618046047,24.1281214892911
"102",59105,"W14",9,16.211196547467,7.22229352612387,23.4334900735908
"103",64105,"W14",9,22.5327008211871,3.18647468767537,25.7191755088625
"104",62205,"W14",9,16.1024146059593,5.43821512622928,21.5406297321886
"105",60095,"W14",9,17.6901446703797,4.68057616710847,22.3707208374882
"106",62095,"W14",9,19.248073044749,4.44146925686146,23.6895423016104
"107",66095,"W14",9,30.2692898964639,0.734394391096368,31.0036842875602
"108",60105,"W14",9,20.6068690262672,3.43433227774225,24.0412013040095
"109",63105,"W14",9,16.9725474851971,4.5074729887882,21.4800204739853
"110",66105,"W14",9,27.9173911575798,0.584148871884029,28.5015400294639
"111",59205,"W14",9,25.7476182981298,1.44371965476883,27.1913379528987
"112",61205,"W14",9,17.5024034278637,3.75677626705595,21.2591796949197
"113",65205,"W14",9,25.1014376114441,3.017439169099,28.1188767805431
"114",61215,"W14",9,16.6297847136908,3.48472014332233,20.1145048570132
"115",64215,"W14",9,19.3107112056466,4.16133541235937,23.472046618006
"116",61115,"W14",9,22.4337218249094,4.46901347299619,26.9027352979056
"117",64115,"W14",9,18.6341984231002,1.51747156785438,20.1516699909546
"118",63125,"W14",9,29.635580580935,1.18380928464946,30.8193898655844
"119",62165,"W14",9,22.980519226401,1.61885432319625,24.5993735495973
"120",60115,"W14",9,21.8785280506603,4.16027645702697,26.0388045076872
"121",65115,"W14",9,27.785542340226,0.751721182367441,28.5372635225934
"122",64125,"W14",9,18.0528404277093,1.95374366722013,20.0065840949294
"123",65135,"W14",9,15.9586035936832,0.891858486308824,16.8504620799921
"124",64155,"W14",9,17.6133363303863,3.66426927163381,21.2776056020202
"125",61175,"W14",9,19.8790959051317,4.24675207240745,24.1258479775392
"126",66175,"W14",9,24.5339122875311,2.09741011768742,26.6313224052185
"127",62115,"W14",9,19.8128150675032,4.7720180890325,24.5848331565357
"128",63115,"W14",9,21.018125649102,2.29947531176116,23.3176009608631
"129",66115,"W14",9,32.0056188169472,0.277832949057188,32.2834517660044
"130",62125,"W14",9,20.5405213659652,3.99782430551907,24.5383456714842
"131",65125,"W14",9,25.3897987851489,0.497080546375932,25.8868793315248
"132",66125,"W14",9,25.8718608104354,0.122436978311504,25.9942977887469
"133",63135,"W14",9,18.242842671072,3.73407171085363,21.9769143819256
"134",64135,"W14",9,13.8924150117418,2.40984877853452,16.3022637902763
"135",63145,"W14",9,17.8908935224648,3.71294205858897,21.6038355810538
"136",64145,"W14",9,14.7603546099281,2.72970998661989,17.4900645965479
"137",63155,"W14",9,24.1746167112603,2.67128387654301,26.8459005878034
"138",64165,"W14",9,20.4193027781552,4.36420936458796,24.7835121427431
"139",60175,"W14",9,20.0846543283124,3.1877633345161,23.2724176628285
"140",63175,"W14",9,16.8973914536827,7.10034910528279,23.9977405589655
"141",64175,"W14",9,24.8106066444871,2.24132009640429,27.0519267408913
"142",62135,"W14",9,23.404744784887,3.58318297875029,26.9879277636373
"143",66135,"W14",9,21.4378246726537,0.088284569931468,21.5261092425851
"144",62145,"W14",9,20.5319984195468,3.57080955437778,24.1028079739246
"145",65145,"W14",9,13.0131735475097,2.9869941222924,16.0001676698021
"146",62155,"W14",9,20.0791088670502,4.91098616745998,24.9900950345102
"147",63165,"W14",9,20.1678233832537,3.81212023688187,23.9799436201356
"148",65175,"W14",9,20.3109027149743,5.0284752305935,25.3393779455678
"149",62175,"W14",9,20.9348198080842,1.7030441767974,22.6378639848816
"150",66215,"G15",9,26.8966942698241,4.17021784897259,31.0669121187967
"151",66225,"G15",9,15.0759860269125,9.88377696608039,24.9597629929929
"152",65235,"G15",9,15.2568726394723,11.3954597742501,26.6523324137224
"153",66235,"G15",9,15.1075768022186,11.9991993958931,27.1067761981117
"154",71235,"G15",9,5.94615451124326,17.3011219332939,23.2472764445372
"155",72235,"G15",9,12.9964178803473,14.0309155173147,27.027333397662
"156",64245,"G15",9,22.0448207856698,4.63238046582407,26.6772012514938
"157",65245,"G15",9,13.2349916215332,12.9497932860248,26.1847849075579
"158",71245,"G15",9,11.4363749953062,11.7558732925477,23.1922482878539
"159",73245,"G15",9,12.7154320581498,8.99656014775632,21.7119922059061
"160",62026,"G15",9,20.7302571628346,6.08215055140192,26.8124077142365
"161",64026,"G15",9,20.6193180414182,3.67962493859754,24.2989429800157
"162",66026,"G15",9,15.5949316548496,11.6207447137783,27.2156763686279
"163",69026,"G15",9,9.51578671426099,11.9438339675192,21.4596206817802
"164",61036,"G15",9,19.5842091564635,2.29034964958661,21.8745588060501
"165",64036,"G15",9,22.1546811290712,6.89921894942287,29.0539000784941
"166",65036,"G15",9,22.443197603693,5.85902146820671,28.3022190718997
"167",68036,"G15",9,15.677093515183,9.43837219340079,25.1154657085838
"168",69036,"G15",9,13.2566444042075,8.1421252275493,21.3987696317568
"169",61046,"G15",9,22.5085314000388,7.01845255755277,29.5269839575916
"170",62046,"G15",9,21.7912448993555,6.90588174824265,28.6971266475981
"171",65046,"G15",9,19.0789230912511,10.5509203241434,29.6298434153945
"172",67046,"G15",9,11.9925942458984,15.7761993124016,27.7687935582999
"173",68046,"G15",9,10.6236632689308,12.9860780033194,23.6097412722502
"174",59056,"G15",9,20.1232853289676,2.95868217702258,23.0819675059902
"175",59056,"G15",14,16.7383994445934,4.01317531421318,20.7515747588066
"176",82066,"G15",9,8.31487319100108,13.8882671801614,22.2031403711625
"177",81076,"G15",9,9.47783283252216,12.8437580405451,22.3215908730673
"178",83076,"G15",9,7.85619658036946,11.5400844030465,19.3962809834159
"179",84086,"G15",9,10.4562827949112,12.3252232230976,22.7815060180088
"180",83096,"G15",9,6.09946394312343,13.9339320159492,20.0333959590726
"181",84096,"G15",9,15.248501554149,10.1496163088654,25.3981178630144
"182",83106,"G15",9,11.2684794089791,11.9267396455425,23.1952190545216
"183",61255,"G15",9,30.0522313546301,0.662727198684411,30.7149585533145
"184",64255,"G15",9,19.2546116924263,8.4035181151724,27.6581298075987
"185",65255,"G15",9,15.0484437134646,12.7314612364603,27.779904949925
"186",67255,"G15",9,15.2815246277895,12.0819421512171,27.3634667790066
"187",71255,"G15",9,12.0249765705879,10.5534002603422,22.5783768309301
"188",61265,"G15",9,33.8513621023547,0.577677601184868,34.4290397035396
"189",63265,"G15",9,17.8393404162479,6.49444067801979,24.3337810942677
"190",65265,"G15",9,17.904975539143,14.1704176244651,32.075393163608
"191",68265,"G15",9,9.74368692032435,16.3345010668909,26.0781879872153
"192",69265,"G15",9,10.5025853988045,17.4835296948257,27.9861150936302
"193",71265,"G15",9,12.8119896445388,6.84223383185089,19.6542234763897
"194",73265,"G15",9,8.3341732349896,14.7593383616281,23.0935115966177
"195",61275,"G15",9,23.4912128654115,0.57958139319471,24.0707942586062
"196",63275,"G15",9,20.6124876889897,6.2040406480498,26.8165283370395
"197",65275,"G15",9,17.0800624609331,10.1611994952211,27.2412619561542
"198",68275,"G15",9,12.417148542724,12.6644387120441,25.0815872547682
"199",69275,"G15",9,6.37206786876375,16.379959822851,22.7520276916147
"200",61016,"G15",9,29.2409320365176,0.252290483703864,29.4932225202215
"201",62016,"G15",9,16.4047562098123,4.17563934534168,20.580395555154
"202",65016,"G15",9,14.6807973936818,11.0338434233863,25.7146408170682
"203",66016,"G15",9,13.6455211873084,13.6591036576503,27.3046248449587
"204",68016,"G15",9,10.4667665105815,17.3054711893399,27.7722376999215
"205",83116,"G15",9,7.56367276802765,12.0268234893935,19.5904962574212
"206",83126,"G15",9,7.50320559912814,7.82645762120165,15.3296632203298
"207",60265,"G15",9,18.9151940637485,0.278640539967015,19.1938346037155
"208",64265,"G15",9,18.122722378512,10.0388308971946,28.1615532757066
"209",66265,"G15",9,17.039580679295,11.0866088627886,28.1261895420835
"210",60275,"G15",9,27.0686697664105,0.0620708058116207,27.1307405722221
"211",64275,"G15",9,19.6451918935267,6.95725808378198,26.6024499773086
"212",66275,"G15",9,15.1718234724984,12.0981116064362,27.2699350789346
"213",63016,"G15",9,15.0211405059155,12.9836322678421,28.0047727737575
"214",67016,"G15",9,10.5072327331597,16.0505908106382,26.5578235437979
"215",64235,"G15",9,18.0042451209146,6.97957738781322,24.9838225087278
"216",63026,"G15",9,18.9271378121452,9.37542150835718,28.3025593205024
"217",67036,"G15",9,14.3390525592824,12.6734650622917,27.0125176215741
"218",59046,"G15",9,19.4644511639733,1.28329181792642,20.7477429818997
"219",59046,"G15",14,16.1903860739563,1.74066518013663,17.9310512540929
"220",60056,"G15",9,19.7809789964708,4.98221803265836,24.7631970291292
"221",65215,"G15",9,13.4120080522357,13.4686477910614,26.8806558432971
"222",65225,"G15",9,13.9152635723929,12.8987358526705,26.8139994250633
"223",84076,"G15",9,8.35372188734519,13.2617948708629,21.6155167582081
"224",62265,"G15",9,21.1959660353017,4.91733215421891,26.1132981895206
"225",67275,"G15",9,13.5387834871285,8.82822490402139,22.3670083911499
"226",64016,"G15",9,22.1696887591521,4.11215994403602,26.2818487031882
"227",67245,"G15",9,10.762020514141,12.5342234848171,23.2962439989581
"228",72245,"G15",9,13.0968414433658,10.3921729005007,23.4890143438665
"229",68026,"G15",9,6.09299638081145,18.9677447608007,25.0607411416122
"230",62036,"G15",9,22.782028934556,5.6379124955484,28.4199414301044
"231",69046,"G15",9,13.8850989587057,11.2561112810413,25.1412102397469
"232",64215,"G15",9,20.138925847845,8.32536767341286,28.4642935212579
"233",63255,"G15",9,22.7946753716988,4.41457401632244,27.2092493880213
"234",73255,"G15",9,13.3558017691363,9.00455070721311,22.3603524763495
"235",67265,"G15",9,17.8983174187044,10.4587976108232,28.3571150295276
"236",72265,"G15",9,10.0052796949169,14.6570204796412,24.6623001745581
"237",62275,"G15",9,17.4448934973602,2.51047851990424,19.9553720172645
"238",69016,"G15",9,8.14885329967982,12.0321523501971,20.1810056498769
"239",64225,"G15",9,16.7270864380186,9.31750915313296,26.0445955911516
"240",73235,"G15",9,13.0014262868759,12.4229413683082,25.4243676551842
"241",66245,"G15",9,17.5257205785455,12.252024778407,29.7777453569524
"242",61026,"G15",9,20.1548767742801,1.73419475735293,21.889071531633
"243",65026,"G15",9,17.0767595987597,9.06837239743707,26.1451319961968
"244",67026,"G15",9,7.48818294162459,18.6570039753056,26.1451869169302
"245",60036,"G15",9,21.4965945781905,0.992373151700918,22.4889677298914
"246",63036,"G15",9,21.8965415872394,7.4100680544884,29.3066096417278
"247",66036,"G15",9,15.5014787173684,9.26077532606408,24.7622540434325
"248",60046,"G15",9,24.3548628509141,3.70362069013395,28.0584835410481
"249",60046,"G15",14,20.2581942338242,5.02361464921256,25.2818088830367
"250",66046,"G15",9,15.6395803526929,14.858880277683,30.4984606303759
"251",68056,"G15",9,11.5137272128706,12.3642873163272,23.8780145291978
"252",81066,"G15",9,9.53742861381591,12.7554727923283,22.2929014061443
"253",83066,"G15",9,4.97320824200047,15.7120110388636,20.6852192808641
"254",82076,"G15",9,1.67847474160768,18.0039433432539,19.6824180848616
"255",83086,"G15",9,4.19067287365457,13.4467062933487,17.6373791670033
"256",62255,"G15",9,22.0117183019053,5.97651667011108,27.9882349720164
"257",66255,"G15",9,15.8775332788981,12.5833662587494,28.4608995376475
"258",72255,"G15",9,14.9292497564389,11.3113952628243,26.2406450192632
"259",91065,"P21",9,9.6720442259436,8.42025336445925,18.0922975904029
"260",94065,"P21",9,22.5552806344374,6.26869252241937,28.8239731568567
"261",91075,"P21",9,12.1385392815355,6.93720018726101,19.0757394687965
"262",92075,"P21",9,11.3006512936587,10.6552533392685,21.9559046329272
"263",95075,"P21",9,12.1911912845124,9.20843577636662,21.399627060879
"264",96075,"P21",9,11.2270433025175,8.65676276929343,19.8838060718109
"265",97175,"P21",9,11.1496701126891,6.01891291966168,17.1685830323508
"266",99175,"P21",9,14.7181242916885,8.69932656890793,23.4174508605964
"267",101175,"P21",9,12.3808567865789,11.5419936306886,23.9228504172676
"268",82185,"P21",9,10.8474569438031,11.5723423419447,22.4197992857477
"269",84185,"P21",9,18.0203320726826,7.44060039897101,25.4609324716536
"270",87185,"P21",9,7.67512266231323,6.99479460837864,14.6699172706919
"271",88185,"P21",9,18.0534543781675,8.68669379190567,26.7401481700731
"272",90185,"P21",9,17.2090496576423,4.40856217420934,21.6176118318517
"273",92185,"P21",9,14.3627332021213,10.4070954291863,24.7698286313076
"274",94185,"P21",9,16.8500285934824,7.71222300505211,24.5622515985345
"275",95185,"P21",9,20.5558386985533,3.51495788494232,24.0707965834956
"276",98185,"P21",9,21.0721901513162,4.09837813597111,25.1705682872873
"277",100185,"P21",9,11.9762097785493,16.2328357467993,28.2090455253486
"278",89195,"P21",9,15.9141737155567,9.82978196452547,25.7439556800822
"279",90195,"P21",9,15.9423722602006,6.26425844605766,22.2066307062583
"280",92195,"P21",9,13.3515281770618,10.7838232189336,24.1353513959955
"281",94195,"P21",9,15.1052932141962,7.91455977879359,23.0198529929897
"282",96195,"P21",9,19.5457878754984,3.37471239939264,22.920500274891
"283",99195,"P21",9,15.7906629631744,11.7959446284734,27.5866075916479
"284",100195,"P21",9,15.7900046755631,6.57534807565029,22.3653527512134
"285",91085,"P21",9,10.3991563629921,9.07599658341822,19.4751529464103
"286",92085,"P21",9,16.1066074654627,2.49042690677299,18.5970343722357
"287",95085,"P21",9,15.3609534536569,7.9037702025212,23.264723656178
"288",96085,"P21",9,17.4607324805281,7.16553712018831,24.6262696007164
"289",91095,"P21",9,9.84704012315533,8.17115809340888,18.0181982165642
"290",92095,"P21",9,8.44213849739221,6.97686095159868,15.4189994489909
"291",95095,"P21",9,14.0799778867146,7.85802035652001,21.9379982432346
"292",96095,"P21",9,14.8201717714313,7.69886045127757,22.5190322227089
"293",90105,"P21",9,9.64058246966038,8.16758851227325,17.8081709819336
"294",92105,"P21",9,11.030085247935,8.18555720035864,19.2156424482937
"295",95105,"P21",9,22.0492797451244,7.52717736494117,29.5764571100655
"296",96105,"P21",9,20.0314983123039,7.21460139846448,27.2460997107684
"297",88205,"P21",9,14.3160627199681,10.3225047772997,24.6385674972678
"298",90205,"P21",9,13.6443721656747,9.80239226440763,23.4467644300823
"299",91205,"P21",9,15.635683469537,9.15062568567322,24.7863091552102
"300",94205,"P21",9,16.4679416623616,11.4448889116295,27.9128305739911
"301",95205,"P21",9,13.5029817234464,11.7861981979578,25.2891799214042
"302",98205,"P21",9,17.6472801870034,9.24681531233466,26.894095499338
"303",89215,"P21",9,7.50882287810313,12.3954578548565,19.9042807329596
"304",91215,"P21",9,17.4306949595279,12.4266926153446,29.8573875748725
"305",93215,"P21",9,11.9491073715129,22.9548823664795,34.9039897379923
"306",94215,"P21",9,17.8634745998228,9.40491089758431,27.2683854974071
"307",90065,"P21",9,14.2592948143426,9.19291951014214,23.4522143244847
"308",95065,"P21",9,10.9993402583292,9.86124768772322,20.8605879460525
"309",93075,"P21",9,12.1996921382478,8.2446692506246,20.4443613888724
"310",100175,"P21",9,12.0582587809262,12.4221431308251,24.4804019117513
"311",96185,"P21",9,18.9520320946044,4.15770243015864,23.1097345247631
"312",88195,"P21",9,15.9672698370062,7.54364829638791,23.5109181333941
"313",92065,"P21",9,15.2107825940851,7.57499918963833,22.7857817837234
"314",96065,"P21",9,14.0892157482362,11.0231530803576,25.1123688285937
"315",90075,"P21",9,14.108575155472,9.11061947133925,23.2191946268113
"316",94075,"P21",9,13.2059722976214,5.81159708769954,19.0175693853209
"317",96175,"P21",9,13.2652800864077,7.71429323698257,20.9795733233903
"318",98175,"P21",9,14.994602821377,7.63320669469961,22.6278095160767
"319",86185,"P21",9,8.77471077615813,7.84088715487207,16.6155979310302
"320",91185,"P21",9,16.6301476993688,8.78405476862768,25.4142024679965
"321",101185,"P21",9,14.6620900665367,16.4490522735399,31.1111423400767
"322",93195,"P21",9,13.5485979030438,10.2385992126562,23.7871971157
"323",98195,"P21",9,19.0908437871908,8.61799964126453,27.7088434284553
"324",97205,"P21",9,16.0346726221391,7.48412362708419,23.5187962492233
"325",90215,"P21",9,6.1977107672385,20.8437108289295,27.041421596168
"326",83185,"P21",9,12.1459256566266,8.61747625281487,20.7634019094415
"327",85185,"P21",9,22.9462672490549,8.69796429532398,31.6442315443789
"328",89185,"P21",9,18.0451889037659,8.34352783585745,26.3887167396233
"329",93185,"P21",9,12.6543322710204,10.2649515035632,22.9192837745837
"330",97185,"P21",9,22.0837755520945,2.89106438901504,24.9748399411095
"331",99185,"P21",9,11.0096292279083,13.4180588338398,24.4276880617481
"332",87195,"P21",9,8.77900937265024,10.4074575116628,19.1864668843131
"333",91195,"P21",9,20.8926801506302,8.26724115339601,29.1599213040262
"334",95195,"P21",9,16.5293526900101,7.27346170674332,23.8028143967534
"335",97195,"P21",9,17.4286001980232,6.34213920082016,23.7707393988433
"336",94085,"P21",9,11.0817825619629,6.30615300929535,17.3879355712582
"337",94095,"P21",9,12.6533083112617,7.99480688697546,20.6481151982371
"338",94105,"P21",9,22.6559545928271,8.04542362631518,30.7013782191423
"339",87205,"P21",9,16.1199915263314,10.2312935217321,26.3512850480634
"340",92205,"P21",9,16.7553188403148,10.4381682760238,27.1934871163386
"341",90085,"P21",9,13.0949532138359,9.90427487720493,22.9992280910408
"342",93085,"P21",9,13.949029134424,7.074653902978,21.023683037402
"343",100135,"P21",9,21.9851255727806,3.31727008228508,25.3023956550657
"344",86145,"P21",9,11.5663620267652,6.75217380366109,18.3185358304263
"345",101145,"P21",9,18.0410817962183,5.37845580054856,23.4195375967669
"346",90095,"P21",9,10.4079094578464,8.16763519211845,18.5755446499649
"347",93095,"P21",9,16.2974619467076,6.89266944689323,23.1901313936009
"348",91105,"P21",9,7.93576663883888,9.92551958280848,17.8612862216474
"349",93105,"P21",9,25.1561701881317,7.83698940420263,32.9931595923344
"350",89205,"P21",9,13.3652457897625,10.2188276863391,23.5840734761016
"351",93205,"P21",9,14.4706054872716,7.6306543028975,22.1012597901691
"352",96205,"P21",9,14.2041732884783,12.117514294167,26.3216875826454
"353",100205,"P21",9,8.31521560582066,17.6692724679615,25.9844880737821
"354",88215,"P21",9,7.83728857895688,7.36310058560177,15.2003891645587
"355",92215,"P21",9,6.43661567967692,29.9767261597217,36.4133418393986
"356",92115,"P21",9,24.7573135271529,6.20376328500447,30.9610768121574
"357",96115,"P21",9,28.1035185436879,2.7478784886464,30.8513970323343
"358",91125,"P21",9,11.4728677135534,8.12127594048475,19.5941436540382
"359",95125,"P21",9,20.9938887608062,7.48878291715579,28.482671677962
"360",89155,"P21",9,17.188576083496,7.46491259428676,24.6534886777827
"361",97165,"P21",9,13.9630104993545,10.6634455088972,24.6264560082518
"362",86175,"P21",9,17.7006323755871,9.50105717386001,27.2016895494472
"363",90115,"P21",9,19.3893635321955,8.49101348590805,27.8803770181036
"364",95115,"P21",9,21.6666064023486,4.7057645980479,26.3723710003965
"365",94125,"P21",9,20.2163815760511,8.30825068517791,28.524632261229
"366",90135,"P21",9,21.4855281779963,4.64530177248435,26.1308299504806
"367",95135,"P21",9,21.4622039899112,9.21105634641509,30.6732603363263
"368",91145,"P21",9,17.0626848057097,9.24697835519584,26.3096631609056
"369",96145,"P21",9,14.550838783549,6.94612875014341,21.4969675336924
"370",84155,"P21",9,12.9207551916737,8.45951724748172,21.3802724391555
"371",94155,"P21",9,21.3563700316925,6.54994490932863,27.9063149410212
"372",99155,"P21",9,14.3362135107959,10.1048227983073,24.4410363091032
"373",82165,"P21",9,10.2955906954797,6.71879531482418,17.0143860103039
"374",87165,"P21",9,14.7490913630729,8.55035509037135,23.2994464534442
"375",92165,"P21",9,24.0701415164433,4.79952060797241,28.8696621244158
"376",102165,"P21",9,19.3946958723248,8.07043388469117,27.4651297570159
"377",91175,"P21",9,22.7445192109115,4.16822440549343,26.9127436164049
"378",91115,"P21",9,20.1082298506348,8.41444036907663,28.5226702197114
"379",93115,"P21",9,23.824090648429,9.29549876888604,33.1195894173151
"380",94115,"P21",9,23.8484210963411,5.19440010811233,29.0428212044534
"381",90125,"P21",9,23.7456928133803,5.99017726751258,29.7358700808929
"382",92125,"P21",9,16.3493036462768,5.0614995562499,21.4108032025267
"383",93125,"P21",9,14.6988339040718,12.4184935394872,27.117327443559
"384",96125,"P21",9,21.2509979251901,5.11783581077494,26.368833735965
"385",91135,"P21",9,15.6103161952978,9.08923991702465,24.6995561123225
"386",92135,"P21",9,8.81876404362818,11.5043606093079,20.3231246529361
"387",94135,"P21",9,22.8218503475337,7.36733884606932,30.189189193603
"388",96135,"P21",9,9.01662844173141,14.1718400030262,23.1884684447576
