Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height,merchVol,topVolRatio,topBarkRatio
1678,AB,6,PINU,BAN,, 18.00, 18.73,0.163159,0.179820,0.232027
1679,AB,6,PINU,BAN,, 19.00, 18.79,0.189947,0.147205,0.194334
1680,AB,6,PINU,BAN,, 20.00, 18.86,0.217801,0.121482,0.163804
1681,AB,6,PINU,BAN,, 21.00, 18.92,0.246754,0.101032,0.138930
1682,AB,6,PINU,BAN,, 22.00, 18.97,0.276842,0.084645,0.118537
1683,AB,6,PINU,BAN,, 23.00, 19.03,0.308098,0.071407,0.101712
1684,AB,6,PINU,BAN,, 24.00, 19.08,0.340550,0.060631,0.087744
1685,AB,6,PINU,BAN,, 25.00, 19.13,0.374228,0.051795,0.076078
1686,AB,6,PINU,BAN,, 26.00, 19.18,0.409154,0.044500,0.066278
1687,AB,6,PINU,BAN,, 27.00, 19.23,0.445351,0.038436,0.058000
1688,AB,6,PINU,BAN,, 28.00, 19.27,0.482835,0.033365,0.050971
1689,AB,6,PINU,BAN,, 29.00, 19.32,0.521625,0.029099,0.044972
1690,AB,6,PINU,BAN,, 30.00, 19.36,0.561734,0.025491,0.039829
1691,AB,6,PINU,BAN,, 31.00, 19.40,0.603176,0.022423,0.035400
1692,AB,6,PINU,BAN,, 32.00, 19.44,0.645961,0.019801,0.031569
1693,AB,6,PINU,BAN,, 33.00, 19.48,0.690100,0.017551,0.028243
1694,AB,6,PINU,BAN,, 34.00, 19.52,0.735603,0.015610,0.025343
1695,AB,6,PINU,BAN,, 35.00, 19.56,0.782476,0.013930,0.022806
1696,AB,6,PINU,BAN,, 36.00, 19.59,0.830728,0.012469,0.020578
1697,AB,6,PINU,BAN,, 37.00, 19.63,0.880365,0.011194,0.018616
1698,AB,6,PINU,BAN,, 38.00, 19.66,0.931393,0.010078,0.016883
1699,AB,6,PINU,BAN,, 39.00, 19.70,0.983818,0.009098,0.015347
1700,AB,6,PINU,BAN,, 40.00, 19.73,1.037645,0.008234,0.013982
1701,AB,6,PINU,BAN,, 41.00, 19.76,1.092879,0.007469,0.012765
1702,AB,6,PINU,BAN,, 42.00, 19.79,1.149524,0.006792,0.011678
1703,AB,6,PINU,BAN,, 43.00, 19.82,1.207584,0.006189,0.010705
1704,AB,6,PINU,BAN,, 44.00, 19.85,1.267063,0.005652,0.009831
1705,AB,6,PINU,BAN,, 45.00, 19.88,1.327965,0.005172,0.009044
1706,AB,6,PINU,BAN,, 46.00, 19.91,1.390292,0.004741,0.008335
1707,AB,6,PINU,BAN,, 47.00, 19.94,1.454048,0.004355,0.007694
1708,AB,6,PINU,BAN,, 48.00, 19.97,1.519236,0.004007,0.007113
1709,AB,6,PINU,BAN,, 49.00, 19.99,1.585859,0.003693,0.006586
1710,AB,6,PINU,BAN,, 50.00, 20.02,1.653919,0.003409,0.006108
1711,AB,9,PINU,BAN,, 13.00, 18.33,0.000000,0.542009,0.605460
1712,AB,9,PINU,BAN,, 14.00, 18.42,0.066721,0.431875,0.498513
1713,AB,9,PINU,BAN,, 15.00, 18.50,0.089086,0.343816,0.409375
1714,AB,9,PINU,BAN,, 16.00, 18.58,0.112705,0.274976,0.337010
1715,AB,9,PINU,BAN,, 17.00, 18.66,0.137412,0.221477,0.278801
1716,AB,9,PINU,BAN,, 18.00, 18.73,0.163159,0.179820,0.232027
1717,AB,9,PINU,BAN,, 19.00, 18.79,0.189947,0.147205,0.194334
1718,AB,9,PINU,BAN,, 20.00, 18.86,0.217801,0.121482,0.163804
1719,AB,9,PINU,BAN,, 21.00, 18.92,0.246754,0.101032,0.138930
1720,AB,9,PINU,BAN,, 22.00, 18.97,0.276842,0.084645,0.118537
1721,AB,9,PINU,BAN,, 23.00, 19.03,0.308098,0.071407,0.101712
1722,AB,9,PINU,BAN,, 24.00, 19.08,0.340550,0.060631,0.087744
1723,AB,9,PINU,BAN,, 25.00, 19.13,0.374228,0.051795,0.076078
1724,AB,9,PINU,BAN,, 26.00, 19.18,0.409154,0.044500,0.066278
1725,AB,9,PINU,BAN,, 27.00, 19.23,0.445351,0.038436,0.058000
1726,AB,9,PINU,BAN,, 28.00, 19.27,0.482835,0.033365,0.050971
1727,AB,9,PINU,BAN,, 29.00, 19.32,0.521625,0.029099,0.044972
1728,AB,9,PINU,BAN,, 30.00, 19.36,0.561734,0.025491,0.039829
1729,AB,9,PINU,BAN,, 31.00, 19.40,0.603176,0.022423,0.035400
1730,AB,9,PINU,BAN,, 32.00, 19.44,0.645961,0.019801,0.031569
1731,AB,9,PINU,BAN,, 33.00, 19.48,0.690100,0.017551,0.028243
1732,AB,9,PINU,BAN,, 34.00, 19.52,0.735603,0.015610,0.025343
1733,AB,9,PINU,BAN,, 35.00, 19.56,0.782476,0.013930,0.022806
1734,AB,9,PINU,BAN,, 36.00, 19.59,0.830728,0.012469,0.020578
1735,AB,9,PINU,BAN,, 37.00, 19.63,0.880365,0.011194,0.018616
1736,AB,9,PINU,BAN,, 38.00, 19.66,0.931393,0.010078,0.016883
1737,AB,9,PINU,BAN,, 39.00, 19.70,0.983818,0.009098,0.015347
1738,AB,9,PINU,BAN,, 40.00, 19.73,1.037645,0.008234,0.013982
1739,AB,9,PINU,BAN,, 41.00, 19.76,1.092879,0.007469,0.012765
1740,AB,9,PINU,BAN,, 42.00, 19.79,1.149524,0.006792,0.011678
1741,AB,9,PINU,BAN,, 43.00, 19.82,1.207584,0.006189,0.010705
1742,AB,9,PINU,BAN,, 44.00, 19.85,1.267063,0.005652,0.009831
1743,AB,9,PINU,BAN,, 45.00, 19.88,1.327965,0.005172,0.009044
1744,AB,9,PINU,BAN,, 46.00, 19.91,1.390292,0.004741,0.008335
1745,AB,9,PINU,BAN,, 47.00, 19.94,1.454048,0.004355,0.007694
1746,AB,9,PINU,BAN,, 48.00, 19.97,1.519236,0.004007,0.007113
1747,AB,9,PINU,BAN,, 49.00, 19.99,1.585859,0.003693,0.006586
1748,AB,9,PINU,BAN,, 50.00, 20.02,1.653919,0.003409,0.006108
1749,AB,10,PINU,BAN,, 13.00, 18.33,0.000000,0.542009,0.605460
1750,AB,10,PINU,BAN,, 14.00, 18.42,0.066721,0.431875,0.498513
1751,AB,10,PINU,BAN,, 15.00, 18.50,0.089086,0.343816,0.409375
1752,AB,10,PINU,BAN,, 16.00, 18.58,0.112705,0.274976,0.337010
1753,AB,10,PINU,BAN,, 17.00, 18.66,0.137412,0.221477,0.278801
1754,AB,10,PINU,BAN,, 18.00, 18.73,0.163159,0.179820,0.232027
1755,AB,10,PINU,BAN,, 19.00, 18.79,0.189947,0.147205,0.194334
1756,AB,10,PINU,BAN,, 20.00, 18.86,0.217801,0.121482,0.163804
1757,AB,10,PINU,BAN,, 21.00, 18.92,0.246754,0.101032,0.138930
1758,AB,10,PINU,BAN,, 22.00, 18.97,0.276842,0.084645,0.118537
1759,AB,10,PINU,BAN,, 23.00, 19.03,0.308098,0.071407,0.101712
1760,AB,10,PINU,BAN,, 24.00, 19.08,0.340550,0.060631,0.087744
1761,AB,10,PINU,BAN,, 25.00, 19.13,0.374228,0.051795,0.076078
1762,AB,10,PINU,BAN,, 26.00, 19.18,0.409154,0.044500,0.066278
1763,AB,10,PINU,BAN,, 27.00, 19.23,0.445351,0.038436,0.058000
1764,AB,10,PINU,BAN,, 28.00, 19.27,0.482835,0.033365,0.050971
1765,AB,10,PINU,BAN,, 29.00, 19.32,0.521625,0.029099,0.044972
1766,AB,10,PINU,BAN,, 30.00, 19.36,0.561734,0.025491,0.039829
1767,AB,10,PINU,BAN,, 31.00, 19.40,0.603176,0.022423,0.035400
1768,AB,10,PINU,BAN,, 32.00, 19.44,0.645961,0.019801,0.031569
1769,AB,10,PINU,BAN,, 33.00, 19.48,0.690100,0.017551,0.028243
1770,AB,10,PINU,BAN,, 34.00, 19.52,0.735603,0.015610,0.025343
1771,AB,10,PINU,BAN,, 35.00, 19.56,0.782476,0.013930,0.022806
1772,AB,10,PINU,BAN,, 36.00, 19.59,0.830728,0.012469,0.020578
1773,AB,10,PINU,BAN,, 37.00, 19.63,0.880365,0.011194,0.018616
1774,AB,10,PINU,BAN,, 38.00, 19.66,0.931393,0.010078,0.016883
1775,AB,10,PINU,BAN,, 39.00, 19.70,0.983818,0.009098,0.015347
1776,AB,10,PINU,BAN,, 40.00, 19.73,1.037645,0.008234,0.013982
1777,AB,10,PINU,BAN,, 41.00, 19.76,1.092879,0.007469,0.012765
1778,AB,10,PINU,BAN,, 42.00, 19.79,1.149524,0.006792,0.011678
1779,AB,10,PINU,BAN,, 43.00, 19.82,1.207584,0.006189,0.010705
1780,AB,10,PINU,BAN,, 44.00, 19.85,1.267063,0.005652,0.009831
1781,AB,10,PINU,BAN,, 45.00, 19.88,1.327965,0.005172,0.009044
1782,AB,10,PINU,BAN,, 46.00, 19.91,1.390292,0.004741,0.008335
1783,AB,10,PINU,BAN,, 47.00, 19.94,1.454048,0.004355,0.007694
1784,AB,10,PINU,BAN,, 48.00, 19.97,1.519236,0.004007,0.007113
1785,AB,10,PINU,BAN,, 49.00, 19.99,1.585859,0.003693,0.006586
1786,AB,10,PINU,BAN,, 50.00, 20.02,1.653919,0.003409,0.006108
1787,AB,14,PINU,BAN,, 13.00, 18.33,0.000000,0.542009,0.605460
1788,AB,14,PINU,BAN,, 14.00, 18.42,0.066721,0.431875,0.498513
1789,AB,14,PINU,BAN,, 15.00, 18.50,0.089086,0.343816,0.409375
1790,AB,14,PINU,BAN,, 16.00, 18.58,0.112705,0.274976,0.337010
1791,AB,14,PINU,BAN,, 17.00, 18.66,0.137412,0.221477,0.278801
1792,AB,14,PINU,BAN,, 18.00, 18.73,0.163159,0.179820,0.232027
1793,AB,14,PINU,BAN,, 19.00, 18.79,0.189947,0.147205,0.194334
1794,AB,14,PINU,BAN,, 20.00, 18.86,0.217801,0.121482,0.163804
1795,AB,14,PINU,BAN,, 21.00, 18.92,0.246754,0.101032,0.138930
1796,AB,14,PINU,BAN,, 22.00, 18.97,0.276842,0.084645,0.118537
1797,AB,14,PINU,BAN,, 23.00, 19.03,0.308098,0.071407,0.101712
1798,AB,14,PINU,BAN,, 24.00, 19.08,0.340550,0.060631,0.087744
1799,AB,14,PINU,BAN,, 25.00, 19.13,0.374228,0.051795,0.076078
1800,AB,14,PINU,BAN,, 26.00, 19.18,0.409154,0.044500,0.066278
1801,AB,14,PINU,BAN,, 27.00, 19.23,0.445351,0.038436,0.058000
1802,AB,14,PINU,BAN,, 28.00, 19.27,0.482835,0.033365,0.050971
1803,AB,14,PINU,BAN,, 29.00, 19.32,0.521625,0.029099,0.044972
1804,AB,14,PINU,BAN,, 30.00, 19.36,0.561734,0.025491,0.039829
1805,AB,14,PINU,BAN,, 31.00, 19.40,0.603176,0.022423,0.035400
1806,AB,14,PINU,BAN,, 32.00, 19.44,0.645961,0.019801,0.031569
1807,AB,14,PINU,BAN,, 33.00, 19.48,0.690100,0.017551,0.028243
1808,AB,14,PINU,BAN,, 34.00, 19.52,0.735603,0.015610,0.025343
1809,AB,14,PINU,BAN,, 35.00, 19.56,0.782476,0.013930,0.022806
1810,AB,14,PINU,BAN,, 36.00, 19.59,0.830728,0.012469,0.020578
1811,AB,14,PINU,BAN,, 37.00, 19.63,0.880365,0.011194,0.018616
1812,AB,14,PINU,BAN,, 38.00, 19.66,0.931393,0.010078,0.016883
1813,AB,14,PINU,BAN,, 39.00, 19.70,0.983818,0.009098,0.015347
1814,AB,14,PINU,BAN,, 40.00, 19.73,1.037645,0.008234,0.013982
1815,AB,14,PINU,BAN,, 41.00, 19.76,1.092879,0.007469,0.012765
1816,AB,14,PINU,BAN,, 42.00, 19.79,1.149524,0.006792,0.011678
1817,AB,14,PINU,BAN,, 43.00, 19.82,1.207584,0.006189,0.010705
1818,AB,14,PINU,BAN,, 44.00, 19.85,1.267063,0.005652,0.009831
1819,AB,14,PINU,BAN,, 45.00, 19.88,1.327965,0.005172,0.009044
1820,AB,14,PINU,BAN,, 46.00, 19.91,1.390292,0.004741,0.008335
1821,AB,14,PINU,BAN,, 47.00, 19.94,1.454048,0.004355,0.007694
1822,AB,14,PINU,BAN,, 48.00, 19.97,1.519236,0.004007,0.007113
1823,AB,14,PINU,BAN,, 49.00, 19.99,1.585859,0.003693,0.006586
1824,AB,14,PINU,BAN,, 50.00, 20.02,1.653919,0.003409,0.006108
1825,AB,4,PINU,CON,LAT, 13.00, 22.25,0.000000,0.564022,0.623826
1826,AB,4,PINU,CON,LAT, 14.00, 22.66,0.078109,0.448393,0.512595
1827,AB,4,PINU,CON,LAT, 15.00, 23.04,0.106436,0.356451,0.420416
1828,AB,4,PINU,CON,LAT, 16.00, 23.41,0.136731,0.284912,0.345944
1829,AB,4,PINU,CON,LAT, 17.00, 23.76,0.168807,0.229497,0.286242
1830,AB,4,PINU,CON,LAT, 18.00, 24.10,0.202619,0.186436,0.238372
1831,AB,4,PINU,CON,LAT, 19.00, 24.42,0.238182,0.152758,0.199839
1832,AB,4,PINU,CON,LAT, 20.00, 24.73,0.275539,0.126207,0.168644
1833,AB,4,PINU,CON,LAT, 21.00, 25.03,0.314742,0.105098,0.143227
1834,AB,4,PINU,CON,LAT, 22.00, 25.32,0.355844,0.088175,0.122381
1835,AB,4,PINU,CON,LAT, 23.00, 25.60,0.398898,0.074494,0.105171
1836,AB,4,PINU,CON,LAT, 24.00, 25.87,0.443952,0.063349,0.090870
1837,AB,4,PINU,CON,LAT, 25.00, 26.13,0.491052,0.054200,0.078913
1838,AB,4,PINU,CON,LAT, 26.00, 26.38,0.540241,0.046638,0.068858
1839,AB,4,PINU,CON,LAT, 27.00, 26.63,0.591555,0.040346,0.060354
1840,AB,4,PINU,CON,LAT, 28.00, 26.87,0.645031,0.035077,0.053124
1841,AB,4,PINU,CON,LAT, 29.00, 27.10,0.700702,0.030639,0.046947
1842,AB,4,PINU,CON,LAT, 30.00, 27.33,0.758597,0.026880,0.041643
1843,AB,4,PINU,CON,LAT, 31.00, 27.55,0.818745,0.023680,0.037069
1844,AB,4,PINU,CON,LAT, 32.00, 27.76,0.881172,0.020941,0.033108
1845,AB,4,PINU,CON,LAT, 33.00, 27.98,0.945902,0.018588,0.029663
1846,AB,4,PINU,CON,LAT, 34.00, 28.18,1.012958,0.016556,0.026656
1847,AB,4,PINU,CON,LAT, 35.00, 28.38,1.082364,0.014794,0.024022
1848,AB,4,PINU,CON,LAT, 36.00, 28.58,1.154138,0.013261,0.021707
1849,AB,4,PINU,CON,LAT, 37.00, 28.77,1.228301,0.011921,0.019665
1850,AB,4,PINU,CON,LAT, 38.00, 28.96,1.304871,0.010746,0.017858
1851,AB,4,PINU,CON,LAT, 39.00, 29.15,1.383867,0.009713,0.016255
1852,AB,4,PINU,CON,LAT, 40.00, 29.33,1.465305,0.008801,0.014828
1853,AB,4,PINU,CON,LAT, 41.00, 29.51,1.549202,0.007994,0.013555
1854,AB,4,PINU,CON,LAT, 42.00, 29.69,1.635574,0.007278,0.012417
1855,AB,4,PINU,CON,LAT, 43.00, 29.86,1.724436,0.006640,0.011396
1856,AB,4,PINU,CON,LAT, 44.00, 30.03,1.815803,0.006071,0.010478
1857,AB,4,PINU,CON,LAT, 45.00, 30.19,1.909690,0.005561,0.009651
1858,AB,4,PINU,CON,LAT, 46.00, 30.36,2.006110,0.005104,0.008905
1859,AB,4,PINU,CON,LAT, 47.00, 30.52,2.105077,0.004693,0.008229
1860,AB,4,PINU,CON,LAT, 48.00, 30.68,2.206604,0.004323,0.007617
1861,AB,4,PINU,CON,LAT, 49.00, 30.83,2.310704,0.003988,0.007061
1862,AB,4,PINU,CON,LAT, 50.00, 30.99,2.417390,0.003686,0.006554
1863,AB,5,PINU,CON,LAT, 13.00, 22.25,0.000000,0.564022,0.623826
1864,AB,5,PINU,CON,LAT, 14.00, 22.66,0.078109,0.448393,0.512595
1865,AB,5,PINU,CON,LAT, 15.00, 23.04,0.106436,0.356451,0.420416
1866,AB,5,PINU,CON,LAT, 16.00, 23.41,0.136731,0.284912,0.345944
1867,AB,5,PINU,CON,LAT, 17.00, 23.76,0.168807,0.229497,0.286242
1868,AB,5,PINU,CON,LAT, 18.00, 24.10,0.202619,0.186436,0.238372
1869,AB,5,PINU,CON,LAT, 19.00, 24.42,0.238182,0.152758,0.199839
1870,AB,5,PINU,CON,LAT, 20.00, 24.73,0.275539,0.126207,0.168644
1871,AB,5,PINU,CON,LAT, 21.00, 25.03,0.314742,0.105098,0.143227
1872,AB,5,PINU,CON,LAT, 22.00, 25.32,0.355844,0.088175,0.122381
1873,AB,5,PINU,CON,LAT, 23.00, 25.60,0.398898,0.074494,0.105171
1874,AB,5,PINU,CON,LAT, 24.00, 25.87,0.443952,0.063349,0.090870
1875,AB,5,PINU,CON,LAT, 25.00, 26.13,0.491052,0.054200,0.078913
1876,AB,5,PINU,CON,LAT, 26.00, 26.38,0.540241,0.046638,0.068858
1877,AB,5,PINU,CON,LAT, 27.00, 26.63,0.591555,0.040346,0.060354
1878,AB,5,PINU,CON,LAT, 28.00, 26.87,0.645031,0.035077,0.053124
1879,AB,5,PINU,CON,LAT, 29.00, 27.10,0.700702,0.030639,0.046947
1880,AB,5,PINU,CON,LAT, 30.00, 27.33,0.758597,0.026880,0.041643
1881,AB,5,PINU,CON,LAT, 31.00, 27.55,0.818745,0.023680,0.037069
1882,AB,5,PINU,CON,LAT, 32.00, 27.76,0.881172,0.020941,0.033108
1883,AB,5,PINU,CON,LAT, 33.00, 27.98,0.945902,0.018588,0.029663
1884,AB,5,PINU,CON,LAT, 34.00, 28.18,1.012958,0.016556,0.026656
1885,AB,5,PINU,CON,LAT, 35.00, 28.38,1.082364,0.014794,0.024022
1886,AB,5,PINU,CON,LAT, 36.00, 28.58,1.154138,0.013261,0.021707
1887,AB,5,PINU,CON,LAT, 37.00, 28.77,1.228301,0.011921,0.019665
1888,AB,5,PINU,CON,LAT, 38.00, 28.96,1.304871,0.010746,0.017858
1889,AB,5,PINU,CON,LAT, 39.00, 29.15,1.383867,0.009713,0.016255
1890,AB,5,PINU,CON,LAT, 40.00, 29.33,1.465305,0.008801,0.014828
1891,AB,5,PINU,CON,LAT, 41.00, 29.51,1.549202,0.007994,0.013555
1892,AB,5,PINU,CON,LAT, 42.00, 29.69,1.635574,0.007278,0.012417
1893,AB,5,PINU,CON,LAT, 43.00, 29.86,1.724436,0.006640,0.011396
1894,AB,5,PINU,CON,LAT, 44.00, 30.03,1.815803,0.006071,0.010478
1895,AB,5,PINU,CON,LAT, 45.00, 30.19,1.909690,0.005561,0.009651
1896,AB,5,PINU,CON,LAT, 46.00, 30.36,2.006110,0.005104,0.008905
1897,AB,5,PINU,CON,LAT, 47.00, 30.52,2.105077,0.004693,0.008229
1898,AB,5,PINU,CON,LAT, 48.00, 30.68,2.206604,0.004323,0.007617
1899,AB,5,PINU,CON,LAT, 49.00, 30.83,2.310704,0.003988,0.007061
1900,AB,5,PINU,CON,LAT, 50.00, 30.99,2.417390,0.003686,0.006554
1901,AB,6,PINU,CON,LAT, 13.00, 22.25,0.000000,0.564022,0.623826
1902,AB,6,PINU,CON,LAT, 14.00, 22.66,0.078109,0.448393,0.512595
1903,AB,6,PINU,CON,LAT, 15.00, 23.04,0.106436,0.356451,0.420416
1904,AB,6,PINU,CON,LAT, 16.00, 23.41,0.136731,0.284912,0.345944
1905,AB,6,PINU,CON,LAT, 17.00, 23.76,0.168807,0.229497,0.286242
1906,AB,6,PINU,CON,LAT, 18.00, 24.10,0.202619,0.186436,0.238372
1907,AB,6,PINU,CON,LAT, 19.00, 24.42,0.238182,0.152758,0.199839
1908,AB,6,PINU,CON,LAT, 20.00, 24.73,0.275539,0.126207,0.168644
1909,AB,6,PINU,CON,LAT, 21.00, 25.03,0.314742,0.105098,0.143227
1910,AB,6,PINU,CON,LAT, 22.00, 25.32,0.355844,0.088175,0.122381
1911,AB,6,PINU,CON,LAT, 23.00, 25.60,0.398898,0.074494,0.105171
1912,AB,6,PINU,CON,LAT, 24.00, 25.87,0.443952,0.063349,0.090870
1913,AB,6,PINU,CON,LAT, 25.00, 26.13,0.491052,0.054200,0.078913
1914,AB,6,PINU,CON,LAT, 26.00, 26.38,0.540241,0.046638,0.068858
1915,AB,6,PINU,CON,LAT, 27.00, 26.63,0.591555,0.040346,0.060354
1916,AB,6,PINU,CON,LAT, 28.00, 26.87,0.645031,0.035077,0.053124
1917,AB,6,PINU,CON,LAT, 29.00, 27.10,0.700702,0.030639,0.046947
1918,AB,6,PINU,CON,LAT, 30.00, 27.33,0.758597,0.026880,0.041643
1919,AB,6,PINU,CON,LAT, 31.00, 27.55,0.818745,0.023680,0.037069
1920,AB,6,PINU,CON,LAT, 32.00, 27.76,0.881172,0.020941,0.033108
1921,AB,6,PINU,CON,LAT, 33.00, 27.98,0.945902,0.018588,0.029663
1922,AB,6,PINU,CON,LAT, 34.00, 28.18,1.012958,0.016556,0.026656
1923,AB,6,PINU,CON,LAT, 35.00, 28.38,1.082364,0.014794,0.024022
1924,AB,6,PINU,CON,LAT, 36.00, 28.58,1.154138,0.013261,0.021707
1925,AB,6,PINU,CON,LAT, 37.00, 28.77,1.228301,0.011921,0.019665
1926,AB,6,PINU,CON,LAT, 38.00, 28.96,1.304871,0.010746,0.017858
1927,AB,6,PINU,CON,LAT, 39.00, 29.15,1.383867,0.009713,0.016255
1928,AB,6,PINU,CON,LAT, 40.00, 29.33,1.465305,0.008801,0.014828
1929,AB,6,PINU,CON,LAT, 41.00, 29.51,1.549202,0.007994,0.013555
1930,AB,6,PINU,CON,LAT, 42.00, 29.69,1.635574,0.007278,0.012417
1931,AB,6,PINU,CON,LAT, 43.00, 29.86,1.724436,0.006640,0.011396
1932,AB,6,PINU,CON,LAT, 44.00, 30.03,1.815803,0.006071,0.010478
1933,AB,6,PINU,CON,LAT, 45.00, 30.19,1.909690,0.005561,0.009651
1934,AB,6,PINU,CON,LAT, 46.00, 30.36,2.006110,0.005104,0.008905
1935,AB,6,PINU,CON,LAT, 47.00, 30.52,2.105077,0.004693,0.008229
1936,AB,6,PINU,CON,LAT, 48.00, 30.68,2.206604,0.004323,0.007617
1937,AB,6,PINU,CON,LAT, 49.00, 30.83,2.310704,0.003988,0.007061
1938,AB,6,PINU,CON,LAT, 50.00, 30.99,2.417390,0.003686,0.006554
1939,AB,9,PINU,CON,LAT, 13.00, 22.25,0.000000,0.564022,0.623826
1940,AB,9,PINU,CON,LAT, 14.00, 22.66,0.078109,0.448393,0.512595
1941,AB,9,PINU,CON,LAT, 15.00, 23.04,0.106436,0.356451,0.420416
1942,AB,9,PINU,CON,LAT, 16.00, 23.41,0.136731,0.284912,0.345944
1943,AB,9,PINU,CON,LAT, 17.00, 23.76,0.168807,0.229497,0.286242
1944,AB,9,PINU,CON,LAT, 18.00, 24.10,0.202619,0.186436,0.238372
1945,AB,9,PINU,CON,LAT, 19.00, 24.42,0.238182,0.152758,0.199839
1946,AB,9,PINU,CON,LAT, 20.00, 24.73,0.275539,0.126207,0.168644
1947,AB,9,PINU,CON,LAT, 21.00, 25.03,0.314742,0.105098,0.143227
1948,AB,9,PINU,CON,LAT, 22.00, 25.32,0.355844,0.088175,0.122381
1949,AB,9,PINU,CON,LAT, 23.00, 25.60,0.398898,0.074494,0.105171
1950,AB,9,PINU,CON,LAT, 24.00, 25.87,0.443952,0.063349,0.090870
1951,AB,9,PINU,CON,LAT, 25.00, 26.13,0.491052,0.054200,0.078913
1952,AB,9,PINU,CON,LAT, 26.00, 26.38,0.540241,0.046638,0.068858
1953,AB,9,PINU,CON,LAT, 27.00, 26.63,0.591555,0.040346,0.060354
1954,AB,9,PINU,CON,LAT, 28.00, 26.87,0.645031,0.035077,0.053124
1955,AB,9,PINU,CON,LAT, 29.00, 27.10,0.700702,0.030639,0.046947
1956,AB,9,PINU,CON,LAT, 30.00, 27.33,0.758597,0.026880,0.041643
1957,AB,9,PINU,CON,LAT, 31.00, 27.55,0.818745,0.023680,0.037069
1958,AB,9,PINU,CON,LAT, 32.00, 27.76,0.881172,0.020941,0.033108
1959,AB,9,PINU,CON,LAT, 33.00, 27.98,0.945902,0.018588,0.029663
1960,AB,9,PINU,CON,LAT, 34.00, 28.18,1.012958,0.016556,0.026656
1961,AB,9,PINU,CON,LAT, 35.00, 28.38,1.082364,0.014794,0.024022
1962,AB,9,PINU,CON,LAT, 36.00, 28.58,1.154138,0.013261,0.021707
1963,AB,9,PINU,CON,LAT, 37.00, 28.77,1.228301,0.011921,0.019665
1964,AB,9,PINU,CON,LAT, 38.00, 28.96,1.304871,0.010746,0.017858
1965,AB,9,PINU,CON,LAT, 39.00, 29.15,1.383867,0.009713,0.016255
1966,AB,9,PINU,CON,LAT, 40.00, 29.33,1.465305,0.008801,0.014828
1967,AB,9,PINU,CON,LAT, 41.00, 29.51,1.549202,0.007994,0.013555
1968,AB,9,PINU,CON,LAT, 42.00, 29.69,1.635574,0.007278,0.012417
1969,AB,9,PINU,CON,LAT, 43.00, 29.86,1.724436,0.006640,0.011396
1970,AB,9,PINU,CON,LAT, 44.00, 30.03,1.815803,0.006071,0.010478
1971,AB,9,PINU,CON,LAT, 45.00, 30.19,1.909690,0.005561,0.009651
1972,AB,9,PINU,CON,LAT, 46.00, 30.36,2.006110,0.005104,0.008905
1973,AB,9,PINU,CON,LAT, 47.00, 30.52,2.105077,0.004693,0.008229
1974,AB,9,PINU,CON,LAT, 48.00, 30.68,2.206604,0.004323,0.007617
1975,AB,9,PINU,CON,LAT, 49.00, 30.83,2.310704,0.003988,0.007061
1976,AB,9,PINU,CON,LAT, 50.00, 30.99,2.417390,0.003686,0.006554
1977,AB,10,PINU,CON,LAT, 13.00, 22.25,0.000000,0.564022,0.623826
1978,AB,10,PINU,CON,LAT, 14.00, 22.66,0.078109,0.448393,0.512595
1979,AB,10,PINU,CON,LAT, 15.00, 23.04,0.106436,0.356451,0.420416
1980,AB,10,PINU,CON,LAT, 16.00, 23.41,0.136731,0.284912,0.345944
1981,AB,10,PINU,CON,LAT, 17.00, 23.76,0.168807,0.229497,0.286242
1982,AB,10,PINU,CON,LAT, 18.00, 24.10,0.202619,0.186436,0.238372
1983,AB,10,PINU,CON,LAT, 19.00, 24.42,0.238182,0.152758,0.199839
1984,AB,10,PINU,CON,LAT, 20.00, 24.73,0.275539,0.126207,0.168644
1985,AB,10,PINU,CON,LAT, 21.00, 25.03,0.314742,0.105098,0.143227
1986,AB,10,PINU,CON,LAT, 22.00, 25.32,0.355844,0.088175,0.122381
1987,AB,10,PINU,CON,LAT, 23.00, 25.60,0.398898,0.074494,0.105171
1988,AB,10,PINU,CON,LAT, 24.00, 25.87,0.443952,0.063349,0.090870
1989,AB,10,PINU,CON,LAT, 25.00, 26.13,0.491052,0.054200,0.078913
1990,AB,10,PINU,CON,LAT, 26.00, 26.38,0.540241,0.046638,0.068858
1991,AB,10,PINU,CON,LAT, 27.00, 26.63,0.591555,0.040346,0.060354
1992,AB,10,PINU,CON,LAT, 28.00, 26.87,0.645031,0.035077,0.053124
1993,AB,10,PINU,CON,LAT, 29.00, 27.10,0.700702,0.030639,0.046947
1994,AB,10,PINU,CON,LAT, 30.00, 27.33,0.758597,0.026880,0.041643
1995,AB,10,PINU,CON,LAT, 31.00, 27.55,0.818745,0.023680,0.037069
1996,AB,10,PINU,CON,LAT, 32.00, 27.76,0.881172,0.020941,0.033108
1997,AB,10,PINU,CON,LAT, 33.00, 27.98,0.945902,0.018588,0.029663
1998,AB,10,PINU,CON,LAT, 34.00, 28.18,1.012958,0.016556,0.026656
1999,AB,10,PINU,CON,LAT, 35.00, 28.38,1.082364,0.014794,0.024022
2000,AB,10,PINU,CON,LAT, 36.00, 28.58,1.154138,0.013261,0.021707
