Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height,merchVol,topVolRatio,topBarkRatio
2001,AB,10,PINU,CON,LAT, 37.00, 28.77,1.228301,0.011921,0.019665
2002,AB,10,PINU,CON,LAT, 38.00, 28.96,1.304871,0.010746,0.017858
2003,AB,10,PINU,CON,LAT, 39.00, 29.15,1.383867,0.009713,0.016255
2004,AB,10,PINU,CON,LAT, 40.00, 29.33,1.465305,0.008801,0.014828
2005,AB,10,PINU,CON,LAT, 41.00, 29.51,1.549202,0.007994,0.013555
2006,AB,10,PINU,CON,LAT, 42.00, 29.69,1.635574,0.007278,0.012417
2007,AB,10,PINU,CON,LAT, 43.00, 29.86,1.724436,0.006640,0.011396
2008,AB,10,PINU,CON,LAT, 44.00, 30.03,1.815803,0.006071,0.010478
2009,AB,10,PINU,CON,LAT, 45.00, 30.19,1.909690,0.005561,0.009651
2010,AB,10,PINU,CON,LAT, 46.00, 30.36,2.006110,0.005104,0.008905
2011,AB,10,PINU,CON,LAT, 47.00, 30.52,2.105077,0.004693,0.008229
2012,AB,10,PINU,CON,LAT, 48.00, 30.68,2.206604,0.004323,0.007617
2013,AB,10,PINU,CON,LAT, 49.00, 30.83,2.310704,0.003988,0.007061
2014,AB,10,PINU,CON,LAT, 50.00, 30.99,2.417390,0.003686,0.006554
2015,AB,14,PINU,CON,LAT, 13.00, 22.25,0.000000,0.564022,0.623826
2016,AB,14,PINU,CON,LAT, 14.00, 22.66,0.078109,0.448393,0.512595
2017,AB,14,PINU,CON,LAT, 15.00, 23.04,0.106436,0.356451,0.420416
2018,AB,14,PINU,CON,LAT, 16.00, 23.41,0.136731,0.284912,0.345944
2019,AB,14,PINU,CON,LAT, 17.00, 23.76,0.168807,0.229497,0.286242
2020,AB,14,PINU,CON,LAT, 18.00, 24.10,0.202619,0.186436,0.238372
2021,AB,14,PINU,CON,LAT, 19.00, 24.42,0.238182,0.152758,0.199839
2022,AB,14,PINU,CON,LAT, 20.00, 24.73,0.275539,0.126207,0.168644
2023,AB,14,PINU,CON,LAT, 21.00, 25.03,0.314742,0.105098,0.143227
2024,AB,14,PINU,CON,LAT, 22.00, 25.32,0.355844,0.088175,0.122381
2025,AB,14,PINU,CON,LAT, 23.00, 25.60,0.398898,0.074494,0.105171
2026,AB,14,PINU,CON,LAT, 24.00, 25.87,0.443952,0.063349,0.090870
2027,AB,14,PINU,CON,LAT, 25.00, 26.13,0.491052,0.054200,0.078913
2028,AB,14,PINU,CON,LAT, 26.00, 26.38,0.540241,0.046638,0.068858
2029,AB,14,PINU,CON,LAT, 27.00, 26.63,0.591555,0.040346,0.060354
2030,AB,14,PINU,CON,LAT, 28.00, 26.87,0.645031,0.035077,0.053124
2031,AB,14,PINU,CON,LAT, 29.00, 27.10,0.700702,0.030639,0.046947
2032,AB,14,PINU,CON,LAT, 30.00, 27.33,0.758597,0.026880,0.041643
2033,AB,14,PINU,CON,LAT, 31.00, 27.55,0.818745,0.023680,0.037069
2034,AB,14,PINU,CON,LAT, 32.00, 27.76,0.881172,0.020941,0.033108
2035,AB,14,PINU,CON,LAT, 33.00, 27.98,0.945902,0.018588,0.029663
2036,AB,14,PINU,CON,LAT, 34.00, 28.18,1.012958,0.016556,0.026656
2037,AB,14,PINU,CON,LAT, 35.00, 28.38,1.082364,0.014794,0.024022
2038,AB,14,PINU,CON,LAT, 36.00, 28.58,1.154138,0.013261,0.021707
2039,AB,14,PINU,CON,LAT, 37.00, 28.77,1.228301,0.011921,0.019665
2040,AB,14,PINU,CON,LAT, 38.00, 28.96,1.304871,0.010746,0.017858
2041,AB,14,PINU,CON,LAT, 39.00, 29.15,1.383867,0.009713,0.016255
2042,AB,14,PINU,CON,LAT, 40.00, 29.33,1.465305,0.008801,0.014828
2043,AB,14,PINU,CON,LAT, 41.00, 29.51,1.549202,0.007994,0.013555
2044,AB,14,PINU,CON,LAT, 42.00, 29.69,1.635574,0.007278,0.012417
2045,AB,14,PINU,CON,LAT, 43.00, 29.86,1.724436,0.006640,0.011396
2046,AB,14,PINU,CON,LAT, 44.00, 30.03,1.815803,0.006071,0.010478
2047,AB,14,PINU,CON,LAT, 45.00, 30.19,1.909690,0.005561,0.009651
2048,AB,14,PINU,CON,LAT, 46.00, 30.36,2.006110,0.005104,0.008905
2049,AB,14,PINU,CON,LAT, 47.00, 30.52,2.105077,0.004693,0.008229
2050,AB,14,PINU,CON,LAT, 48.00, 30.68,2.206604,0.004323,0.007617
2051,AB,14,PINU,CON,LAT, 49.00, 30.83,2.310704,0.003988,0.007061
2052,AB,14,PINU,CON,LAT, 50.00, 30.99,2.417390,0.003686,0.006554
2053,AB,4,POPU,TRE,, 13.00, 21.62,0.060253,0.433595,0.472512
2054,AB,4,POPU,TRE,, 14.00, 22.36,0.083327,0.344242,0.381892
2055,AB,4,POPU,TRE,, 15.00, 23.08,0.108747,0.274609,0.309667
2056,AB,4,POPU,TRE,, 16.00, 23.77,0.136356,0.220694,0.252606
2057,AB,4,POPU,TRE,, 17.00, 24.43,0.166110,0.178867,0.207528
2058,AB,4,POPU,TRE,, 18.00, 25.07,0.198017,0.146226,0.171771
2059,AB,4,POPU,TRE,, 19.00, 25.70,0.232119,0.120557,0.143230
2060,AB,4,POPU,TRE,, 20.00, 26.31,0.268466,0.100201,0.120288
2061,AB,4,POPU,TRE,, 21.00, 26.90,0.307114,0.083921,0.101711
2062,AB,4,POPU,TRE,, 22.00, 27.47,0.348122,0.070793,0.086558
2063,AB,4,POPU,TRE,, 23.00, 28.04,0.391548,0.060120,0.074109
2064,AB,4,POPU,TRE,, 24.00, 28.58,0.437448,0.051378,0.063813
2065,AB,4,POPU,TRE,, 25.00, 29.12,0.485875,0.044165,0.055241
2066,AB,4,POPU,TRE,, 26.00, 29.65,0.536882,0.038173,0.048060
2067,AB,4,POPU,TRE,, 27.00, 30.16,0.590519,0.033164,0.042009
2068,AB,4,POPU,TRE,, 28.00, 30.66,0.646832,0.028950,0.036882
2069,AB,4,POPU,TRE,, 29.00, 31.16,0.705870,0.025386,0.032516
2070,AB,4,POPU,TRE,, 30.00, 31.64,0.767674,0.022355,0.028778
2071,AB,4,POPU,TRE,, 31.00, 32.12,0.832289,0.019764,0.025564
2072,AB,4,POPU,TRE,, 32.00, 32.59,0.899756,0.017539,0.022788
2073,AB,4,POPU,TRE,, 33.00, 33.05,0.970115,0.015619,0.020380
2074,AB,4,POPU,TRE,, 34.00, 33.50,1.043403,0.013956,0.018283
2075,AB,4,POPU,TRE,, 35.00, 33.94,1.119660,0.012509,0.016450
2076,AB,4,POPU,TRE,, 36.00, 34.38,1.198921,0.011246,0.014842
2077,AB,4,POPU,TRE,, 37.00, 34.81,1.281223,0.010138,0.013427
2078,AB,4,POPU,TRE,, 38.00, 35.24,1.366599,0.009165,0.012177
2079,AB,4,POPU,TRE,, 39.00, 35.66,1.455084,0.008306,0.011071
2080,AB,4,POPU,TRE,, 40.00, 36.07,1.546711,0.007546,0.010087
2081,AB,4,POPU,TRE,, 41.00, 36.48,1.641513,0.006871,0.009212
2082,AB,4,POPU,TRE,, 42.00, 36.88,1.739521,0.006271,0.008429
2083,AB,4,POPU,TRE,, 43.00, 37.28,1.840766,0.005735,0.007729
2084,AB,4,POPU,TRE,, 44.00, 37.67,1.945279,0.005255,0.007100
2085,AB,4,POPU,TRE,, 45.00, 38.06,2.053091,0.004825,0.006534
2086,AB,4,POPU,TRE,, 46.00, 38.44,2.164229,0.004438,0.006024
2087,AB,4,POPU,TRE,, 47.00, 38.82,2.278725,0.004089,0.005563
2088,AB,4,POPU,TRE,, 48.00, 39.19,2.396605,0.003774,0.005146
2089,AB,4,POPU,TRE,, 49.00, 39.56,2.517899,0.003489,0.004767
2090,AB,4,POPU,TRE,, 50.00, 39.93,2.642633,0.003231,0.004422
2091,AB,5,POPU,TRE,, 13.00, 21.62,0.060253,0.433595,0.472512
2092,AB,5,POPU,TRE,, 14.00, 22.36,0.083327,0.344242,0.381892
2093,AB,5,POPU,TRE,, 15.00, 23.08,0.108747,0.274609,0.309667
2094,AB,5,POPU,TRE,, 16.00, 23.77,0.136356,0.220694,0.252606
2095,AB,5,POPU,TRE,, 17.00, 24.43,0.166110,0.178867,0.207528
2096,AB,5,POPU,TRE,, 18.00, 25.07,0.198017,0.146226,0.171771
2097,AB,5,POPU,TRE,, 19.00, 25.70,0.232119,0.120557,0.143230
2098,AB,5,POPU,TRE,, 20.00, 26.31,0.268466,0.100201,0.120288
2099,AB,5,POPU,TRE,, 21.00, 26.90,0.307114,0.083921,0.101711
2100,AB,5,POPU,TRE,, 22.00, 27.47,0.348122,0.070793,0.086558
2101,AB,5,POPU,TRE,, 23.00, 28.04,0.391548,0.060120,0.074109
2102,AB,5,POPU,TRE,, 24.00, 28.58,0.437448,0.051378,0.063813
2103,AB,5,POPU,TRE,, 25.00, 29.12,0.485875,0.044165,0.055241
2104,AB,5,POPU,TRE,, 26.00, 29.65,0.536882,0.038173,0.048060
2105,AB,5,POPU,TRE,, 27.00, 30.16,0.590519,0.033164,0.042009
2106,AB,5,POPU,TRE,, 28.00, 30.66,0.646832,0.028950,0.036882
2107,AB,5,POPU,TRE,, 29.00, 31.16,0.705870,0.025386,0.032516
2108,AB,5,POPU,TRE,, 30.00, 31.64,0.767674,0.022355,0.028778
2109,AB,5,POPU,TRE,, 31.00, 32.12,0.832289,0.019764,0.025564
2110,AB,5,POPU,TRE,, 32.00, 32.59,0.899756,0.017539,0.022788
2111,AB,5,POPU,TRE,, 33.00, 33.05,0.970115,0.015619,0.020380
2112,AB,5,POPU,TRE,, 34.00, 33.50,1.043403,0.013956,0.018283
2113,AB,5,POPU,TRE,, 35.00, 33.94,1.119660,0.012509,0.016450
2114,AB,5,POPU,TRE,, 36.00, 34.38,1.198921,0.011246,0.014842
2115,AB,5,POPU,TRE,, 37.00, 34.81,1.281223,0.010138,0.013427
2116,AB,5,POPU,TRE,, 38.00, 35.24,1.366599,0.009165,0.012177
2117,AB,5,POPU,TRE,, 39.00, 35.66,1.455084,0.008306,0.011071
2118,AB,5,POPU,TRE,, 40.00, 36.07,1.546711,0.007546,0.010087
2119,AB,5,POPU,TRE,, 41.00, 36.48,1.641513,0.006871,0.009212
2120,AB,5,POPU,TRE,, 42.00, 36.88,1.739521,0.006271,0.008429
2121,AB,5,POPU,TRE,, 43.00, 37.28,1.840766,0.005735,0.007729
2122,AB,5,POPU,TRE,, 44.00, 37.67,1.945279,0.005255,0.007100
2123,AB,5,POPU,TRE,, 45.00, 38.06,2.053091,0.004825,0.006534
2124,AB,5,POPU,TRE,, 46.00, 38.44,2.164229,0.004438,0.006024
2125,AB,5,POPU,TRE,, 47.00, 38.82,2.278725,0.004089,0.005563
2126,AB,5,POPU,TRE,, 48.00, 39.19,2.396605,0.003774,0.005146
2127,AB,5,POPU,TRE,, 49.00, 39.56,2.517899,0.003489,0.004767
2128,AB,5,POPU,TRE,, 50.00, 39.93,2.642633,0.003231,0.004422
2129,AB,6,POPU,TRE,, 13.00, 21.62,0.060253,0.433595,0.472512
2130,AB,6,POPU,TRE,, 14.00, 22.36,0.083327,0.344242,0.381892
2131,AB,6,POPU,TRE,, 15.00, 23.08,0.108747,0.274609,0.309667
2132,AB,6,POPU,TRE,, 16.00, 23.77,0.136356,0.220694,0.252606
2133,AB,6,POPU,TRE,, 17.00, 24.43,0.166110,0.178867,0.207528
2134,AB,6,POPU,TRE,, 18.00, 25.07,0.198017,0.146226,0.171771
2135,AB,6,POPU,TRE,, 19.00, 25.70,0.232119,0.120557,0.143230
2136,AB,6,POPU,TRE,, 20.00, 26.31,0.268466,0.100201,0.120288
2137,AB,6,POPU,TRE,, 21.00, 26.90,0.307114,0.083921,0.101711
2138,AB,6,POPU,TRE,, 22.00, 27.47,0.348122,0.070793,0.086558
2139,AB,6,POPU,TRE,, 23.00, 28.04,0.391548,0.060120,0.074109
2140,AB,6,POPU,TRE,, 24.00, 28.58,0.437448,0.051378,0.063813
2141,AB,6,POPU,TRE,, 25.00, 29.12,0.485875,0.044165,0.055241
2142,AB,6,POPU,TRE,, 26.00, 29.65,0.536882,0.038173,0.048060
2143,AB,6,POPU,TRE,, 27.00, 30.16,0.590519,0.033164,0.042009
2144,AB,6,POPU,TRE,, 28.00, 30.66,0.646832,0.028950,0.036882
2145,AB,6,POPU,TRE,, 29.00, 31.16,0.705870,0.025386,0.032516
2146,AB,6,POPU,TRE,, 30.00, 31.64,0.767674,0.022355,0.028778
2147,AB,6,POPU,TRE,, 31.00, 32.12,0.832289,0.019764,0.025564
2148,AB,6,POPU,TRE,, 32.00, 32.59,0.899756,0.017539,0.022788
2149,AB,6,POPU,TRE,, 33.00, 33.05,0.970115,0.015619,0.020380
2150,AB,6,POPU,TRE,, 34.00, 33.50,1.043403,0.013956,0.018283
2151,AB,6,POPU,TRE,, 35.00, 33.94,1.119660,0.012509,0.016450
2152,AB,6,POPU,TRE,, 36.00, 34.38,1.198921,0.011246,0.014842
2153,AB,6,POPU,TRE,, 37.00, 34.81,1.281223,0.010138,0.013427
2154,AB,6,POPU,TRE,, 38.00, 35.24,1.366599,0.009165,0.012177
2155,AB,6,POPU,TRE,, 39.00, 35.66,1.455084,0.008306,0.011071
2156,AB,6,POPU,TRE,, 40.00, 36.07,1.546711,0.007546,0.010087
2157,AB,6,POPU,TRE,, 41.00, 36.48,1.641513,0.006871,0.009212
2158,AB,6,POPU,TRE,, 42.00, 36.88,1.739521,0.006271,0.008429
2159,AB,6,POPU,TRE,, 43.00, 37.28,1.840766,0.005735,0.007729
2160,AB,6,POPU,TRE,, 44.00, 37.67,1.945279,0.005255,0.007100
2161,AB,6,POPU,TRE,, 45.00, 38.06,2.053091,0.004825,0.006534
2162,AB,6,POPU,TRE,, 46.00, 38.44,2.164229,0.004438,0.006024
2163,AB,6,POPU,TRE,, 47.00, 38.82,2.278725,0.004089,0.005563
2164,AB,6,POPU,TRE,, 48.00, 39.19,2.396605,0.003774,0.005146
2165,AB,6,POPU,TRE,, 49.00, 39.56,2.517899,0.003489,0.004767
2166,AB,6,POPU,TRE,, 50.00, 39.93,2.642633,0.003231,0.004422
2167,AB,9,POPU,TRE,, 13.00, 21.62,0.060253,0.433595,0.472512
2168,AB,9,POPU,TRE,, 14.00, 22.36,0.083327,0.344242,0.381892
2169,AB,9,POPU,TRE,, 15.00, 23.08,0.108747,0.274609,0.309667
2170,AB,9,POPU,TRE,, 16.00, 23.77,0.136356,0.220694,0.252606
2171,AB,9,POPU,TRE,, 17.00, 24.43,0.166110,0.178867,0.207528
2172,AB,9,POPU,TRE,, 18.00, 25.07,0.198017,0.146226,0.171771
2173,AB,9,POPU,TRE,, 19.00, 25.70,0.232119,0.120557,0.143230
2174,AB,9,POPU,TRE,, 20.00, 26.31,0.268466,0.100201,0.120288
2175,AB,9,POPU,TRE,, 21.00, 26.90,0.307114,0.083921,0.101711
2176,AB,9,POPU,TRE,, 22.00, 27.47,0.348122,0.070793,0.086558
2177,AB,9,POPU,TRE,, 23.00, 28.04,0.391548,0.060120,0.074109
2178,AB,9,POPU,TRE,, 24.00, 28.58,0.437448,0.051378,0.063813
2179,AB,9,POPU,TRE,, 25.00, 29.12,0.485875,0.044165,0.055241
2180,AB,9,POPU,TRE,, 26.00, 29.65,0.536882,0.038173,0.048060
2181,AB,9,POPU,TRE,, 27.00, 30.16,0.590519,0.033164,0.042009
2182,AB,9,POPU,TRE,, 28.00, 30.66,0.646832,0.028950,0.036882
2183,AB,9,POPU,TRE,, 29.00, 31.16,0.705870,0.025386,0.032516
2184,AB,9,POPU,TRE,, 30.00, 31.64,0.767674,0.022355,0.028778
2185,AB,9,POPU,TRE,, 31.00, 32.12,0.832289,0.019764,0.025564
2186,AB,9,POPU,TRE,, 32.00, 32.59,0.899756,0.017539,0.022788
2187,AB,9,POPU,TRE,, 33.00, 33.05,0.970115,0.015619,0.020380
2188,AB,9,POPU,TRE,, 34.00, 33.50,1.043403,0.013956,0.018283
2189,AB,9,POPU,TRE,, 35.00, 33.94,1.119660,0.012509,0.016450
2190,AB,9,POPU,TRE,, 36.00, 34.38,1.198921,0.011246,0.014842
2191,AB,9,POPU,TRE,, 37.00, 34.81,1.281223,0.010138,0.013427
2192,AB,9,POPU,TRE,, 38.00, 35.24,1.366599,0.009165,0.012177
2193,AB,9,POPU,TRE,, 39.00, 35.66,1.455084,0.008306,0.011071
2194,AB,9,POPU,TRE,, 40.00, 36.07,1.546711,0.007546,0.010087
2195,AB,9,POPU,TRE,, 41.00, 36.48,1.641513,0.006871,0.009212
2196,AB,9,POPU,TRE,, 42.00, 36.88,1.739521,0.006271,0.008429
2197,AB,9,POPU,TRE,, 43.00, 37.28,1.840766,0.005735,0.007729
2198,AB,9,POPU,TRE,, 44.00, 37.67,1.945279,0.005255,0.007100
2199,AB,9,POPU,TRE,, 45.00, 38.06,2.053091,0.004825,0.006534
2200,AB,9,POPU,TRE,, 46.00, 38.44,2.164229,0.004438,0.006024
2201,AB,9,POPU,TRE,, 47.00, 38.82,2.278725,0.004089,0.005563
2202,AB,9,POPU,TRE,, 48.00, 39.19,2.396605,0.003774,0.005146
2203,AB,9,POPU,TRE,, 49.00, 39.56,2.517899,0.003489,0.004767
2204,AB,9,POPU,TRE,, 50.00, 39.93,2.642633,0.003231,0.004422
2205,AB,10,POPU,TRE,, 13.00, 21.62,0.060253,0.433595,0.472512
2206,AB,10,POPU,TRE,, 14.00, 22.36,0.083327,0.344242,0.381892
2207,AB,10,POPU,TRE,, 15.00, 23.08,0.108747,0.274609,0.309667
2208,AB,10,POPU,TRE,, 16.00, 23.77,0.136356,0.220694,0.252606
2209,AB,10,POPU,TRE,, 17.00, 24.43,0.166110,0.178867,0.207528
2210,AB,10,POPU,TRE,, 18.00, 25.07,0.198017,0.146226,0.171771
2211,AB,10,POPU,TRE,, 19.00, 25.70,0.232119,0.120557,0.143230
2212,AB,10,POPU,TRE,, 20.00, 26.31,0.268466,0.100201,0.120288
2213,AB,10,POPU,TRE,, 21.00, 26.90,0.307114,0.083921,0.101711
2214,AB,10,POPU,TRE,, 22.00, 27.47,0.348122,0.070793,0.086558
2215,AB,10,POPU,TRE,, 23.00, 28.04,0.391548,0.060120,0.074109
2216,AB,10,POPU,TRE,, 24.00, 28.58,0.437448,0.051378,0.063813
2217,AB,10,POPU,TRE,, 25.00, 29.12,0.485875,0.044165,0.055241
2218,AB,10,POPU,TRE,, 26.00, 29.65,0.536882,0.038173,0.048060
2219,AB,10,POPU,TRE,, 27.00, 30.16,0.590519,0.033164,0.042009
2220,AB,10,POPU,TRE,, 28.00, 30.66,0.646832,0.028950,0.036882
2221,AB,10,POPU,TRE,, 29.00, 31.16,0.705870,0.025386,0.032516
2222,AB,10,POPU,TRE,, 30.00, 31.64,0.767674,0.022355,0.028778
2223,AB,10,POPU,TRE,, 31.00, 32.12,0.832289,0.019764,0.025564
2224,AB,10,POPU,TRE,, 32.00, 32.59,0.899756,0.017539,0.022788
2225,AB,10,POPU,TRE,, 33.00, 33.05,0.970115,0.015619,0.020380
2226,AB,10,POPU,TRE,, 34.00, 33.50,1.043403,0.013956,0.018283
2227,AB,10,POPU,TRE,, 35.00, 33.94,1.119660,0.012509,0.016450
2228,AB,10,POPU,TRE,, 36.00, 34.38,1.198921,0.011246,0.014842
2229,AB,10,POPU,TRE,, 37.00, 34.81,1.281223,0.010138,0.013427
2230,AB,10,POPU,TRE,, 38.00, 35.24,1.366599,0.009165,0.012177
2231,AB,10,POPU,TRE,, 39.00, 35.66,1.455084,0.008306,0.011071
2232,AB,10,POPU,TRE,, 40.00, 36.07,1.546711,0.007546,0.010087
2233,AB,10,POPU,TRE,, 41.00, 36.48,1.641513,0.006871,0.009212
2234,AB,10,POPU,TRE,, 42.00, 36.88,1.739521,0.006271,0.008429
2235,AB,10,POPU,TRE,, 43.00, 37.28,1.840766,0.005735,0.007729
2236,AB,10,POPU,TRE,, 44.00, 37.67,1.945279,0.005255,0.007100
2237,AB,10,POPU,TRE,, 45.00, 38.06,2.053091,0.004825,0.006534
2238,AB,10,POPU,TRE,, 46.00, 38.44,2.164229,0.004438,0.006024
2239,AB,10,POPU,TRE,, 47.00, 38.82,2.278725,0.004089,0.005563
2240,AB,10,POPU,TRE,, 48.00, 39.19,2.396605,0.003774,0.005146
2241,AB,10,POPU,TRE,, 49.00, 39.56,2.517899,0.003489,0.004767
2242,AB,10,POPU,TRE,, 50.00, 39.93,2.642633,0.003231,0.004422
2243,AB,14,POPU,TRE,, 13.00, 21.62,0.060253,0.433595,0.472512
2244,AB,14,POPU,TRE,, 14.00, 22.36,0.083327,0.344242,0.381892
2245,AB,14,POPU,TRE,, 15.00, 23.08,0.108747,0.274609,0.309667
2246,AB,14,POPU,TRE,, 16.00, 23.77,0.136356,0.220694,0.252606
2247,AB,14,POPU,TRE,, 17.00, 24.43,0.166110,0.178867,0.207528
2248,AB,14,POPU,TRE,, 18.00, 25.07,0.198017,0.146226,0.171771
2249,AB,14,POPU,TRE,, 19.00, 25.70,0.232119,0.120557,0.143230
2250,AB,14,POPU,TRE,, 20.00, 26.31,0.268466,0.100201,0.120288
2251,AB,14,POPU,TRE,, 21.00, 26.90,0.307114,0.083921,0.101711
2252,AB,14,POPU,TRE,, 22.00, 27.47,0.348122,0.070793,0.086558
2253,AB,14,POPU,TRE,, 23.00, 28.04,0.391548,0.060120,0.074109
2254,AB,14,POPU,TRE,, 24.00, 28.58,0.437448,0.051378,0.063813
2255,AB,14,POPU,TRE,, 25.00, 29.12,0.485875,0.044165,0.055241
2256,AB,14,POPU,TRE,, 26.00, 29.65,0.536882,0.038173,0.048060
2257,AB,14,POPU,TRE,, 27.00, 30.16,0.590519,0.033164,0.042009
2258,AB,14,POPU,TRE,, 28.00, 30.66,0.646832,0.028950,0.036882
2259,AB,14,POPU,TRE,, 29.00, 31.16,0.705870,0.025386,0.032516
2260,AB,14,POPU,TRE,, 30.00, 31.64,0.767674,0.022355,0.028778
2261,AB,14,POPU,TRE,, 31.00, 32.12,0.832289,0.019764,0.025564
2262,AB,14,POPU,TRE,, 32.00, 32.59,0.899756,0.017539,0.022788
2263,AB,14,POPU,TRE,, 33.00, 33.05,0.970115,0.015619,0.020380
2264,AB,14,POPU,TRE,, 34.00, 33.50,1.043403,0.013956,0.018283
2265,AB,14,POPU,TRE,, 35.00, 33.94,1.119660,0.012509,0.016450
2266,AB,14,POPU,TRE,, 36.00, 34.38,1.198921,0.011246,0.014842
2267,AB,14,POPU,TRE,, 37.00, 34.81,1.281223,0.010138,0.013427
2268,AB,14,POPU,TRE,, 38.00, 35.24,1.366599,0.009165,0.012177
2269,AB,14,POPU,TRE,, 39.00, 35.66,1.455084,0.008306,0.011071
2270,AB,14,POPU,TRE,, 40.00, 36.07,1.546711,0.007546,0.010087
2271,AB,14,POPU,TRE,, 41.00, 36.48,1.641513,0.006871,0.009212
2272,AB,14,POPU,TRE,, 42.00, 36.88,1.739521,0.006271,0.008429
2273,AB,14,POPU,TRE,, 43.00, 37.28,1.840766,0.005735,0.007729
2274,AB,14,POPU,TRE,, 44.00, 37.67,1.945279,0.005255,0.007100
2275,AB,14,POPU,TRE,, 45.00, 38.06,2.053091,0.004825,0.006534
2276,AB,14,POPU,TRE,, 46.00, 38.44,2.164229,0.004438,0.006024
2277,AB,14,POPU,TRE,, 47.00, 38.82,2.278725,0.004089,0.005563
2278,AB,14,POPU,TRE,, 48.00, 39.19,2.396605,0.003774,0.005146
2279,AB,14,POPU,TRE,, 49.00, 39.56,2.517899,0.003489,0.004767
2280,AB,14,POPU,TRE,, 50.00, 39.93,2.642633,0.003231,0.004422
2281,AB,4,POPU,BAL,, 13.00, 15.51,0.000000,0.392885,0.433021
2282,AB,4,POPU,BAL,, 14.00, 15.94,0.066079,0.312693,0.350626
2283,AB,4,POPU,BAL,, 15.00, 16.35,0.084529,0.250119,0.284917
2284,AB,4,POPU,BAL,, 16.00, 16.74,0.104441,0.201527,0.232886
2285,AB,4,POPU,BAL,, 17.00, 17.11,0.125780,0.163706,0.191672
2286,AB,4,POPU,BAL,, 18.00, 17.48,0.148548,0.134101,0.158896
2287,AB,4,POPU,BAL,, 19.00, 17.83,0.172763,0.110755,0.132673
2288,AB,4,POPU,BAL,, 20.00, 18.17,0.198454,0.092195,0.111552
2289,AB,4,POPU,BAL,, 21.00, 18.49,0.225651,0.077320,0.094419
2290,AB,4,POPU,BAL,, 22.00, 18.81,0.254388,0.065301,0.080423
2291,AB,4,POPU,BAL,, 23.00, 19.12,0.284696,0.055514,0.068909
2292,AB,4,POPU,BAL,, 24.00, 19.42,0.316605,0.047485,0.059374
2293,AB,4,POPU,BAL,, 25.00, 19.72,0.350147,0.040852,0.051428
2294,AB,4,POPU,BAL,, 26.00, 20.00,0.385349,0.035336,0.044766
2295,AB,4,POPU,BAL,, 27.00, 20.28,0.422237,0.030719,0.039147
2296,AB,4,POPU,BAL,, 28.00, 20.56,0.460839,0.026832,0.034384
2297,AB,4,POPU,BAL,, 29.00, 20.82,0.501177,0.023541,0.030324
2298,AB,4,POPU,BAL,, 30.00, 21.08,0.543276,0.020740,0.026847
2299,AB,4,POPU,BAL,, 31.00, 21.34,0.587158,0.018345,0.023855
2300,AB,4,POPU,BAL,, 32.00, 21.59,0.632844,0.016286,0.021270
2301,AB,4,POPU,BAL,, 33.00, 21.83,0.680354,0.014509,0.019027
2302,AB,4,POPU,BAL,, 34.00, 22.07,0.729709,0.012968,0.017073
2303,AB,4,POPU,BAL,, 35.00, 22.31,0.780928,0.011627,0.015364
2304,AB,4,POPU,BAL,, 36.00, 22.54,0.834028,0.010456,0.013865
2305,AB,4,POPU,BAL,, 37.00, 22.77,0.889029,0.009429,0.012545
2306,AB,4,POPU,BAL,, 38.00, 22.99,0.945946,0.008526,0.011379
2307,AB,4,POPU,BAL,, 39.00, 23.22,1.004797,0.007729,0.010346
2308,AB,4,POPU,BAL,, 40.00, 23.43,1.065599,0.007023,0.009428
2309,AB,4,POPU,BAL,, 41.00, 23.65,1.128367,0.006396,0.008611
2310,AB,4,POPU,BAL,, 42.00, 23.86,1.193116,0.005838,0.007880
2311,AB,4,POPU,BAL,, 43.00, 24.06,1.259862,0.005340,0.007226
2312,AB,4,POPU,BAL,, 44.00, 24.27,1.328620,0.004894,0.006639
2313,AB,4,POPU,BAL,, 45.00, 24.47,1.399404,0.004494,0.006110
2314,AB,4,POPU,BAL,, 46.00, 24.67,1.472229,0.004135,0.005634
2315,AB,4,POPU,BAL,, 47.00, 24.86,1.547107,0.003810,0.005203
2316,AB,4,POPU,BAL,, 48.00, 25.05,1.624054,0.003517,0.004813
2317,AB,4,POPU,BAL,, 49.00, 25.24,1.703081,0.003252,0.004459
2318,AB,4,POPU,BAL,, 50.00, 25.43,1.784203,0.003012,0.004137
2319,AB,5,POPU,BAL,, 13.00, 15.51,0.000000,0.392885,0.433021
2320,AB,5,POPU,BAL,, 14.00, 15.94,0.066079,0.312693,0.350626
2321,AB,5,POPU,BAL,, 15.00, 16.35,0.084529,0.250119,0.284917
2322,AB,5,POPU,BAL,, 16.00, 16.74,0.104441,0.201527,0.232886
2323,AB,5,POPU,BAL,, 17.00, 17.11,0.125780,0.163706,0.191672
2324,AB,5,POPU,BAL,, 18.00, 17.48,0.148548,0.134101,0.158896
2325,AB,5,POPU,BAL,, 19.00, 17.83,0.172763,0.110755,0.132673
2326,AB,5,POPU,BAL,, 20.00, 18.17,0.198454,0.092195,0.111552
2327,AB,5,POPU,BAL,, 21.00, 18.49,0.225651,0.077320,0.094419
2328,AB,5,POPU,BAL,, 22.00, 18.81,0.254388,0.065301,0.080423
2329,AB,5,POPU,BAL,, 23.00, 19.12,0.284696,0.055514,0.068909
