TRM,m²,sum,count,mean_merch_volume
65065.00000000,29062500.00000000,57500.35007858,"465",123.65666684
100084.00000000,62500.00000000,58.45000076,"1",58.45000076
82154.00000000,187500.00000000,156.45000458,"3",52.15000153
47065.00000000,375000.00000000,496.34999084,"6",82.72499847
56076.00000000,68562500.00000000,121899.01996613,"1097",111.12034637
103215.00000000,4250000.00000000,6981.11330032,"68",102.66343089
91055.00000000,4812500.00000000,7282.96669006,"77",94.58398299
51025.00000000,62500.00000000,130.41333008,"1",130.41333008
69086.00000000,1687500.00000000,2703.60000992,"27",100.13333370
101094.00000000,1375000.00000000,1495.14334106,"22",67.96106096
91194.00000000,875000.00000000,1228.66333008,"14",87.76166643
118074.00000000,375000.00000000,527.43666077,"6",87.90611013
79034.00000000,9125000.00000000,14804.48658371,"146",101.40059304
104155.00000000,1000000.00000000,1629.79331589,"16",101.86208224
51055.00000000,62500.00000000,112.20666504,"1",112.20666504
35165.00000000,15250000.00000000,23777.64019012,"244",97.44934504
26105.00000000,19625000.00000000,36097.00004578,"314",114.95859887
4025.00000000,36937500.00000000,81198.66342926,"591",137.39198550
66106.00000000,22375000.00000000,46297.14319229,"358",129.32162903
91125.00000000,2875000.00000000,4082.66665268,"46",88.75362288
73205.00000000,1812500.00000000,3643.20662308,"29",125.62781459
97245.00000000,19125000.00000000,38971.56302643,"306",127.35804911
67245.00000000,3937500.00000000,7207.51659775,"63",114.40502536
104134.00000000,2187500.00000000,4103.94672394,"35",117.25562068
121016.00000000,1000000.00000000,1299.05667877,"16",81.19104242
54084.00000000,62500.00000000,118.76000214,"1",118.76000214
71064.00000000,10500000.00000000,13455.89662933,"168",80.09462279
124185.00000000,3000000.00000000,4422.25996780,"48",92.13041600
108194.00000000,1250000.00000000,2085.42998505,"20",104.27149925
96204.00000000,11062500.00000000,14515.66032410,"177",82.00938036
20055.00000000,29000000.00000000,46257.83690262,"464",99.69361401
97095.00000000,13375000.00000000,25115.00997925,"214",117.35985972
47085.00000000,27000000.00000000,58173.60951233,"432",134.66113313
64106.00000000,41375000.00000000,68827.37988281,"662",103.96885179
59275.00000000,39562500.00000000,68471.24945068,"633",108.16943041
35125.00000000,61187500.00000000,94205.25091934,"979",96.22599685
39105.00000000,46625000.00000000,97319.86325073,"746",130.45558077
29175.00000000,31625000.00000000,81489.37302780,"506",161.04619175
85225.00000000,1812500.00000000,2843.82670593,"29",98.06298986
46026.00000000,15562500.00000000,33009.72679520,"249",132.56918392
81235.00000000,437500.00000000,668.71001434,"7",95.53000205
70074.00000000,15312500.00000000,26961.34313583,"245",110.04629851
85025.00000000,7750000.00000000,15919.17337799,"124",128.38043047
64234.00000000,2437500.00000000,4571.05340576,"39",117.20649758
52235.00000000,46500000.00000000,91696.81370926,"744",123.24840552
102095.00000000,9812500.00000000,19179.62984467,"157",122.16324742
116244.00000000,8375000.00000000,11865.88344574,"134",88.55136900
91026.00000000,40625000.00000000,94190.38966751,"650",144.90829180
93224.00000000,23687500.00000000,41684.86682892,"379",109.98645601
115076.00000000,25125000.00000000,43458.46378326,"402",108.10563130
103184.00000000,500000.00000000,900.95000839,"8",112.61875105
112154.00000000,1187500.00000000,1828.40328598,"19",96.23175189
54215.00000000,22500000.00000000,40166.42990112,"360",111.57341639
62255.00000000,47812500.00000000,94817.80344009,"765",123.94484110
57095.00000000,250000.00000000,368.10667419,"4",92.02666855
91204.00000000,3937500.00000000,5203.57328033,"63",82.59640128
81154.00000000,62500.00000000,52.15000153,"1",52.15000153
88144.00000000,1687500.00000000,1654.41334152,"27",61.27456820
46225.00000000,55312500.00000000,73229.57648849,"885",82.74528417
35135.00000000,51000000.00000000,89113.78431702,"816",109.20806902
95124.00000000,4625000.00000000,4852.03665924,"74",65.56806296
106205.00000000,9312500.00000000,20218.67980957,"149",135.69583765
106105.00000000,2562500.00000000,5518.08322906,"41",134.58739583
94075.00000000,4250000.00000000,5600.80665588,"68",82.36480376
59085.00000000,875000.00000000,2000.30332184,"14",142.87880870
106244.00000000,6937500.00000000,10414.43316269,"111",93.82372219
89105.00000000,5000000.00000000,6596.09334564,"80",82.45116682
105195.00000000,16375000.00000000,24017.07654190,"262",91.66823108
100085.00000000,4875000.00000000,7262.05331039,"78",93.10324757
78194.00000000,1250000.00000000,1539.20666885,"20",76.96033344
70255.00000000,3875000.00000000,7018.15335846,"62",113.19602191
108036.00000000,19875000.00000000,28645.60676956,"318",90.08052443
25075.00000000,6000000.00000000,12496.54992294,"96",130.17239503
55075.00000000,62500.00000000,129.08332825,"1",129.08332825
70215.00000000,6937500.00000000,10103.06018829,"111",91.01856025
107154.00000000,1937500.00000000,2840.73330688,"31",91.63655829
9045.00000000,59687500.00000000,140116.68383408,"955",146.71904066
74045.00000000,33000000.00000000,86109.09672546,"528",163.08541046
66264.00000000,26812500.00000000,51846.97327423,"429",120.85541556
77074.00000000,3875000.00000000,5327.17334366,"62",85.92215070
61064.00000000,750000.00000000,1296.65331268,"12",108.05444272
51285.00000000,9125000.00000000,15901.74321365,"146",108.91604941
119076.00000000,62500.00000000,100.27999878,"1",100.27999878
59234.00000000,375000.00000000,690.69999695,"6",115.11666616
42215.00000000,8562500.00000000,13692.72669601,"137",99.94691019
9035.00000000,26625000.00000000,57494.78363037,"426",134.96428082
77016.00000000,625000.00000000,1046.07332230,"10",104.60733223
50214.00000000,62500.00000000,94.01000214,"1",94.01000214
83064.00000000,2062500.00000000,2847.90667725,"33",86.30020234
58225.00000000,48000000.00000000,76148.92678070,"768",99.15224841
91035.00000000,20687500.00000000,35366.10331726,"331",106.84623359
57125.00000000,33500000.00000000,85153.19004059,"536",158.86789187
110094.00000000,62500.00000000,86.14666748,"1",86.14666748
60165.00000000,32437500.00000000,63817.51656342,"519",122.96245966
61224.00000000,1125000.00000000,2174.99664307,"18",120.83314684
99074.00000000,3375000.00000000,3466.14331055,"54",64.18783908
96155.00000000,5625000.00000000,9068.07675171,"90",100.75640835
84174.00000000,22062500.00000000,39802.29647827,"353",112.75438096
109224.00000000,62500.00000000,90.81666565,"1",90.81666565
58065.00000000,187500.00000000,261.37667084,"3",87.12555695
79255.00000000,62500.00000000,76.50666809,"1",76.50666809
115175.00000000,8437500.00000000,13903.80696106,"135",102.99116267
124115.00000000,7375000.00000000,10633.24670410,"118",90.11226020
63135.00000000,17375000.00000000,33368.51669693,"278",120.03063560
44045.00000000,4187500.00000000,9833.88997650,"67",146.77447726
39145.00000000,45937500.00000000,76766.75688553,"735",104.44456719
93024.00000000,687500.00000000,867.66667938,"11",78.87878903
96145.00000000,6000000.00000000,9003.88332367,"96",93.79045129
98234.00000000,4000000.00000000,7664.71665192,"64",119.76119769
123065.00000000,4000000.00000000,6117.08993530,"64",95.57953024
92145.00000000,8750000.00000000,14315.47008896,"140",102.25335778
41195.00000000,55062500.00000000,85121.47360229,"881",96.61915278
23015.00000000,312500.00000000,537.26665497,"5",107.45333099
77204.00000000,5062500.00000000,7285.27668762,"81",89.94168750
12025.00000000,15375000.00000000,37447.67345810,"246",152.22631487
53195.00000000,33125000.00000000,75071.15671921,"530",141.64369192
65015.00000000,4437500.00000000,6951.08995819,"71",97.90267547
86164.00000000,2625000.00000000,3228.33666611,"42",76.86515872
125195.00000000,22000000.00000000,31744.42699432,"352",90.18303123
59074.00000000,500000.00000000,836.35665131,"8",104.54458141
88234.00000000,1187500.00000000,1412.09000397,"19",74.32052652
102036.00000000,6437500.00000000,10724.86333466,"103",104.12488674
123035.00000000,1062500.00000000,1360.03000641,"17",80.00176508
64244.00000000,8750000.00000000,18096.00990295,"140",129.25721359
114014.00000000,500000.00000000,580.96998978,"8",72.62124872
28045.00000000,750000.00000000,1155.28999329,"12",96.27416611
124234.00000000,375000.00000000,512.92000961,"6",85.48666827
65144.00000000,687500.00000000,1070.19667053,"11",97.29060641
95106.00000000,4312500.00000000,7592.48664093,"69",110.03603827
57155.00000000,29562500.00000000,58041.10662079,"473",122.70847066
120045.00000000,125000.00000000,135.96667480,"2",67.98333740
74194.00000000,22062500.00000000,43283.76989746,"353",122.61691189
100106.00000000,2375000.00000000,3327.03663635,"38",87.55359569
69045.00000000,4687500.00000000,8827.17670822,"75",117.69568944
81126.00000000,3937500.00000000,5850.25663757,"63",92.86121647
14045.00000000,35312500.00000000,68579.89696503,"565",121.38034861
97215.00000000,9500000.00000000,17493.68993378,"152",115.09006535
89134.00000000,625000.00000000,612.48999786,"10",61.24899979
116064.00000000,312500.00000000,287.26667023,"5",57.45333405
40195.00000000,9500000.00000000,13482.44674683,"152",88.70030754
69095.00000000,29750000.00000000,62666.18343353,"476",131.65164587
40215.00000000,16875000.00000000,30853.77675629,"270",114.27324725
85036.00000000,23750000.00000000,45392.97335052,"380",119.45519303
27065.00000000,14875000.00000000,23757.59651566,"238",99.82183410
84115.00000000,7625000.00000000,11081.00336456,"122",90.82789643
62215.00000000,38312500.00000000,81522.65722275,"613",132.98965289
92044.00000000,1375000.00000000,1671.54333496,"22",75.97924250
53015.00000000,187500.00000000,267.20999146,"3",89.06999715
75056.00000000,19125000.00000000,42987.56359100,"306",140.48223396
59235.00000000,52687500.00000000,95558.72679138,"843",113.35554780
62204.00000000,6812500.00000000,13729.93665314,"109",125.96272159
102076.00000000,4750000.00000000,9753.86999130,"76",128.34039462
95134.00000000,4125000.00000000,4874.48334503,"66",73.85580826
98116.00000000,5062500.00000000,7320.08326340,"81",90.37139831
55105.00000000,32312500.00000000,85036.31668854,"517",164.48030307
94076.00000000,32937500.00000000,60736.02036285,"527",115.24861549
58125.00000000,36750000.00000000,99228.67665482,"588",168.75625281
37135.00000000,69937500.00000000,114636.90387726,"1119",102.44584797
118104.00000000,6625000.00000000,10863.21666718,"106",102.48317611
104125.00000000,1687500.00000000,3163.20995331,"27",117.15592420
49204.00000000,375000.00000000,653.05998993,"6",108.84333165
53285.00000000,4062500.00000000,7168.16326904,"65",110.27943491
69255.00000000,4937500.00000000,11149.58989334,"79",141.13404928
61065.00000000,18375000.00000000,37821.01003647,"294",128.64289128
63075.00000000,30125000.00000000,65314.84001923,"482",135.50796684
73204.00000000,29625000.00000000,66728.07985687,"474",140.77653978
21085.00000000,15000000.00000000,29594.02685928,"240",123.30844525
105145.00000000,187500.00000000,309.22999573,"3",103.07666524
116184.00000000,9375000.00000000,13961.85668945,"150",93.07904460
106034.00000000,125000.00000000,123.36000443,"2",61.68000221
101056.00000000,11187500.00000000,18981.69665146,"179",106.04299805
107046.00000000,31625000.00000000,51951.63013077,"506",102.67120579
103046.00000000,7500000.00000000,11562.90343857,"120",96.35752865
39225.00000000,7562500.00000000,12102.67336273,"121",100.02209391
34155.00000000,1875000.00000000,2356.59999847,"30",78.55333328
73026.00000000,1187500.00000000,1869.18667984,"19",98.37824631
63165.00000000,36812500.00000000,76073.89353561,"589",129.15771398
68114.00000000,24812500.00000000,51670.73299026,"397",130.15297982
93095.00000000,7625000.00000000,12210.02666855,"122",100.08218581
66075.00000000,37000000.00000000,81004.08387756,"592",136.83122277
119245.00000000,5562500.00000000,7407.18001938,"89",83.22674179
98106.00000000,7812500.00000000,12805.57334900,"125",102.44458679
121214.00000000,500000.00000000,755.53999329,"8",94.44249916
104224.00000000,31687500.00000000,53671.94678116,"507",105.86182797
65275.00000000,20562500.00000000,41814.31322479,"329",127.09517698
90056.00000000,30875000.00000000,63307.16297531,"494",128.15215177
86046.00000000,21812500.00000000,43735.27297211,"349",125.31596840
95245.00000000,23812500.00000000,52410.35673141,"381",137.55999142
48066.00000000,1187500.00000000,1882.85668564,"19",99.09772030
109225.00000000,17375000.00000000,31407.66697693,"278",112.97721934
67224.00000000,1812500.00000000,3855.75666046,"29",132.95712622
100225.00000000,6937500.00000000,12552.92663193,"111",113.08942912
23035.00000000,6687500.00000000,12600.41962433,"107",117.76093107
100134.00000000,1187500.00000000,1456.09336472,"19",76.63649288
78015.00000000,8937500.00000000,14740.38997269,"143",103.07965016
31075.00000000,25500000.00000000,44944.79336929,"408",110.15880728
78195.00000000,4375000.00000000,7071.35335541,"70",101.01933365
109165.00000000,62500.00000000,56.78666687,"1",56.78666687
65116.00000000,46312500.00000000,87302.10324097,"741",117.81660356
44125.00000000,47625000.00000000,94960.55006409,"762",124.62014444
75225.00000000,125000.00000000,173.91333008,"2",86.95666504
105205.00000000,8937500.00000000,15817.82324600,"143",110.61414857
66174.00000000,875000.00000000,1842.75332642,"14",131.62523760
100114.00000000,13250000.00000000,22769.22340775,"212",107.40199721
84064.00000000,875000.00000000,1129.85667419,"14",80.70404816
59036.00000000,43375000.00000000,71220.23672867,"694",102.62281949
42225.00000000,17000000.00000000,25804.11667633,"272",94.86807602
58075.00000000,62500.00000000,51.77666473,"1",51.77666473
121175.00000000,875000.00000000,1071.09666824,"14",76.50690487
81106.00000000,2000000.00000000,2881.04998398,"32",90.03281200
73264.00000000,23750000.00000000,59119.58328629,"380",155.57785075
68225.00000000,1375000.00000000,1288.96663666,"22",58.58939258
55065.00000000,687500.00000000,1187.91664886,"11",107.99242262
47155.00000000,45812500.00000000,92430.09620667,"733",126.09835772
25025.00000000,187500.00000000,436.80665588,"3",145.60221863
120164.00000000,687500.00000000,1161.86334991,"11",105.62394090
122185.00000000,250000.00000000,301.58000183,"4",75.39500046
88136.00000000,10375000.00000000,15980.52653122,"166",96.26823212
108046.00000000,36250000.00000000,63394.83652496,"580",109.30144228
64274.00000000,1187500.00000000,1962.27666473,"19",103.27771920
72155.00000000,5250000.00000000,9041.11327744,"84",107.63230092
68116.00000000,14937500.00000000,31478.17346573,"239",131.70783877
58174.00000000,62500.00000000,86.22999573,"1",86.22999573
52195.00000000,27500000.00000000,49614.01021957,"440",112.75911414
2304.00000000,10437500.00000000,21927.35646057,"167",131.30153569
60204.00000000,500000.00000000,993.64666748,"8",124.20583344
112094.00000000,937500.00000000,1285.32331848,"15",85.68822123
77224.00000000,25500000.00000000,66011.25349808,"408",161.79228799
65205.00000000,16937500.00000000,38322.14681625,"271",141.41013585
35055.00000000,1937500.00000000,3538.64992905,"31",114.14999771
94125.00000000,16000000.00000000,31435.36314011,"256",122.79438727
91116.00000000,33250000.00000000,56403.73987579,"532",106.02206744
94214.00000000,17937500.00000000,32975.16970444,"287",114.89606169
74116.00000000,687500.00000000,1321.48332977,"11",120.13484816
98015.00000000,9250000.00000000,17860.39343643,"148",120.67833403
13065.00000000,5437500.00000000,11785.36016464,"87",135.46390994
60116.00000000,62625000.00000000,115228.71406937,"1002",114.99871664
71214.00000000,17687500.00000000,33546.29992676,"283",118.53816229
99185.00000000,3125000.00000000,5832.75669479,"50",116.65513390
19055.00000000,47687500.00000000,79900.21674728,"763",104.71850163
87195.00000000,687500.00000000,1005.23999023,"11",91.38545366
72235.00000000,11312500.00000000,23886.31994247,"181",131.96861847
118185.00000000,23125000.00000000,32766.79019547,"370",88.55889242
123184.00000000,937500.00000000,1262.64997864,"15",84.17666524
96144.00000000,4500000.00000000,6614.66333771,"72",91.87032413
84165.00000000,8187500.00000000,12021.44007874,"131",91.76671816
118144.00000000,1437500.00000000,1975.24665833,"23",85.88028949
121184.00000000,625000.00000000,884.82665253,"10",88.48266525
65035.00000000,17187500.00000000,33872.26672363,"275",123.17187900
61046.00000000,33875000.00000000,71446.24617767,"542",131.81964239
50135.00000000,40750000.00000000,80784.93967056,"652",123.90328170
82116.00000000,1250000.00000000,1875.92333221,"20",93.79616661
57076.00000000,54125000.00000000,108661.65010452,"866",125.47534654
32045.00000000,125000.00000000,358.28999329,"2",179.14499664
55175.00000000,24875000.00000000,55380.58987427,"398",139.14721074
18085.00000000,1125000.00000000,3135.63340759,"18",174.20185598
48285.00000000,2500000.00000000,7571.83336639,"40",189.29583416
66104.00000000,23937500.00000000,60590.96324539,"383",158.20094842
47285.00000000,9562500.00000000,24980.33662796,"153",163.27017404
116054.00000000,1062500.00000000,1310.16667557,"17",77.06862797
81254.00000000,17750000.00000000,32187.68358994,"284",113.33691405
52255.00000000,40750000.00000000,69576.95663071,"652",106.71312367
50175.00000000,54000000.00000000,96536.58003998,"864",111.73215282
116016.00000000,16875000.00000000,24773.97677994,"270",91.75546956
54165.00000000,11437500.00000000,21314.53353500,"183",116.47286085
90244.00000000,2562500.00000000,3318.92667389,"41",80.94943107
66125.00000000,13750000.00000000,21205.67005539,"220",96.38940934
78096.00000000,11687500.00000000,23208.55011749,"187",124.10989368
83224.00000000,12500000.00000000,22087.95675659,"200",110.43978378
54265.00000000,40000000.00000000,67945.08989334,"640",106.16420296
71085.00000000,41625000.00000000,107936.16913986,"666",162.06632003
106234.00000000,11187500.00000000,17895.79637146,"179",99.97651604
65185.00000000,19562500.00000000,43405.97701263,"313",138.67724285
122075.00000000,250000.00000000,259.82666779,"4",64.95666695
71114.00000000,13250000.00000000,25660.21988678,"212",121.03877305
75034.00000000,3187500.00000000,5032.51002121,"51",98.67666708
78244.00000000,8437500.00000000,17163.71991348,"135",127.13866603
61235.00000000,34812500.00000000,55656.80693054,"557",99.92245409
85255.00000000,18687500.00000000,31962.40668106,"299",106.89768121
62104.00000000,500000.00000000,643.84998322,"8",80.48124790
96114.00000000,1062500.00000000,1130.04000092,"17",66.47294123
96106.00000000,8000000.00000000,13968.85006332,"128",109.13164112
65064.00000000,8437500.00000000,16327.37323380,"135",120.94350544
96254.00000000,6437500.00000000,9855.00337601,"103",95.67964443
111046.00000000,41000000.00000000,78270.70376205,"656",119.31509720
64174.00000000,1062500.00000000,2223.12997437,"17",130.77235143
65194.00000000,1000000.00000000,1698.01668167,"16",106.12604260
62044.00000000,250000.00000000,447.71000671,"4",111.92750168
56125.00000000,21937500.00000000,55405.57016373,"351",157.85062725
117175.00000000,16250000.00000000,21726.99347305,"260",83.56535951
90264.00000000,500000.00000000,890.63999557,"8",111.32999945
50265.00000000,40812500.00000000,76983.92985535,"653",117.89269503
105155.00000000,2062500.00000000,2855.65996933,"33",86.53515059
44075.00000000,43687500.00000000,98278.60650635,"699",140.59886482
85164.00000000,3312500.00000000,4007.16997528,"53",75.60698067
111126.00000000,26187500.00000000,40254.04019547,"419",96.07169498
71116.00000000,1562500.00000000,2610.79330444,"25",104.43173218
73115.00000000,1437500.00000000,3043.53334045,"23",132.32753654
103124.00000000,21312500.00000000,37554.88992310,"341",110.13164200
121114.00000000,1000000.00000000,1636.05998993,"16",102.25374937
94175.00000000,15062500.00000000,25627.51342010,"241",106.33822996
82244.00000000,6437500.00000000,11640.44009399,"103",113.01398150
50055.00000000,875000.00000000,1719.49997711,"14",122.82142694
49125.00000000,24375000.00000000,48005.44333267,"390",123.09088034
101085.00000000,6437500.00000000,10026.01990509,"103",97.33999908
115016.00000000,14250000.00000000,23238.94996262,"228",101.92521913
57105.00000000,3562500.00000000,8913.95335388,"57",156.38514656
48185.00000000,45875000.00000000,80566.46675491,"734",109.76357869
110116.00000000,48375000.00000000,74050.47061157,"774",95.67244265
122125.00000000,2187500.00000000,2721.46665192,"35",77.75619005
107105.00000000,3687500.00000000,9463.71307755,"59",160.40191657
97024.00000000,250000.00000000,324.28667068,"4",81.07166767
124084.00000000,687500.00000000,1050.33330917,"11",95.48484629
97205.00000000,6125000.00000000,10035.32665253,"98",102.40129237
65244.00000000,812500.00000000,1400.23667145,"13",107.71051319
42145.00000000,67312500.00000000,131701.16403198,"1077",122.28520337
103255.00000000,1625000.00000000,2696.28330231,"26",103.70320393
121095.00000000,5250000.00000000,6555.60669327,"84",78.04293682
63036.00000000,49000000.00000000,103092.76672745,"784",131.49587593
66076.00000000,20187500.00000000,40559.31681061,"323",125.57064028
55096.00000000,38437500.00000000,95529.45352554,"615",155.33244476
76096.00000000,11437500.00000000,17342.83341599,"183",94.76958151
108095.00000000,8625000.00000000,16483.30642700,"138",119.44424947
59215.00000000,21375000.00000000,35556.77315140,"342",103.96717296
57275.00000000,44125000.00000000,82803.66005707,"706",117.28563747
80115.00000000,6437500.00000000,9116.87324524,"103",88.51333248
42255.00000000,17000000.00000000,32189.87343979,"272",118.34512294
115074.00000000,1500000.00000000,1946.32332611,"24",81.09680525
25135.00000000,25875000.00000000,56645.77676773,"414",136.82554775
106185.00000000,9187500.00000000,14199.98659134,"147",96.59854824
113194.00000000,19625000.00000000,29845.52999115,"314",95.04945857
89035.00000000,19187500.00000000,33781.68324661,"307",110.03805618
64145.00000000,8000000.00000000,12013.09336472,"128",93.85229191
69074.00000000,15625000.00000000,25323.80662155,"250",101.29522649
46095.00000000,48125000.00000000,114296.69239426,"770",148.43726285
111135.00000000,22937500.00000000,41455.65023422,"367",112.95817503
111075.00000000,34812500.00000000,57220.35995483,"557",102.72955109
38275.00000000,3375000.00000000,6779.30665207,"54",125.54271578
79124.00000000,3062500.00000000,5741.95998764,"49",117.18285689
94224.00000000,4937500.00000000,8673.20003510,"79",109.78734222
54036.00000000,70250000.00000000,120155.07725143,"1124",106.89953492
95135.00000000,15687500.00000000,33269.84016037,"251",132.54916399
64135.00000000,6562500.00000000,9087.64989471,"105",86.54904662
60255.00000000,49187500.00000000,88771.56331253,"787",112.79741209
50125.00000000,34562500.00000000,68047.98328018,"553",123.05241099
43026.00000000,8687500.00000000,17348.42000198,"139",124.80877699
78134.00000000,125000.00000000,213.93333435,"2",106.96666718
66234.00000000,2187500.00000000,4084.95336151,"35",116.71295319
72204.00000000,18937500.00000000,32551.75978851,"303",107.43155046
83034.00000000,4562500.00000000,6912.12664032,"73",94.68666631
113075.00000000,187500.00000000,161.58000183,"3",53.86000061
40245.00000000,27437500.00000000,50677.65684128,"439",115.43885385
107175.00000000,29312500.00000000,44106.69622421,"469",94.04412841
1294.00000000,15125000.00000000,33885.42663956,"242",140.02242413
99025.00000000,125000.00000000,225.00334167,"2",112.50167084
68115.00000000,39562500.00000000,61691.40306854,"633",97.45877262
126234.00000000,4062500.00000000,4926.98674393,"65",75.79979606
96136.00000000,62500.00000000,90.41666412,"1",90.41666412
40225.00000000,4375000.00000000,5899.74672699,"70",84.28209610
90024.00000000,687500.00000000,662.97667313,"11",60.27060665
47036.00000000,14125000.00000000,32972.65674973,"226",145.89671128
88185.00000000,18562500.00000000,34675.00346375,"297",116.75085341
56114.00000000,62500.00000000,101.56333160,"1",101.56333160
113064.00000000,500000.00000000,586.10666275,"8",73.26333284
46016.00000000,47250000.00000000,108248.32628250,"756",143.18561678
88165.00000000,18875000.00000000,32832.84691620,"302",108.71803615
67095.00000000,16312500.00000000,30069.40668106,"261",115.20845472
15015.00000000,125000.00000000,253.10333252,"2",126.55166626
105044.00000000,62500.00000000,55.70666885,"1",55.70666885
101155.00000000,27000000.00000000,58117.76313019,"432",134.53185910
64045.00000000,9375000.00000000,17524.98007965,"150",116.83320053
67075.00000000,19250000.00000000,40847.05695343,"308",132.62031478
110015.00000000,3125000.00000000,3965.17328262,"50",79.30346565
36224.00000000,62500.00000000,102.63999939,"1",102.63999939
57046.00000000,40500000.00000000,65305.32606125,"648",100.77982417
102104.00000000,1562500.00000000,1996.71667099,"25",79.86866684
8055.00000000,30125000.00000000,82598.96957397,"482",171.36715679
65124.00000000,2187500.00000000,4312.12335205,"35",123.20352434
89144.00000000,187500.00000000,167.68999863,"3",55.89666621
109025.00000000,10875000.00000000,14942.48973083,"174",85.87637776
106136.00000000,500000.00000000,686.21001053,"8",85.77625132
110064.00000000,62500.00000000,56.18999863,"1",56.18999863
65084.00000000,14812500.00000000,28959.75658035,"237",122.19306574
65254.00000000,6937500.00000000,14764.82330322,"111",133.01642616
58215.00000000,42437500.00000000,77252.62332916,"679",113.77411389
105086.00000000,9375000.00000000,19838.93311691,"150",132.25955411
77094.00000000,3187500.00000000,5330.88663864,"51",104.52718899
71235.00000000,2500000.00000000,4851.61667633,"40",121.29041691
109144.00000000,625000.00000000,967.85664368,"10",96.78566437
6025.00000000,2312500.00000000,5436.49338531,"37",146.93225366
46195.00000000,54875000.00000000,89267.63219452,"878",101.67156286
58046.00000000,56750000.00000000,88312.59635544,"908",97.26056867
70145.00000000,19250000.00000000,44038.78373718,"308",142.98306408
52215.00000000,49687500.00000000,84660.05028152,"795",106.49062928
66205.00000000,33500000.00000000,79162.36996460,"536",147.69098874
72205.00000000,1562500.00000000,2513.00663376,"25",100.52026535
86124.00000000,2687500.00000000,2993.86663437,"43",69.62480545
100104.00000000,5062500.00000000,6623.23667908,"81",81.76835406
27105.00000000,10750000.00000000,16701.17337418,"172",97.09984520
67125.00000000,37562500.00000000,59500.46923447,"601",99.00244465
123036.00000000,2125000.00000000,2272.27337265,"34",66.83156978
35175.00000000,41125000.00000000,67018.23677063,"658",101.85142366
87095.00000000,2937500.00000000,4425.71666718,"47",94.16418441
87214.00000000,1000000.00000000,1500.23332596,"16",93.76458287
57265.00000000,40562500.00000000,74483.73266602,"649",114.76692244
104095.00000000,5562500.00000000,9029.11996460,"89",101.45078612
59155.00000000,45812500.00000000,99521.34381866,"733",135.77263822
88016.00000000,18437500.00000000,34440.30345917,"295",116.74679139
120085.00000000,437500.00000000,487.83667374,"7",69.69095339
126124.00000000,562500.00000000,822.11665344,"9",91.34629483
104104.00000000,437500.00000000,545.59000015,"7",77.94142859
93136.00000000,687500.00000000,1195.09333038,"11",108.64484822
66114.00000000,17187500.00000000,38346.64979172,"275",139.44236288
100245.00000000,33500000.00000000,63188.33660889,"536",117.88868770
123205.00000000,9562500.00000000,13772.06671524,"153",90.01350794
113084.00000000,2750000.00000000,3574.28662872,"44",81.23378702
64116.00000000,65375000.00000000,103783.23002243,"1046",99.21914916
88114.00000000,17312500.00000000,28966.68994904,"277",104.57288790
67275.00000000,1500000.00000000,2521.80999756,"24",105.07541656
84074.00000000,9250000.00000000,17030.84992218,"148",115.07331029
107016.00000000,37312500.00000000,63981.09355545,"597",107.17101098
94126.00000000,2500000.00000000,3734.09677124,"40",93.35241928
73214.00000000,11187500.00000000,20074.67984390,"179",112.14904941
95035.00000000,10687500.00000000,19472.75345612,"171",113.87575121
30155.00000000,11562500.00000000,17074.56672287,"185",92.29495526
120065.00000000,62500.00000000,63.00000000,"1",63.00000000
90235.00000000,125000.00000000,123.73666763,"2",61.86833382
50205.00000000,29312500.00000000,47613.68693542,"469",101.52172054
88054.00000000,3437500.00000000,5401.84331894,"55",98.21533307
57096.00000000,58500000.00000000,118454.81983948,"936",126.55429470
40135.00000000,45000000.00000000,88308.57010269,"720",122.65079181
112175.00000000,45187500.00000000,75122.54349136,"723",103.90393291
80194.00000000,62500.00000000,55.87333298,"1",55.87333298
123105.00000000,14875000.00000000,21046.26007843,"238",88.42966420
77184.00000000,16875000.00000000,30945.06313705,"270",114.61134495
92084.00000000,31500000.00000000,38579.81306076,"504",76.54724814
52076.00000000,3312500.00000000,4647.33012772,"53",87.68547411
56044.00000000,2187500.00000000,3717.39332581,"35",106.21123788
122126.00000000,187500.00000000,199.82666397,"3",66.60888799
64136.00000000,71875000.00000000,149756.89587402,"1150",130.22338772
80076.00000000,625000.00000000,1260.38003540,"10",126.03800354
80234.00000000,10062500.00000000,17230.95328903,"161",107.02455459
73024.00000000,687500.00000000,741.15334702,"11",67.37757700
122094.00000000,6250000.00000000,10080.50000763,"100",100.80500008
121116.00000000,250000.00000000,271.16999435,"4",67.79249859
100014.00000000,1500000.00000000,1676.52002335,"24",69.85500097
37195.00000000,25937500.00000000,44475.02343369,"415",107.16873117
108134.00000000,1312500.00000000,2158.31332016,"21",102.77682477
96134.00000000,5562500.00000000,8642.60997772,"89",97.10797728
87085.00000000,5937500.00000000,8146.04329681,"95",85.74782418
81135.00000000,8500000.00000000,11507.47999191,"136",84.61382347
107056.00000000,17000000.00000000,31306.49645233,"272",115.09741343
86204.00000000,4000000.00000000,5375.50665283,"64",83.99229145
94054.00000000,125000.00000000,129.53667068,"2",64.76833534
64054.00000000,5750000.00000000,10320.28990173,"92",112.17706415
