TRM,FMU,Ecozone,sp,vol,stems,residue,r2,res
"76015",S17,"9",Sb,"224.2180297","806.5396752","38.55259648","38.55259648",
"36215",R11,"14",Pl,"365.1973744","1313.65962","38.53751861","38.53751861",
"36215",R11,"14",Pl,"365.1973744","1313.65962","38.53751861","38.53751861",
"36215",,"14",Pl,"365.1973744","1313.65962","38.53751861","38.53751861",
"36215",,"14",Pl,"365.1973744","1313.65962","38.53751861","38.53751861",
"74144",L3,"9",Sb,"241.9687647","983.6128647","38.51139449","38.51139449",
"40265",,"14",Pl,"364.7029496","1311.881114","38.48534435","38.48534435",
"40265",,"14",Pl,"364.7029496","1311.881114","38.48534435","38.48534435",
"46235",E14,"14",Pl,"238.6938701","1193.469351","38.47864533","38.47864533",
"20095",,"14",Pl,"364.4884326","1311.10947","38.4627074","38.4627074",
"20095",,"14",Pl,"364.4884326","1311.10947","38.4627074","38.4627074",
"66105",W14,"9",Sb,"258.6785848","776.812567","38.44025915","38.44025915",
"103126",P8,"9",Sb,"223.5128675","804.0031205","38.43134916","38.43134916",
"42135",R10,"9",Pl,"310.2666283","1116.067008","38.40609788","38.40609788",
"44275",,"14",Pl,"363.8547518","1308.830042","38.39583812","38.39583812",
"44275",,"14",Pl,"363.8547518","1308.830042","38.39583812","38.39583812",
"41265",,"14",Pl,"363.8313322","1308.745799","38.39336677","38.39336677",
"41265",,"14",Pl,"363.8313322","1308.745799","38.39336677","38.39336677",
"101154",A10,"9",Sb,"223.2483263","803.0515334","38.3858633","38.3858633",
"56175",E14,"9",Sw,"227.2107652","1136.053826","38.37362613","38.37362613",
"122065",,"4",Sb,"226.9927615","816.5207249","38.37157495","38.37157495",
"76234",S17,"9",Sw,"270.0846043","971.5273536","38.37144436","38.37144436",
"96115",P21,"9",Sb,"222.9477937","801.9704809","38.33418899","38.33418899",
"39245",,"14",Pl,"362.7118038","1304.718719","38.27522833","38.27522833",
"39245",,"14",Pl,"362.7118038","1304.718719","38.27522833","38.27522833",
"65115",W14,"9",Sb,"257.3909429","772.9457746","38.24891248","38.24891248",
"91066",P19,"9",Sw,"269.0848301","967.9310434","38.22940449","38.22940449",
"31165",,"14",Sw,"253.421333","911.5875288","38.15796005","38.15796005",
"47245",E14,"14",Pl,"236.6360291","1183.180145","38.14691107","38.14691107",
"16045",C5,"10",Pl,"308.068828","1108.161252","38.13404499","38.13404499",
"16045",C5,"10",Pl,"308.068828","1108.161252","38.13404499","38.13404499",
"16045",CO2,"10",Pl,"308.068828","1108.161252","38.13404499","38.13404499",
"16045",CO2,"10",Pl,"308.068828","1108.161252","38.13404499","38.13404499",
"77015",S17,"9",Sw,"268.2949649","965.0898018","38.11718681","38.11718681",
"59275",W15,"9",Sb,"274.0988921","945.1685935","38.08084263","38.08084263",
"91036",P19,"9",Sw,"268.0308865","964.1398796","38.07966868","38.07966868",
"4025",C5,"14",Pl,"360.8257393","1297.934314","38.07620104","38.07620104",
"4025",C5,"14",Pl,"360.8257393","1297.934314","38.07620104","38.07620104",
"57205",E14,"9",Sw,"225.2568653","1126.284327","38.04363198","38.04363198",
"96204",S22,"9",Sb,"205.2812318","1011.237595","38.02758975","38.02758975",
"25135",,"14",Pl,"360.3178093","1296.107228","38.02260163","38.02260163",
"25135",,"14",Pl,"360.3178093","1296.107228","38.02260163","38.02260163",
"102126",P8,"9",Sb,"221.0878134","795.2799043","38.01437943","38.01437943",
"37235",,"14",Se,"165.2475895","594.4157897","38.01360305","38.01360305",
"65105",W14,"9",Sb,"255.7059149","767.8856304","37.99851327","37.99851327",
"61255",W15,"9",Sb,"273.2177125","942.1300433","37.95841944","37.95841944",
"121056",F20,"4",Sb,"224.5035157","807.5666033","37.95078496","37.95078496",
"13065",C5,"14",Pl,"359.5153696","1293.220754","37.93792404","37.93792404",
"13065",C5,"14",Pl,"359.5153696","1293.220754","37.93792404","37.93792404",
"79114",L11,"9",Sb,"201.4633797","1007.316899","37.92850319","37.92850319",
"112075",F23,"4",Sb,"224.369562","807.0847553","37.92814099","37.92814099",
"47235",E14,"14",Pl,"235.0258411","1175.129206","37.88734072","37.88734072",
"68125",S20,"9",Sw,"265.889245","956.436133","37.77540151","37.77540151",
"6045",C5,"14",Pl,"357.7163762","1286.749555","37.74808493","37.74808493",
"6045",C5,"14",Pl,"357.7163762","1286.749555","37.74808493","37.74808493",
"99174",A9,"9",Sb,"219.5324138","789.6849416","37.74694021","37.74694021",
"72085",S20,"9",Sw,"265.6610756","955.6153799","37.74298504","37.74298504",
"96054",A6,"9",Sb,"219.4826424","789.5059078","37.73838239","37.73838239",
"91056",P19,"9",Sw,"265.5462847","955.2024629","37.72667648","37.72667648",
"8044",,"10",Sw,"250.5541352","901.2738675","37.72624256","37.72624256",
"55106",,"14",Pl,"357.1342794","1284.655681","37.68665907","37.68665907",
"55106",,"14",Pl,"357.1342794","1284.655681","37.68665907","37.68665907",
"99144",A16,"9",Sb,"210.3466806","1016.167539","37.67644385","37.67644385",
"97164",A16,"9",Sb,"210.3374093","1016.12275","37.67478322","37.67478322",
"89264",S22,"9",Sw,"260.0916089","1281.239453","37.66100872","37.66100872",
"38115",R10,"9",Pl,"304.0567592","1093.72935","37.63741438","37.63741438",
"53165",EO1,"9",Sb,"218.8954015","787.3935305","37.63741076","37.63741076",
"100154",A16,"9",Sb,"210.0589434","1014.777504","37.62490553","37.62490553",
"88265",P14,"9",Sw,"211.9279651","1081.265128","37.61072621","37.61072621",
"101144",A10,"9",Sb,"218.6902821","786.6556909","37.60214203","37.60214203",
"11055",C5,"14",Pl,"355.8986157","1280.210848","37.55626543","37.55626543",
"11055",C5,"14",Pl,"355.8986157","1280.210848","37.55626543","37.55626543",
"39125",R10,"9",Pl,"303.0915171","1090.257256","37.51793268","37.51793268",
"9035",C5,"14",Pl,"355.5211466","1278.853045","37.51643293","37.51643293",
"9035",C5,"14",Pl,"355.5211466","1278.853045","37.51643293","37.51643293",
"9035",CO2,"14",Pl,"355.5211466","1278.853045","37.51643293","37.51643293",
"9035",CO2,"14",Pl,"355.5211466","1278.853045","37.51643293","37.51643293",
"56205",E14,"9",Sw,"222.1000116","1110.500058","37.51047096","37.51047096",
"100144",A16,"9",Sb,"209.3876186","1011.534389","37.50466055","37.50466055",
"75144",L3,"9",Sb,"235.3929925","956.8820832","37.4648042","37.4648042",
"76234",L2,"9",Sw,"266.8166202","1175.403613","37.36314236","37.36314236",
"24095",B11,"14",Pl,"353.9171731","1273.083356","37.34717334","37.34717334",
"24095",B11,"14",Pl,"353.9171731","1273.083356","37.34717334","37.34717334",
"24095",BO1,"14",Pl,"353.9171731","1273.083356","37.34717334","37.34717334",
"24095",BO1,"14",Pl,"353.9171731","1273.083356","37.34717334","37.34717334",
"24095",BO2,"14",Pl,"353.9171731","1273.083356","37.34717334","37.34717334",
"24095",BO2,"14",Pl,"353.9171731","1273.083356","37.34717334","37.34717334",
"75055",S17,"9",Sw,"262.7591389","945.1767585","37.33070125","37.33070125",
"52185",R13,"9",Sb,"220.1947491","792.0674427","37.2905352","37.2905352",
"37175",R11,"9",Pl,"301.1418282","1083.243986","37.27659206","37.27659206",
"37175",R11,"9",Pl,"301.1418282","1083.243986","37.27659206","37.27659206",
"60275",G15,"9",Sb,"250.2441865","595.8194917","37.27172663","37.27172663",
"44215",E13,"14",Sw,"247.3699736","889.8200491","37.24679947","37.24679947",
"76045",S17,"9",Sw,"261.9519324","942.273138","37.21601986","37.21601986",
"54095",WO2,"9",Sb,"216.2282335","777.799401","37.17881137","37.17881137",
"1284",C4,"14",Pl,"352.2432686","1267.062117","37.17053427","37.17053427",
"1284",C4,"14",Pl,"352.2432686","1267.062117","37.17053427","37.17053427",
"1284",CO1,"14",Pl,"352.2432686","1267.062117","37.17053427","37.17053427",
"1284",CO1,"14",Pl,"352.2432686","1267.062117","37.17053427","37.17053427",
"1284",,"14",Pl,"352.2432686","1267.062117","37.17053427","37.17053427",
"1284",,"14",Pl,"352.2432686","1267.062117","37.17053427","37.17053427",
"35185",R11,"14",Pl,"351.9614892","1266.048522","37.14079945","37.14079945",
"35185",R11,"14",Pl,"351.9614892","1266.048522","37.14079945","37.14079945",
"35185",,"14",Pl,"351.9614892","1266.048522","37.14079945","37.14079945",
"35185",,"14",Pl,"351.9614892","1266.048522","37.14079945","37.14079945",
"23115",B11,"14",Pl,"351.5342062","1264.511533","37.09571034","37.09571034",
"23115",B11,"14",Pl,"351.5342062","1264.511533","37.09571034","37.09571034",
"23115",,"14",Pl,"351.5342062","1264.511533","37.09571034","37.09571034",
"23115",,"14",Pl,"351.5342062","1264.511533","37.09571034","37.09571034",
"95244",S22,"9",Sb,"200.0693577","985.5633382","37.06210933","37.06210933",
"101184",A9,"9",Sb,"215.5430219","775.3346112","37.06099441","37.06099441",
"66145",S20,"9",Sb,"215.4620943","775.0435046","37.04707952","37.04707952",
"75254",S17,"9",Sw,"260.680884","937.7010216","37.03543955","37.03543955",
"66215",G15,"9",Sw,"279.4150987","665.2740446","37.0298186","37.0298186",
"48275",,"14",Pl,"350.8526721","1262.059972","37.02379132","37.02379132",
"48275",,"14",Pl,"350.8526721","1262.059972","37.02379132","37.02379132",
"80094",L11,"9",Sb,"196.6303986","983.1519928","37.01862198","37.01862198",
"54195",E14,"9",Sw,"218.9751686","1094.875843","36.98271623","36.98271623",
"101214",A9,"9",Sb,"215.0522394","773.5692066","36.97660808","36.97660808",
"88155",P21,"9",Sw,"260.1893258","935.9328267","36.96560292","36.96560292",
"47165",R13,"9",Pl,"305.0399873","1097.266141","36.95153457","36.95153457",
"46225",E14,"14",Pl,"229.0292009","1145.146005","36.92065233","36.92065233",
"34085",R10,"9",Pl,"297.8683958","1071.46905","36.87139294","36.87139294",
"88135",S10,"9",Sw,"259.4415702","933.2430582","36.85936783","36.85936783",
"52195",EO1,"9",Sb,"214.352193","771.0510541","36.85624039","36.85624039",
"97214",A9,"9",Sb,"214.0737893","770.0496018","36.80837096","36.80837096",
"38165",R11,"9",Pl,"297.300868","1069.427583","36.80114198","36.80114198",
"38165",R11,"9",Pl,"297.300868","1069.427583","36.80114198","36.80114198",
"58086",E10,"14",Pl,"348.5008366","1253.600132","36.77561346","36.77561346",
"58086",E10,"14",Pl,"348.5008366","1253.600132","36.77561346","36.77561346",
"122056",F20,"4",Sb,"217.101639","780.9411473","36.69954828","36.69954828",
"107076",F26,"9",Sw,"232.7260577","977.8405787","36.68466715","36.68466715",
"66185",W14,"9",Sw,"280.6306365","842.7346441","36.65811428","36.65811428",
"33125",R11,"9",Se,"220.9833826","794.9042538","36.64317833","36.64317833",
"116155",F26,"4",Sb,"186.0922186","781.9000781","36.63983766","36.63983766",
"50036",,"14",Pl,"346.7937228","1247.459435","36.59546997","36.59546997",
"50036",,"14",Pl,"346.7937228","1247.459435","36.59546997","36.59546997",
"99106",P8,"9",Sb,"212.7884467","765.4260671","36.58736601","36.58736601",
"82084",L11,"9",Sb,"194.3008305","971.5041526","36.58004586","36.58004586",
"100126",P8,"9",Sb,"212.7439369","765.2659599","36.57971288","36.57971288",
"5025",C5,"14",Pl,"346.5324368","1246.519557","36.56789772","36.56789772",
"5025",C5,"14",Pl,"346.5324368","1246.519557","36.56789772","36.56789772",
"5025",CO1,"14",Pl,"346.5324368","1246.519557","36.56789772","36.56789772",
"5025",CO1,"14",Pl,"346.5324368","1246.519557","36.56789772","36.56789772",
"20105",,"14",Pl,"346.3641989","1245.914385","36.55014438","36.55014438",
"20105",,"14",Pl,"346.3641989","1245.914385","36.55014438","36.55014438",
"91024",A16,"9",Sb,"204.0355725","985.6790943","36.54602378","36.54602378",
"126064",A13,"5",Sb,"236.7693383","851.6882674","36.54338849","36.54338849",
"99116",P8,"9",Sb,"212.5116601","764.430432","36.53977465","36.53977465",
"120035",F10,"4",Sb,"215.954045","776.8131116","36.50555537","36.50555537",
"91044",A16,"9",Sb,"203.7068357","984.0909937","36.48714177","36.48714177",
"103096",P8,"9",Sb,"212.1630366","763.1763906","36.47983147","36.47983147",
"49026",,"14",Pl,"345.2436445","1241.883613","36.43189769","36.43189769",
"49026",,"14",Pl,"345.2436445","1241.883613","36.43189769","36.43189769",
"37105",R10,"9",Pl,"294.2463359","1058.440057","36.42303925","36.42303925",
"101106",P8,"9",Sb,"211.7704937","761.7643658","36.41233668","36.41233668",
"70085",S20,"9",Sw,"256.0823895","921.1596744","36.3821225","36.3821225",
"99134",A16,"9",Sb,"203.0017025","980.6845533","36.36084118","36.36084118",
"90064",A16,"9",Sb,"202.8510377","979.956704","36.33385471","36.33385471",
"91054",A16,"9",Sb,"202.5320258","978.4155836","36.27671459","36.27671459",
"101116",P8,"9",Sb,"210.9771372","758.9105654","36.27592503","36.27592503",
"92254",S22,"9",Sw,"250.4949317","1233.965181","36.27141932","36.27141932",
"63185",W14,"9",Sw,"277.4889086","833.3000259","36.24771783","36.24771783",
"6025",CO1,"14",Pl,"343.1634698","1234.400971","36.21238687","36.21238687",
"6025",CO1,"14",Pl,"343.1634698","1234.400971","36.21238687","36.21238687",
"91026",P19,"9",Sw,"254.7684205","916.4331671","36.19544437","36.19544437",
"93165",P21,"9",Sw,"254.7256998","916.2794957","36.18937496","36.18937496",
"36145",R11,"9",Pl,"292.3258045","1051.531671","36.18530786","36.18530786",
"36145",R11,"9",Pl,"292.3258045","1051.531671","36.18530786","36.18530786",
"36145",R10,"9",Pl,"292.3258045","1051.531671","36.18530786","36.18530786",
"38155",R11,"9",Pl,"292.1864845","1051.03052","36.16806225","36.16806225",
"38155",R11,"9",Pl,"292.1864845","1051.03052","36.16806225","36.16806225",
"38155",R10,"9",Pl,"292.1864845","1051.03052","36.16806225","36.16806225",
"37165",R11,"9",Pl,"292.1787574","1051.002724","36.16710575","36.16710575",
"37165",R11,"9",Pl,"292.1787574","1051.002724","36.16710575","36.16710575",
"83084",A16,"9",Sb,"201.9080678","975.4012938","36.16495377","36.16495377",
"123054",A13,"5",Sw,"240.0130416","863.3562648","36.13905722","36.13905722",
"76244",S18,"9",Sw,"265.9831833","1081.232453","36.10559529","36.10559529",
"117135",F10,"4",Sb,"213.4718159","767.88423","36.08595151","36.08595151",
"42155",R10,"9",Pl,"291.2226642","1047.56354","36.04875655","36.04875655",
"26135",,"14",Pl,"341.1998001","1227.33741","36.00517027","36.00517027",
"26135",,"14",Pl,"341.1998001","1227.33741","36.00517027","36.00517027",
"45285",,"14",Pl,"340.8109094","1225.938523","35.96413252","35.96413252",
"45285",,"14",Pl,"340.8109094","1225.938523","35.96413252","35.96413252",
"76025",S17,"9",Sw,"253.1207026","910.5061244","35.96134989","35.96134989",
"49265",E13,"9",Pl,"290.3794988","1044.530571","35.94438602","35.94438602",
"49265",E13,"9",Pl,"290.3794988","1044.530571","35.94438602","35.94438602",
"37225",,"14",Pl,"340.3816533","1224.394436","35.91883519","35.91883519",
"37225",,"14",Pl,"340.3816533","1224.394436","35.91883519","35.91883519",
"85086",PO2,"9",Sw,"252.768349","909.2386655","35.91129033","35.91129033",
"71065",S20,"9",Sw,"252.6692068","908.8820389","35.89720501","35.89720501",
"71065",S17,"9",Sw,"252.6692068","908.8820389","35.89720501","35.89720501",
"12035",C5,"14",Pl,"340.0452763","1223.184447","35.88333894","35.88333894",
"12035",C5,"14",Pl,"340.0452763","1223.184447","35.88333894","35.88333894",
"52205",R13,"9",Sb,"211.8474407","762.0411537","35.87689752","35.87689752",
"19075",B11,"14",Pl,"339.8366585","1222.434023","35.86132451","35.86132451",
"19075",B11,"14",Pl,"339.8366585","1222.434023","35.86132451","35.86132451",
"19075",,"14",Pl,"339.8366585","1222.434023","35.86132451","35.86132451",
"19075",,"14",Pl,"339.8366585","1222.434023","35.86132451","35.86132451",
"37155",R11,"9",Pl,"289.6883612","1042.044465","35.85883412","35.85883412",
"37155",R11,"9",Pl,"289.6883612","1042.044465","35.85883412","35.85883412",
"37155",R10,"9",Pl,"289.6883612","1042.044465","35.85883412","35.85883412",
"18065",B11,"14",Pl,"339.5732783","1221.486612","35.83353126","35.83353126",
"18065",B11,"14",Pl,"339.5732783","1221.486612","35.83353126","35.83353126",
"100106",P8,"9",Sb,"208.3593547","749.4940818","35.82581711","35.82581711",
"35135",R11,"9",Pl,"289.3702842","1040.900303","35.81946122","35.81946122",
"35135",R11,"9",Pl,"289.3702842","1040.900303","35.81946122","35.81946122",
"35135",R10,"9",Pl,"289.3702842","1040.900303","35.81946122","35.81946122",
"100134",A16,"9",Sb,"199.9741545","966.0587174","35.81855906","35.81855906",
"20085",B11,"14",Pl,"339.119873","1219.855658","35.78568559","35.78568559",
"20085",B11,"14",Pl,"339.119873","1219.855658","35.78568559","35.78568559",
"20085",,"14",Pl,"339.119873","1219.855658","35.78568559","35.78568559",
"20085",,"14",Pl,"339.119873","1219.855658","35.78568559","35.78568559",
"25025",BO2,"10",Sw,"237.4783604","854.2387065","35.75740717","35.75740717",
"25025",,"10",Sw,"237.4783604","854.2387065","35.75740717","35.75740717",
"91155",P21,"9",Sw,"251.6295816","905.1423798","35.74950343","35.74950343",
"37095",R10,"9",Pl,"288.592776","1038.103511","35.72321801","35.72321801",
"13045",C5,"14",Pl,"338.5086937","1217.657172","35.72119078","35.72119078",
"13045",C5,"14",Pl,"338.5086937","1217.657172","35.72119078","35.72119078",
"95044",A6,"9",Sb,"207.7077962","747.1503459","35.71378653","35.71378653",
"24125",,"14",Pl,"338.3158986","1216.963664","35.70084605","35.70084605",
"24125",,"14",Pl,"338.3158986","1216.963664","35.70084605","35.70084605",
"80084",L11,"9",Sb,"189.5551149","947.7755743","35.6865937","35.6865937",
"37145",R11,"9",Pl,"288.1108357","1036.369913","35.66356143","35.66356143",
"37145",R11,"9",Pl,"288.1108357","1036.369913","35.66356143","35.66356143",
"37145",R10,"9",Pl,"288.1108357","1036.369913","35.66356143","35.66356143",
"27115",,"14",Pl,"337.9580597","1215.676474","35.66308504","35.66308504",
"27115",,"14",Pl,"337.9580597","1215.676474","35.66308504","35.66308504",
"6055",C5,"14",Pl,"337.8268648","1215.20455","35.64924067","35.64924067",
"6055",C5,"14",Pl,"337.8268648","1215.20455","35.64924067","35.64924067",
"66125",W14,"9",Sb,"239.7256108","719.8967291","35.62380168","35.62380168",
"22105",B11,"14",Pl,"337.5718909","1214.287377","35.6223345","35.6223345",
"22105",B11,"14",Pl,"337.5718909","1214.287377","35.6223345","35.6223345",
"22105",,"14",Pl,"337.5718909","1214.287377","35.6223345","35.6223345",
"22105",,"14",Pl,"337.5718909","1214.287377","35.6223345","35.6223345",
"121045",,"4",Sb,"210.5188623","757.2620945","35.58677487","35.58677487",
"46175",R13,"9",Pl,"293.7305926","1056.584866","35.58155193","35.58155193",
"18065",B12,"14",Pl,"334.0962899","1201.785216","35.56803524","35.56803524",
"18065",B12,"14",Pl,"334.0962899","1201.785216","35.56803524","35.56803524",
"89125",S10,"9",Sw,"250.2819785","900.2948867","35.55804684","35.55804684",
"17055",B11,"14",Pl,"336.9258101","1211.963346","35.55415671","35.55415671",
"17055",B11,"14",Pl,"336.9258101","1211.963346","35.55415671","35.55415671",
"30105",R11,"9",Pl,"287.188728","1033.052979","35.5494191","35.5494191",
"30105",R11,"9",Pl,"287.188728","1033.052979","35.5494191","35.5494191",
"30105",R10,"9",Pl,"287.188728","1033.052979","35.5494191","35.5494191",
"30105",B11,"9",Pl,"287.188728","1033.052979","35.5494191","35.5494191",
"30105",B11,"9",Pl,"287.188728","1033.052979","35.5494191","35.5494191",
"6035",C5,"14",Pl,"336.8117287","1211.552981","35.54211824","35.54211824",
"6035",C5,"14",Pl,"336.8117287","1211.552981","35.54211824","35.54211824",
"6035",CO1,"14",Pl,"336.8117287","1211.552981","35.54211824","35.54211824",
"6035",CO1,"14",Pl,"336.8117287","1211.552981","35.54211824","35.54211824",
"33115",R11,"9",Pl,"287.0663861","1032.6129","35.53427511","35.53427511",
"33115",R11,"9",Pl,"287.0663861","1032.6129","35.53427511","35.53427511",
"33115",R10,"9",Pl,"287.0663861","1032.6129","35.53427511","35.53427511",
"91076",P19,"9",Pl,"286.8735298","1031.919172","35.51040255","35.51040255",
"20065",B11,"9",Pl,"286.6151779","1030.989849","35.47842267","35.47842267",
"20065",B11,"9",Pl,"286.6151779","1030.989849","35.47842267","35.47842267",
"1294",CO1,"14",Pl,"336.2008812","1209.355688","35.47765846","35.47765846",
"1294",CO1,"14",Pl,"336.2008812","1209.355688","35.47765846","35.47765846",
"1294",,"14",Pl,"336.2008812","1209.355688","35.47765846","35.47765846",
"1294",,"14",Pl,"336.2008812","1209.355688","35.47765846","35.47765846",
"65085",W14,"9",Sb,"238.385276","715.8716996","35.4246247","35.4246247",
"59116",G16,"14",Sw,"314.8513061","749.6459668","35.42339569","35.42339569",
"92064",A16,"9",Sb,"197.7435801","955.2829957","35.41902763","35.41902763",
"67125",S20,"9",Fb,"253.9788977","913.5931571","35.39515697","35.39515697",
"52195",R13,"9",Sb,"208.8383103","751.2169434","35.36729369","35.36729369",
"35085",R10,"9",Pl,"285.5013275","1026.983192","35.34054561","35.34054561",
"66205",S21,"9",Sw,"299.2820443","628.7437905","35.34017948","35.34017948",
"90056",P19,"9",Pl,"285.4924253","1026.95117","35.33944366","35.33944366",
"24105",B11,"14",Pl,"334.7551572","1204.155242","35.32509818","35.32509818",
"24105",B11,"14",Pl,"334.7551572","1204.155242","35.32509818","35.32509818",
"24105",BO1,"14",Pl,"334.7551572","1204.155242","35.32509818","35.32509818",
"24105",BO1,"14",Pl,"334.7551572","1204.155242","35.32509818","35.32509818",
"24105",BO2,"14",Pl,"334.7551572","1204.155242","35.32509818","35.32509818",
"24105",BO2,"14",Pl,"334.7551572","1204.155242","35.32509818","35.32509818",
"4045",C5,"14",Pl,"334.7411221","1204.104756","35.32361712","35.32361712",
"4045",C5,"14",Pl,"334.7411221","1204.104756","35.32361712","35.32361712",
"59205",W14,"9",Sb,"237.6173319","713.5655611","35.31050637","35.31050637",
"17055",B12,"14",Pl,"331.4915228","1192.41555","35.29073061","35.29073061",
"17055",B12,"14",Pl,"331.4915228","1192.41555","35.29073061","35.29073061",
"90086",P19,"9",Pl,"284.481832","1023.315942","35.21434821","35.21434821",
"67075",S20,"9",Sw,"247.8422812","891.5189971","35.21143431","35.21143431",
"76035",S17,"9",Sw,"247.7634962","891.235598","35.20024118","35.20024118",
"38255",,"14",Pl,"333.4820875","1199.575854","35.19075726","35.19075726",
"38255",,"14",Pl,"333.4820875","1199.575854","35.19075726","35.19075726",
"77115",S17,"9",Sw,"247.5164667","890.3470024","35.16514521","35.16514521",
"89086",P19,"9",Pl,"284.0402895","1021.72766","35.15969223","35.15969223",
"87016",P14,"9",Sw,"198.0801273","1010.612894","35.15315891","35.15315891",
"38275",,"14",Pl,"332.9139585","1197.532225","35.13080535","35.13080535",
"38275",,"14",Pl,"332.9139585","1197.532225","35.13080535","35.13080535",
"122095",,"4",Sb,"207.7985359","747.4767479","35.12692229","35.12692229",
"38175",R11,"9",Pl,"283.7619166","1020.726319","35.12523408","35.12523408",
"38175",R11,"9",Pl,"283.7619166","1020.726319","35.12523408","35.12523408",
"121095",,"4",Sb,"207.7585279","747.332834","35.1201592","35.1201592",
"51195",R13,"9",Sb,"207.2163518","745.3825604","35.09261094","35.09261094",
"28155",,"14",Pl,"332.0459286","1194.409815","35.03920634","35.03920634",
"28155",,"14",Pl,"332.0459286","1194.409815","35.03920634","35.03920634",
"19065",B11,"14",Pl,"331.7658938","1193.402496","35.00965561","35.00965561",
"19065",B11,"14",Pl,"331.7658938","1193.402496","35.00965561","35.00965561",
"86174",A16,"9",Sw,"239.9314527","1159.089143","35.00275349","35.00275349",
"93056",P19,"9",Sw,"246.3304538","886.080769","34.99664605","34.99664605",
"39115",R10,"9",Pl,"282.6420898","1016.698165","34.98661725","34.98661725",
"91224",S22,"9",Sb,"188.8412869","930.2526448","34.98215071","34.98215071",
"105116",F26,"9",Sw,"221.8415714","932.1074427","34.96894282","34.96894282",
"56116",,"14",Pl,"331.3213097","1191.803272","34.9627408","34.9627408",
"56116",,"14",Pl,"331.3213097","1191.803272","34.9627408","34.9627408",
"94204",S22,"9",Sw,"241.4530567","1189.423924","34.96216472","34.96216472",
"65125",W14,"9",Sb,"235.23041","706.3976276","34.95580404","34.95580404",
"38145",R11,"9",Pl,"282.2999708","1015.467521","34.94426832","34.94426832",
"38145",R11,"9",Pl,"282.2999708","1015.467521","34.94426832","34.94426832",
"38145",R10,"9",Pl,"282.2999708","1015.467521","34.94426832","34.94426832",
"98126",P8,"9",Sb,"203.2162918","730.9938554","34.94150629","34.94150629",
"41145",R10,"9",Pl,"282.2318986","1015.222657","34.93584206","34.93584206",
"93155",P21,"9",Sw,"245.8445587","884.332945","34.927614","34.927614",
"96164",A16,"9",Sw,"239.3309302","1156.188069","34.9151454","34.9151454",
"76055",S17,"9",Sw,"245.6317933","883.5676018","34.897386","34.897386",
"18055",B11,"14",Pl,"330.6494618","1189.386553","34.89184392","34.89184392",
"18055",B11,"14",Pl,"330.6494618","1189.386553","34.89184392","34.89184392",
"68075",S20,"9",Sw,"245.5298158","883.2007762","34.88289786","34.88289786",
"90096",P19,"9",Pl,"281.666863","1013.190155","34.8658996","34.8658996",
"100224",A9,"9",Sb,"202.643533","728.9335719","34.84302474","34.84302474",
"15045",C5,"14",Pl,"329.9562567","1186.89301","34.81869333","34.81869333",
"15045",C5,"14",Pl,"329.9562567","1186.89301","34.81869333","34.81869333",
"15045",B11,"14",Pl,"329.9562567","1186.89301","34.81869333","34.81869333",
"15045",B11,"14",Pl,"329.9562567","1186.89301","34.81869333","34.81869333",
"68115",S20,"9",Fb,"249.8318928","898.6758734","34.81721963","34.81721963",
"2304",C5,"14",Pl,"329.5695983","1185.502152","34.77789114","34.77789114",
"2304",C5,"14",Pl,"329.5695983","1185.502152","34.77789114","34.77789114",
"2304",,"14",Pl,"329.5695983","1185.502152","34.77789114","34.77789114",
"2304",,"14",Pl,"329.5695983","1185.502152","34.77789114","34.77789114",
"22115",B11,"14",Pl,"329.4516351","1185.077824","34.76544304","34.76544304",
"22115",B11,"14",Pl,"329.4516351","1185.077824","34.76544304","34.76544304",
"22115",,"14",Pl,"329.4516351","1185.077824","34.76544304","34.76544304",
"22115",,"14",Pl,"329.4516351","1185.077824","34.76544304","34.76544304",
"19065",B12,"14",Pl,"326.414831","1174.154068","34.7502638","34.7502638",
"19065",B12,"14",Pl,"326.414831","1174.154068","34.7502638","34.7502638",
"118015",F10,"4",Sb,"205.4352452","738.9757022","34.72742415","34.72742415",
"74025",S17,"9",Sw,"244.3626777","879.0024378","34.71708029","34.71708029",
"77105",S17,"9",Sw,"244.2166505","878.47716","34.69633391","34.69633391",
"91086",P19,"9",Pl,"280.2675234","1008.156559","34.69268351","34.69268351",
"66135",S20,"9",Fb,"248.9305019","895.43346","34.69159945","34.69159945",
"104164",A10,"9",Sb,"201.6051229","725.1982838","34.66447797","34.66447797",
"18055",B12,"14",Pl,"325.3164059","1170.202899","34.633325","34.633325",
"18055",B12,"14",Pl,"325.3164059","1170.202899","34.633325","34.633325",
"90026",P19,"9",Sw,"243.6548473","876.4562852","34.61651744","34.61651744",
"3304",C5,"14",Pl,"328.0265095","1179.951473","34.61505641","34.61505641",
"3304",C5,"14",Pl,"328.0265095","1179.951473","34.61505641","34.61505641",
"3304",CO1,"14",Pl,"328.0265095","1179.951473","34.61505641","34.61505641",
"3304",CO1,"14",Pl,"328.0265095","1179.951473","34.61505641","34.61505641",
"3304",,"14",Pl,"328.0265095","1179.951473","34.61505641","34.61505641",
"3304",,"14",Pl,"328.0265095","1179.951473","34.61505641","34.61505641",
"36225",,"14",Pl,"327.9729895","1179.758955","34.6094087","34.6094087",
"36225",,"14",Pl,"327.9729895","1179.758955","34.6094087","34.6094087",
