TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha,ECOZONE,ZONE_NAME,FTEAREA
"075025","5","2","75",S17,S17,9522.344,"9",Boreal PLain,9522.345
"076025","5","2","76",S17,S17,9502.618,"9",Boreal PLain,9502.618
"032135","5","13","32",R11,R11,6768.720,"14",Montane Cordillera,6768.721
"033135","5","13","33",R11,R11,9485.054,"14",Montane Cordillera,9485.054
"036135","5","13","36",R10,R10,6069.029,"9",Boreal PLain,6069.024
"036135","5","13","36",R11,R11,3434.696,"9",Boreal PLain,3434.701
"037135","5","13","37",R10,R10,9485.743,"9",Boreal PLain,9485.743
"039135","5","13","39",R10,R10,9549.857,"9",Boreal PLain,9549.858
"041135","5","13","41",R10,R10,9485.033,"9",Boreal PLain,9485.033
"043135","5","13","43",R15,R15,9543.094,"9",Boreal PLain,9543.096
"046135","5","13","46",R13,R13,4394.628,"9",Boreal PLain,4394.625
"046135","5","13","46",R15,R15,5055.888,"9",Boreal PLain,5055.889
"047135","5","13","47",R15,R15,9515.106,"9",Boreal PLain,9515.108
"049135","5","13","49",R15,R15,9487.833,"9",Boreal PLain,9487.833
"051135","5","13","51",R15,R15,9491.454,"9",Boreal PLain,9491.455
"053135","5","13","53",WO1,W51,9471.348,"9",Boreal PLain,9471.348
"054135","5","13","54",R15,R15,4317.278,"9",Boreal PLain,4317.268
"054135","5","13","54",WO1,W51,5118.628,"9",Boreal PLain,5118.636
"057135","5","13","57",EO1,E51,3214.651,"9",Boreal PLain,3214.654
"057135","5","13","57",R15,R15,1315.550,"9",Boreal PLain,1315.547
"057135","5","13","57",WO1,W51,4955.729,"9",Boreal PLain,4955.728
"059135","5","13","59",W16,W16,6951.129,"9",Boreal PLain,6951.123
"059135","5","13","59",WO1,W51,2591.662,"9",Boreal PLain,2591.669
"061135","5","13","61",W14,W14,0.001,"9",Boreal PLain,0.000
"061135","5","13","61",W16,W16,9490.043,"9",Boreal PLain,9490.044
"063135","5","13","63",W14,W14,9535.981,"9",Boreal PLain,9535.983
"064135","5","13","64",W14,W14,9508.871,"9",Boreal PLain,9508.871
"067135","5","13","67",S20,S20,9529.327,"9",Boreal PLain,9529.329
"068135","5","13","68",S20,S20,9508.739,"9",Boreal PLain,9508.739
"071135","5","13","71",S20,S20,9545.325,"9",Boreal PLain,9545.327
"073135","5","13","73",S20,S20,0.002,"9",Boreal PLain,0.000
"073135","5","13","73",SO2,S52,9482.622,"9",Boreal PLain,9482.620
"074135","5","13","74",SO2,S52,9427.699,"9",Boreal PLain,9427.697
"077135","5","13","77",S19,S19,9011.570,"9",Boreal PLain,9011.568
"077135","5","13","77",SO2,S52,464.996,"9",Boreal PLain,464.998
"078135","5","13","78",M3,M03,9470.825,"9",Boreal PLain,9470.822
"081135","5","13","81",M3,M03,9489.494,"9",Boreal PLain,9489.494
"082135","5","13","82",S19,S19,9430.586,"9",Boreal PLain,9430.586
"084135","5","13","84",S10,S10,9511.536,"9",Boreal PLain,9511.536
"087135","5","13","87",S10,S10,9537.888,"9",Boreal PLain,9537.890
"088135","5","13","88",S10,S10,9510.817,"9",Boreal PLain,9510.817
"091135","5","13","91",P21,P21,9548.202,"9",Boreal PLain,9548.203
"092135","5","13","92",P21,P21,9507.445,"9",Boreal PLain,9507.445
"094135","5","13","94",P21,P21,9462.615,"9",Boreal PLain,9462.613
"096135","5","13","96",P21,P21,9509.181,"9",Boreal PLain,9509.181
"098135","5","13","98",P21,P21,9465.008,"9",Boreal PLain,9465.007
"101135","5","13","101",P21,P21,9484.651,"9",Boreal PLain,9484.651
"102135","5","13","102",P21,P21,9461.139,"9",Boreal PLain,9461.138
"104135","5","13","104",F11,F11,5546.351,"9",Boreal PLain,5546.352
"104135","5","13","104",FO1,F51,3965.127,"9",Boreal PLain,3965.127
"106135","5","13","106",FO1,F51,9439.792,"9",Boreal PLain,9439.792
"108135","5","13","108",FO1,F51,9511.804,"9",Boreal PLain,9511.804
"109135","5","13","109",FO1,F51,9489.972,"9",Boreal PLain,9489.972
"112135","5","13","112",F26,F26,9506.778,"9",Boreal PLain,9506.778
"114135","5","13","114",F26,F26,9459.465,"9",Boreal PLain,376.760
"114135","5","13","114",F26,F26,9459.465,"4",Taiga Plain,9082.705
"116135","5","13","116",F10,F10,9509.251,"4",Taiga Plain,9509.251
"118135","5","13","118",F10,F10,9461.842,"4",Taiga Plain,9461.841
"119135","5","13","119",F10,F10,9546.076,"4",Taiga Plain,9546.077
"122135","5","13","122",F10,F10,9454.526,"4",Taiga Plain,9454.525
"123135","5","13","123",F10,F10,9537.769,"4",Taiga Plain,9537.770
"126135","5","13","126",F10,F10,9546.523,"4",Taiga Plain,9546.523
"127135","5","13","127",F10,F10,30.660,"4",Taiga Plain,30.818
"032145","5","14","32",R11,R11,2943.035,"14",Montane Cordillera,2943.037
"033145","5","14","33",R11,R11,7493.751,"14",Montane Cordillera,7493.752
"035145","5","14","35",R11,R11,9536.897,"9",Boreal PLain,307.647
"035145","5","14","35",R11,R11,9536.897,"14",Montane Cordillera,9229.252
"037145","5","14","37",R10,R10,9220.476,"9",Boreal PLain,9220.476
"037145","5","14","37",R11,R11,265.313,"9",Boreal PLain,265.314
"039145","5","14","39",R10,R10,9550.012,"9",Boreal PLain,9550.014
"042145","5","14","42",R10,R10,6385.004,"9",Boreal PLain,6385.004
"042145","5","14","42",R15,R15,3090.234,"9",Boreal PLain,3090.233
"043145","5","14","43",R15,R15,9542.689,"9",Boreal PLain,9542.690
"045145","5","14","45",R13,R13,9484.117,"9",Boreal PLain,9484.117
"047145","5","14","47",R15,R15,9517.263,"9",Boreal PLain,9517.265
"049145","5","14","49",R15,R15,9483.783,"9",Boreal PLain,9483.784
"050145","5","14","50",R15,R15,9447.233,"9",Boreal PLain,9447.231
"053145","5","14","53",EO1,E51,4745.555,"9",Boreal PLain,4745.555
"053145","5","14","53",WO1,W51,4736.914,"9",Boreal PLain,4736.914
"055145","5","14","55",EO1,E51,9161.901,"9",Boreal PLain,9161.903
"055145","5","14","55",WO1,W51,403.355,"9",Boreal PLain,403.355
"057145","5","14","57",EO1,E51,3498.695,"9",Boreal PLain,3498.703
"057145","5","14","57",R15,R15,5991.534,"9",Boreal PLain,5991.526
"059145","5","14","59",W16,W16,9543.396,"9",Boreal PLain,9543.397
"060145","5","14","60",W16,W16,9513.251,"9",Boreal PLain,9513.251
"063145","5","14","63",W14,W14,9535.547,"9",Boreal PLain,9535.549
"064145","5","14","64",W14,W14,9506.845,"9",Boreal PLain,9506.845
"067145","5","14","67",S20,S20,9528.650,"9",Boreal PLain,9528.652
"069145","5","14","69",S20,S20,9486.622,"9",Boreal PLain,9486.622
"070145","5","14","70",M4,M04,4742.486,"9",Boreal PLain,4742.477
"070145","5","14","70",S20,S20,4747.918,"9",Boreal PLain,4747.925
"073145","5","14","73",S20,S20,1325.297,"9",Boreal PLain,1325.303
"073145","5","14","73",SO2,S52,8155.300,"9",Boreal PLain,8155.291
"074145","5","14","74",SO2,S52,9426.504,"9",Boreal PLain,9426.503
"077145","5","14","77",S16,S16,2624.260,"9",Boreal PLain,2624.251
"077145","5","14","77",SO2,S52,6860.251,"9",Boreal PLain,6860.260
"078145","5","14","78",M3,M03,9486.061,"9",Boreal PLain,9486.060
"080145","5","14","80",M3,M03,9504.207,"9",Boreal PLain,9504.207
"083145","5","14","83",P21,P21,9503.804,"9",Boreal PLain,9503.805
"084145","5","14","84",P21,P21,9509.568,"9",Boreal PLain,9509.568
"087145","5","14","87",P21,P21,9539.461,"9",Boreal PLain,9539.461
"088145","5","14","88",P21,P21,9509.907,"9",Boreal PLain,9509.907
"090145","5","14","90",P21,P21,9473.735,"9",Boreal PLain,9473.734
"092145","5","14","92",P21,P21,9507.855,"9",Boreal PLain,9507.855
"094145","5","14","94",P21,P21,9461.905,"9",Boreal PLain,9461.904
"097145","5","14","97",P21,P21,9487.670,"9",Boreal PLain,9487.670
"098145","5","14","98",P21,P21,9464.955,"9",Boreal PLain,9464.954
"100145","5","14","100",P21,P21,9510.072,"9",Boreal PLain,9510.072
"102145","5","14","102",P21,P21,9464.312,"9",Boreal PLain,9464.311
"104145","5","14","104",FO1,F51,9514.594,"9",Boreal PLain,9514.594
"105145","5","14","105",FO1,F51,9492.344,"9",Boreal PLain,9492.344
"108145","5","14","108",F11,F11,4227.085,"9",Boreal PLain,4227.081
"108145","5","14","108",FO1,F51,5290.253,"9",Boreal PLain,5290.256
"110145","5","14","110",FO1,F51,9452.627,"9",Boreal PLain,9452.626
"112145","5","14","112",F26,F26,9509.115,"9",Boreal PLain,9509.115
"114145","5","14","114",F26,F26,9460.840,"9",Boreal PLain,1615.057
"114145","5","14","114",F26,F26,9460.840,"4",Taiga Plain,7845.782
"115145","5","14","115",F26,F26,9542.688,"4",Taiga Plain,9542.691
"118145","5","14","118",F10,F10,9462.363,"4",Taiga Plain,9462.361
"119145","5","14","119",F10,F10,9546.468,"4",Taiga Plain,9546.470
"122145","5","14","122",F10,F10,9454.187,"4",Taiga Plain,9454.185
"124145","5","14","124",F10,F10,9511.468,"4",Taiga Plain,9511.468
"125145","5","14","125",F10,F10,9486.410,"4",Taiga Plain,9486.410
"036155","5","15","36",R11,R11,9503.387,"9",Boreal PLain,28.235
"036155","5","15","36",R11,R11,9503.387,"14",Montane Cordillera,9475.152
"035155","5","15","35",R11,R11,9536.109,"14",Montane Cordillera,9536.111
"038155","5","15","38",R10,R10,0.002,"9",Boreal PLain,0.000
"038155","5","15","38",R11,R11,9482.649,"9",Boreal PLain,9482.647
"040155","5","15","40",R10,R10,2382.800,"9",Boreal PLain,2382.803
"040155","5","15","40",R11,R11,7122.769,"9",Boreal PLain,7122.766
"042155","5","15","42",R10,R10,8214.419,"9",Boreal PLain,8214.416
"042155","5","15","42",R15,R15,1262.354,"9",Boreal PLain,1262.355
"043155","5","15","43",R15,R15,9545.120,"9",Boreal PLain,9545.122
"046155","5","15","46",R13,R13,9450.683,"9",Boreal PLain,9450.682
"048155","5","15","48",R13,R13,6595.942,"9",Boreal PLain,6595.939
"048155","5","15","48",R15,R15,2908.383,"9",Boreal PLain,2908.386
"050155","5","15","50",R15,R15,9443.075,"9",Boreal PLain,9443.073
"052155","5","15","52",R15,R15,9504.402,"9",Boreal PLain,9504.402
"053155","5","15","53",EO1,E51,7100.154,"9",Boreal PLain,7100.146
"053155","5","15","53",R15,R15,2380.797,"9",Boreal PLain,2380.805
"056155","5","15","56",EO1,E51,4691.906,"9",Boreal PLain,4691.906
"056155","5","15","56",R15,R15,4804.446,"9",Boreal PLain,4804.445
"057155","5","15","57",EO1,E51,796.534,"9",Boreal PLain,796.538
"057155","5","15","57",R15,R15,8699.712,"9",Boreal PLain,8699.707
"107044","4","4","107",A12,A12,9539.961,"9",Boreal PLain,47.013
"107044","4","4","107",A12,A12,9539.961,"6",Boreal Shield,9492.950
"108044","4","4","108",A12,A12,9510.574,"9",Boreal PLain,4228.612
"108044","4","4","108",A12,A12,9510.574,"6",Boreal Shield,5281.962
"110044","4","4","110",A12,A12,9455.592,"9",Boreal PLain,2239.708
"110044","4","4","110",A12,A12,9455.592,"6",Boreal Shield,7215.883
"112044","4","4","112",A12,A12,9433.066,"6",Boreal Shield,9433.066
"114044","4","4","114",A12,A12,9381.436,"6",Boreal Shield,9264.489
"114044","4","4","114",A12,A12,9381.436,"5",Taiga Shield,116.945
"117044","4","4","117",A12,A12,18.386,"5",Taiga Shield,18.386
"117044","4","4","117",A13,A13,9468.251,"5",Taiga Shield,9468.251
"118044","4","4","118",A13,A13,9450.633,"5",Taiga Shield,9450.633
"120044","4","4","120",A13,A13,9510.720,"5",Taiga Shield,9510.720
"122044","4","4","122",A13,A13,9451.662,"5",Taiga Shield,9451.661
"124044","4","4","124",A13,A13,9511.066,"5",Taiga Shield,9511.066
"125044","4","4","125",A13,A13,9486.239,"5",Taiga Shield,9486.239
"056054","4","5","56",LO1,L51,4625.369,"9",Boreal PLain,4362.912
"056054","4","5","56",LO1,L51,4625.369,"10",Prairie,262.460
"069054","4","5","69",L9,L09,9490.662,"9",Boreal PLain,9490.662
"058054","4","5","58",LO1,L51,9469.846,"9",Boreal PLain,9469.846
"059054","4","5","59",LO1,L51,9530.059,"9",Boreal PLain,9530.060
"062054","4","5","62",LO1,L51,9470.355,"9",Boreal PLain,9470.354
"063054","4","5","63",LO1,L51,9521.308,"9",Boreal PLain,9521.308
"066054","4","5","66",LO1,L51,9459.146,"9",Boreal PLain,9459.146
"067054","4","5","67",L9,L09,9525.945,"9",Boreal PLain,9525.946
"072054","4","5","72",L9,L09,9523.808,"9",Boreal PLain,9523.808
"073054","4","5","73",L11,L11,4739.065,"9",Boreal PLain,4739.056
"073054","4","5","73",L9,L09,4763.961,"9",Boreal PLain,4763.970
"076054","4","5","76",L11,L11,9512.362,"9",Boreal PLain,9512.362
"077054","4","5","77",L11,L11,9491.144,"9",Boreal PLain,9491.144
"079054","4","5","79",L11,L11,9534.441,"9",Boreal PLain,9534.441
"081054","4","5","81",L11,L11,9488.720,"9",Boreal PLain,9488.720
"083054","4","5","83",L11,L11,9544.160,"9",Boreal PLain,9544.160
"086054","4","5","86",A16,A16,9460.848,"9",Boreal PLain,9460.848
"087054","4","5","87",A16,A16,9530.876,"9",Boreal PLain,9530.877
"089054","4","5","89",A16,A16,9483.568,"9",Boreal PLain,9483.568
"091054","4","5","91",A16,A16,9542.405,"9",Boreal PLain,9542.405
"093054","4","5","93",A6,A06,9483.731,"9",Boreal PLain,9483.731
"094054","4","5","94",A6,A06,9462.426,"9",Boreal PLain,9462.424
"097054","4","5","97",A6,A06,9484.086,"9",Boreal PLain,9484.086
"099054","4","5","99",A11,A11,9542.632,"9",Boreal PLain,9542.632
"101054","4","5","101",A11,A11,9491.099,"9",Boreal PLain,9491.099
"103054","4","5","103",A11,A11,9537.964,"9",Boreal PLain,552.943
"103054","4","5","103",A11,A11,9537.964,"6",Boreal Shield,8985.022
"104054","4","5","104",A11,A11,9510.771,"6",Boreal Shield,9510.771
"107054","4","5","107",A12,A12,9540.021,"9",Boreal PLain,4008.078
"107054","4","5","107",A12,A12,9540.021,"6",Boreal Shield,5531.945
"108054","4","5","108",A12,A12,9510.424,"9",Boreal PLain,9510.424
"111054","4","5","111",A12,A12,9537.170,"9",Boreal PLain,3410.506
"111054","4","5","111",A12,A12,9537.170,"6",Boreal Shield,6126.665
"113054","4","5","113",A12,A12,8828.553,"6",Boreal Shield,7597.969
"113054","4","5","113",A12,A12,8828.553,"5",Taiga Shield,1230.584
"113054","4","5","113",A13,A13,658.490,"5",Taiga Shield,658.490
"114054","4","5","114",A12,A12,5425.547,"6",Boreal Shield,2526.271
"114054","4","5","114",A12,A12,5425.547,"5",Taiga Shield,2899.273
"114054","4","5","114",A13,A13,4035.534,"5",Taiga Shield,4035.536
"117054","4","5","117",A13,A13,9486.781,"5",Taiga Shield,9486.781
"118054","4","5","118",A13,A13,9449.511,"5",Taiga Shield,9449.509
"121054","4","5","121",A13,A13,9486.129,"5",Taiga Shield,9486.129
"122054","4","5","122",A13,A13,9451.508,"5",Taiga Shield,9451.507
"124054","4","5","124",A13,A13,9511.043,"5",Taiga Shield,9511.043
"127054","4","5","127",A13,A13,28.764,"5",Taiga Shield,28.942
"056064","4","6","56",LO1,L51,3511.467,"9",Boreal PLain,2068.659
"056064","4","6","56",LO1,L51,3511.467,"10",Prairie,1442.811
"059064","4","6","59",LO1,L51,9540.502,"9",Boreal PLain,9540.504
"060064","4","6","60",LO1,L51,9532.714,"9",Boreal PLain,9532.714
"062064","4","6","62",LO1,L51,9461.715,"9",Boreal PLain,9461.714
"064064","4","6","64",LO1,L51,9507.923,"9",Boreal PLain,9507.923
"066064","4","6","66",LO1,L51,9452.743,"9",Boreal PLain,9452.742
"069064","4","6","69",L9,L09,9493.179,"9",Boreal PLain,9493.179
"070064","4","6","70",L9,L09,9491.700,"9",Boreal PLain,9491.698
"072064","4","6","72",L9,L09,9507.029,"9",Boreal PLain,9507.029
"074064","4","6","74",L11,L11,9456.262,"9",Boreal PLain,9456.262
"076064","4","6","76",L11,L11,9511.999,"9",Boreal PLain,9511.999
"077064","4","6","77",L11,L11,9492.795,"9",Boreal PLain,9492.795
"080064","4","6","80",L11,L11,9511.485,"9",Boreal PLain,9511.485
"082064","4","6","82",L11,L11,9471.672,"9",Boreal PLain,9471.671
"084064","4","6","84",L11,L11,9511.212,"9",Boreal PLain,9511.212
"086064","4","6","86",A16,A16,9468.320,"9",Boreal PLain,9468.319
"087064","4","6","87",A16,A16,9521.386,"9",Boreal PLain,9521.388
"090064","4","6","90",A16,A16,9466.743,"9",Boreal PLain,9466.741
"091064","4","6","91",A16,A16,9543.193,"9",Boreal PLain,9543.195
"058184","4","18","58",LO1,L51,5854.489,"9",Boreal PLain,5854.490
"061184","4","18","61",LO1,L51,9475.810,"9",Boreal PLain,9475.810
"063184","4","18","63",LO1,L51,9499.106,"9",Boreal PLain,9499.107
"064184","4","18","64",LO1,L51,9507.798,"9",Boreal PLain,9507.798
"067184","4","18","67",LO1,L51,9535.105,"9",Boreal PLain,9535.108
"068184","4","18","68",LO1,L51,9508.668,"9",Boreal PLain,9508.668
"071184","4","18","71",L8,L08,9559.792,"9",Boreal PLain,9559.793
"072184","4","18","72",L2,L02,407.430,"9",Boreal PLain,407.431
"072184","4","18","72",L8,L08,9098.416,"9",Boreal PLain,9098.416
"074184","4","18","74",L3,L03,9459.190,"9",Boreal PLain,9459.188
"077184","4","18","77",L3,L03,9493.924,"9",Boreal PLain,9493.924
"078184","4","18","78",L3,L03,9465.555,"9",Boreal PLain,9465.553
"081184","4","18","81",L3,L03,9485.516,"9",Boreal PLain,9485.516
"082184","4","18","82",L3,L03,9457.903,"9",Boreal PLain,9457.901
"084184","4","18","84",A16,A16,9507.657,"9",Boreal PLain,9507.657
"086184","4","18","86",A16,A16,9458.598,"9",Boreal PLain,9458.597
"088184","4","18","88",A16,A16,9511.854,"9",Boreal PLain,9511.854
"091184","4","18","91",A16,A16,9552.593,"9",Boreal PLain,9552.594
"092184","4","18","92",A16,A16,9513.107,"9",Boreal PLain,9513.107
"094184","4","18","94",A16,A16,9470.499,"9",Boreal PLain,9470.499
"096184","4","18","96",A16,A16,9508.376,"9",Boreal PLain,9508.376
"098184","4","18","98",A9,A09,9455.706,"9",Boreal PLain,9455.706
"099184","4","18","99",A9,A09,9536.483,"9",Boreal PLain,9536.484
"102184","4","18","102",A9,A09,9464.291,"9",Boreal PLain,9464.290
"104184","4","18","104",A9,A09,9514.006,"9",Boreal PLain,9514.006
"059194","4","19","59",LO1,L51,9481.522,"9",Boreal PLain,9481.524
"061194","4","19","61",LO1,L51,9506.049,"9",Boreal PLain,9506.049
"064194","4","19","64",LO1,L51,9515.728,"9",Boreal PLain,9515.728
"065194","4","19","65",LO1,L51,9490.012,"9",Boreal PLain,9490.012
"067194","4","19","67",LO1,L51,9546.817,"9",Boreal PLain,9546.819
"069194","4","19","69",LO1,L51,9496.247,"9",Boreal PLain,9496.247
"071194","4","19","71",L2,L02,5772.889,"9",Boreal PLain,5772.888
"071194","4","19","71",L8,L08,3799.597,"9",Boreal PLain,3799.597
"072194","4","19","72",L2,L02,8227.981,"9",Boreal PLain,8227.981
"072194","4","19","72",L8,L08,1281.122,"9",Boreal PLain,1281.122
"075194","4","19","75",L3,L03,9532.260,"9",Boreal PLain,9532.260
"077194","4","19","77",L3,L03,9485.046,"9",Boreal PLain,9485.046
"079194","4","19","79",L3,L03,9530.525,"9",Boreal PLain,9530.526
"081194","4","19","81",L3,L03,9486.669,"9",Boreal PLain,9486.669
"082194","4","19","82",L3,L03,9469.505,"9",Boreal PLain,9469.504
"085194","4","19","85",A16,A16,9485.048,"9",Boreal PLain,9485.048
"086194","4","19","86",A16,A16,9454.837,"9",Boreal PLain,9454.836
"089194","4","19","89",A16,A16,9486.968,"9",Boreal PLain,9486.968
"091194","4","19","91",A16,A16,9549.616,"9",Boreal PLain,9549.618
"092194","4","19","92",A16,A16,9511.083,"9",Boreal PLain,9511.083
"095194","4","19","95",S22,S22,9542.805,"9",Boreal PLain,9542.807
"096194","4","19","96",S22,S22,9508.430,"9",Boreal PLain,9508.430
"099194","4","19","99",A9,A09,9536.815,"9",Boreal PLain,9536.817
"100194","4","19","100",A9,A09,9511.970,"9",Boreal PLain,9511.970
"102194","4","19","102",A9,A09,9465.413,"9",Boreal PLain,9465.411
"079025","5","2","79",S17,S17,9528.679,"9",Boreal PLain,9528.681
"080025","5","2","80",S18,S18,9475.126,"9",Boreal PLain,9475.126
"082025","5","2","82",S18,S18,9395.246,"9",Boreal PLain,9395.244
"085025","5","2","85",S11,S11,9486.842,"9",Boreal PLain,9486.842
"086025","5","2","86",S11,S11,9461.816,"9",Boreal PLain,9461.814
"089025","5","2","89",S11,S11,9483.891,"9",Boreal PLain,9483.891
"090025","5","2","90",S14,S14,9473.777,"9",Boreal PLain,9473.774
"092025","5","2","92",S14,S14,9508.693,"9",Boreal PLain,9508.693
"094025","5","2","94",S14,S14,9463.625,"9",Boreal PLain,9463.623
"096025","5","2","96",S14,S14,9510.636,"9",Boreal PLain,9510.636
"099025","5","2","99",F23,F23,9545.516,"9",Boreal PLain,9545.518
"100025","5","2","100",F23,F23,9512.455,"9",Boreal PLain,9512.455
"102025","5","2","102",F23,F23,9468.632,"9",Boreal PLain,9468.630
"104025","5","2","104",F23,F23,9513.661,"9",Boreal PLain,9513.661
"106025","5","2","106",F23,F23,9435.277,"9",Boreal PLain,9435.275
"107025","5","2","107",F23,F23,9515.228,"9",Boreal PLain,9515.231
"110025","5","2","110",F23,F23,9455.595,"9",Boreal PLain,9455.593
"112025","5","2","112",F23,F23,9511.071,"9",Boreal PLain,9511.071
"114025","5","2","114",F23,F23,9464.078,"9",Boreal PLain,1850.998
"114025","5","2","114",F23,F23,9464.078,"4",Taiga Plain,7613.078
"116025","5","2","116",F10,F10,9509.611,"4",Taiga Plain,9509.611
"117025","5","2","117",F10,F10,9485.554,"4",Taiga Plain,9485.554
"120025","5","2","120",F10,F10,9511.729,"4",Taiga Plain,9511.729
"004035","5","3","4",C5,C05,9512.015,"14",Montane Cordillera,9512.015
"005035","5","3","5",C5,C05,9589.484,"14",Montane Cordillera,9589.484
"008035","5","3","8",C5,C05,2578.722,"14",Montane Cordillera,2578.717
"008035","5","3","8",CO2,C52,6934.206,"14",Montane Cordillera,6934.211
"009035","5","3","9",C5,C05,6321.139,"14",Montane Cordillera,6321.139
"009035","5","3","9",CO2,C52,3152.564,"14",Montane Cordillera,3152.564
"011035","5","3","11",C5,C05,9435.698,"14",Montane Cordillera,9435.698
"011035","5","3","11",CO2,C52,131.725,"14",Montane Cordillera,131.725
"014035","5","3","14",C5,C05,7334.919,"14",Montane Cordillera,7334.916
"014035","5","3","14",CO2,C52,2080.169,"14",Montane Cordillera,2080.170
"015035","5","3","15",C5,C05,6901.930,"10",Prairie,2577.044
"015035","5","3","15",C5,C05,6901.930,"14",Montane Cordillera,4324.890
"015035","5","3","15",CO2,C52,2669.037,"10",Prairie,2345.725
"015035","5","3","15",CO2,C52,2669.037,"14",Montane Cordillera,323.310
"018035","5","3","18",BO1,B51,9462.989,"10",Prairie,9461.285
"018035","5","3","18",BO1,B51,9462.989,"9",Boreal PLain,1.702
"019035","5","3","19",BO1,B51,9522.085,"10",Prairie,8664.453
"019035","5","3","19",BO1,B51,9522.085,"9",Boreal PLain,857.634
"021035","5","3","21",BO1,B51,9477.570,"10",Prairie,8166.424
"021035","5","3","21",BO1,B51,9477.570,"9",Boreal PLain,1311.146
"023035","5","3","23",BO1,B51,9523.691,"10",Prairie,7255.021
"023035","5","3","23",BO1,B51,9523.691,"9",Boreal PLain,2268.672
"025035","5","3","25",BO1,B51,5233.195,"10",Prairie,5233.193
"025035","5","3","25",BO2,B52,3571.774,"10",Prairie,3571.774
"028035","5","3","28",BO2,B52,9491.784,"10",Prairie,9491.784
"029035","5","3","29",BO2,B52,9485.485,"10",Prairie,9485.485
"031035","5","3","31",BO2,B52,9535.243,"10",Prairie,9535.245
"033035","5","3","33",BO2,B52,9492.074,"9",Boreal PLain,4664.665
"033035","5","3","33",BO2,B52,9492.074,"10",Prairie,4827.409
"035035","5","3","35",BO2,B52,9527.414,"9",Boreal PLain,7574.016
"035035","5","3","35",BO2,B52,9527.414,"10",Prairie,1953.406
"035035","5","3","35",RO1,R51,0.006,"9",Boreal PLain,0.000
"035035","5","3","35",RO1,R51,0.006,"10",Prairie,0.000
"036035","5","3","36",RO1,R51,9500.295,"9",Boreal PLain,3878.087
"036035","5","3","36",RO1,R51,9500.295,"10",Prairie,5622.208
"039035","5","3","39",RO1,R51,9547.624,"9",Boreal PLain,9192.971
"039035","5","3","39",RO1,R51,9547.624,"10",Prairie,354.655
"041035","5","3","41",RO1,R51,9486.403,"9",Boreal PLain,9486.403
"043035","5","3","43",RO1,R51,9527.738,"9",Boreal PLain,9527.740
"045035","5","3","45",RO1,R51,9474.613,"9",Boreal PLain,9474.613
"046035","5","3","46",RO1,R51,9432.678,"9",Boreal PLain,9432.676
"049035","5","3","49",RO1,R51,9478.137,"9",Boreal PLain,9478.137
"050035","5","3","50",RO1,R51,8818.656,"9",Boreal PLain,8818.654
"050035","5","3","50",WO2,W52,641.248,"9",Boreal PLain,641.248
"053035","5","3","53",WO2,W52,9475.688,"9",Boreal PLain,9475.688
"055035","5","3","55",WO2,W52,9532.074,"9",Boreal PLain,9532.076
"056035","5","3","56",WO2,W52,9498.453,"9",Boreal PLain,9498.453
"059035","5","3","59",WO2,W52,9528.787,"9",Boreal PLain,9528.789
"060035","5","3","60",SO1,S51,9499.774,"9",Boreal PLain,9499.775
"060035","5","3","60",WO2,W52,8.599,"9",Boreal PLain,8.598
"063035","5","3","63",S25,S25,5951.227,"9",Boreal PLain,5951.219
"063035","5","3","63",SO1,S51,2722.795,"9",Boreal PLain,2722.804
"063035","5","3","63",W16,W16,855.518,"9",Boreal PLain,855.520
"064035","5","3","64",S25,S25,1441.360,"9",Boreal PLain,1441.359
"064035","5","3","64",W16,W16,8060.466,"9",Boreal PLain,8060.467
"066035","5","3","66",SO1,S51,207.285,"9",Boreal PLain,207.285
"066035","5","3","66",W16,W16,9251.496,"9",Boreal PLain,9251.494
"069035","5","3","69",S20,S20,6446.947,"9",Boreal PLain,6446.947
"069035","5","3","69",S24,S24,3039.054,"9",Boreal PLain,3039.053
"070035","5","3","70",S20,S20,8226.205,"9",Boreal PLain,8226.204
"070035","5","3","70",S24,S24,1227.168,"9",Boreal PLain,1227.167
"073035","5","3","73",S17,S17,9486.109,"9",Boreal PLain,9486.109
"074035","5","3","74",S17,S17,9451.689,"9",Boreal PLain,9451.687
"076035","5","3","76",S17,S17,9500.282,"9",Boreal PLain,9500.282
"078035","5","3","78",S17,S17,9482.689,"9",Boreal PLain,9482.686
"080035","5","3","80",S18,S18,9476.292,"9",Boreal PLain,9476.292
"083035","5","3","83",S18,S18,9502.816,"9",Boreal PLain,9502.818
"084035","5","3","84",S11,S11,9508.845,"9",Boreal PLain,9508.845
"086035","5","3","86",S11,S11,9461.911,"9",Boreal PLain,9461.909
"088035","5","3","88",S11,S11,9507.129,"9",Boreal PLain,9507.129
"090035","5","3","90",S14,S14,9474.766,"9",Boreal PLain,9474.764
"091035","5","3","91",S14,S14,9551.859,"9",Boreal PLain,9551.862
"094035","5","3","94",S14,S14,9463.134,"9",Boreal PLain,9463.132
"096035","5","3","96",S14,S14,9509.805,"9",Boreal PLain,9509.805
"098035","5","3","98",F23,F23,9465.230,"9",Boreal PLain,9465.228
"100035","5","3","100",F23,F23,9512.502,"9",Boreal PLain,9512.502
"101035","5","3","101",F23,F23,9489.708,"9",Boreal PLain,9489.708
