TRM,FMU,Ecozone,CD,sp,vol,stems,residue
62205,W14,9,con,Sw,169.482758675406,508.957233259476,22.1391306895539
60095,W14,9,con,Sw,186.427964936665,559.843738548544,24.3526427831231
62095,W14,9,con,Sw,202.71666313648,608.758748157599,26.4803967861074
66095,W14,9,con,Sb,280.471670040868,842.257267389994,41.6787639738869
60105,W14,9,con,Sw,217.196022790629,652.240308680566,28.3718011872959
63105,W14,9,con,Sw,177.858470907277,534.109522244076,23.2332301080951
66105,W14,9,con,Sb,258.678584799382,776.81256696511,38.4402591512417
59205,W14,9,con,Sb,237.617331862835,713.565561149653,35.3105063672661
61205,W14,9,con,Sw,183.794978140517,551.936871292843,24.0087019643674
65205,W14,9,con,Sw,264.557293642304,794.466347274185,34.5584916400798
61215,W14,9,con,Sw,174.400686650768,523.725785738043,22.7815479538191
64215,W14,9,con,Sw,203.521233210882,611.174874507153,26.5854958661866
61115,W14,9,con,Sw,236.362294624224,709.796680553225,30.8754458073847
64115,W14,9,con,Pl,248.836860448625,747.25783918506,25.6310933356154
63125,W14,9,con,Sb,274.142602223247,823.251057727468,40.7382492912207
62165,W14,9,con,Sb,211.765284321156,635.931784748215,31.4688299955515
60115,W14,9,con,Sw,230.619304904215,692.550465177822,30.1252526847701
65115,W14,9,con,Sb,257.390942926752,772.945774554811,38.248912475535
64125,W14,9,con,Sb,167.192645331021,502.080016009072,24.8452287602025
65135,W14,9,con,Sb,147.870538646611,444.055671611444,21.9739172874237
64155,W14,9,con,Sw,185.532007664068,557.153176168371,24.235606010148
61175,W14,9,con,Sw,209.163908613128,628.11984568507,27.3225851674549
66175,W14,9,con,Sw,258.443251302512,776.105859767303,33.7598287940179
62115,W14,9,con,Sw,207.979346727804,624.562602786198,27.1678486585968
63115,W14,9,con,Sb,194.521229357185,584.147835907462,28.9063220007464
66115,W14,9,con,Sb,296.560289025125,890.571438513889,44.0695714062844
62125,W14,9,con,Sw,215.111710484435,645.981112565872,28.0995324155028
65125,W14,9,con,Sb,235.230409990673,706.397627599618,34.9558040427161
66125,W14,9,con,Sb,239.725610788623,719.896729094964,35.6238016805726
61135,W14,9,con,Sw,213.582309511687,641.388316851914,27.8997503947414
63135,W14,9,con,Sw,191.893359838006,576.256335849867,25.0665743531334
64135,W14,9,con,Sw,146.43482529193,439.744220095886,19.128433829951
63145,W14,9,con,Sw,187.497400033385,563.05525535551,24.4923405527093
64145,W14,9,con,Sw,155.474039936784,466.889008819173,20.3092049946252
63155,W14,9,con,Sb,222.981661344791,669.614598633007,33.1356105675149
64165,W14,9,con,Sw,214.148939084896,643.08990716185,27.9737678716333
60175,W14,9,con,Sw,211.125613032577,634.010849947678,27.578837961874
63175,W14,9,con,Sw,177.845024014604,534.069141184996,23.2314735724061
64175,W14,9,con,Sw,261.407674909355,785.008032760825,34.1470644170631
62135,W14,9,con,Sw,246.369980933673,739.849792593614,32.1827261280296
66135,W14,9,con,Fb,237.210860137032,712.344925336432,29.5184339540612
62145,W14,9,con,Sw,215.594341748936,647.430455702512,28.1625773926036
65145,W14,9,con,Sw,137.170518563932,411.923479170966,17.9182594204578
62155,W14,9,con,Sw,210.615661292699,632.479463341439,27.5122241758893
63165,W14,9,con,Sw,212.526810082837,638.218648897407,27.7618730083883
65175,W14,9,con,Sw,213.685582859081,641.698447024268,27.9132407471086
62175,W14,9,con,Sw,219.606182271781,659.478024840183,28.6866346025231
66215,G15,9,con,Sw,279.415098723789,665.27404458045,37.0298185953925
66225,G15,9,con,Sw,156.598867126663,372.854445539674,20.7534512931838
65235,G15,9,con,Sw,158.402420333509,377.148619841689,20.9924693290082
66235,G15,9,con,Sw,156.918608035828,373.615733418638,20.7958253378148
71235,G15,9,con,Sw,61.779881982263,147.094957100626,8.18745240717796
72235,G15,9,con,Sw,135.031331816528,321.503170991733,17.8951880005708
64245,G15,9,con,Sb,203.044768548834,483.439925116272,30.2417778916185
65245,G15,9,con,Sw,137.096244480546,326.419629715586,18.1688430095992
71245,G15,9,con,Sw,118.822660288926,282.911095926014,15.7471145103379
73245,G15,9,con,Sw,131.96555785371,314.2037091755,17.4888926564175
62026,G15,9,con,Sw,215.064875297333,512.059226898412,28.5017286283925
64026,G15,9,con,Sb,190.409144201215,453.355105240989,28.3598099503922
66026,G15,9,con,Sw,162.029600027433,385.78476197008,21.4731656360166
69026,G15,9,con,Sw,98.8407441622653,235.335105148251,13.0989872876568
61036,G15,9,con,Pl,268.762282778377,639.910197091373,26.9614003250705
64036,G15,9,con,Sw,229.958167170455,547.519445643941,30.4754798639874
65036,G15,9,con,Sw,233.070022593708,554.928625223113,30.8878822085437
68036,G15,9,con,Sw,162.851880941831,387.742573671026,21.582139393103
69036,G15,9,con,Sw,137.669309885921,327.784071156955,18.2447891846673
61046,G15,9,con,Sw,233.647947261687,556.30463633735,30.9644723631732
62046,G15,9,con,Sw,225.986933026078,538.064126252567,29.9491873313441
65046,G15,9,con,Sw,198.211062399576,471.931100951372,26.2681570100543
67046,G15,9,con,Sw,124.549226770427,296.545778024826,16.5060345506399
68046,G15,9,con,Sw,110.220665050318,262.430154881709,14.6071248508708
59056,G15,9,con,Pl,276.195996728272,657.609516019695,27.7071274994094
59056,G15,14,con,Pl,276.195996728272,657.609516019695,23.0465830984262
82066,G15,9,con,Sw,86.3105237764493,205.501247086784,11.4384049140975
81076,G15,9,con,Sw,98.1747611833656,233.749431388966,13.0107271005412
83076,G15,9,con,Sw,80.0585411964955,190.61557427737,10.6098534798527
84086,G15,9,con,Sw,108.396936854502,258.087944891671,14.3654331006153
83096,G15,9,con,Sw,63.3086065942163,150.734777605277,8.39004845628732
84096,G15,9,con,Sw,158.430229931026,377.214833169111,20.9961548290259
83106,G15,9,con,Sw,117.07824387845,278.75772352012,15.5159336488534
61255,G15,9,con,Sb,277.819450164667,661.474881344446,41.3788257924544
64255,G15,9,con,Sw,199.710860907787,475.502049780445,26.4669195928294
65255,G15,9,con,Sw,156.348188873827,372.257592556731,20.7202298593002
67255,G15,9,con,Sw,158.70479362872,377.868556258858,21.0325417099243
71255,G15,9,con,Sw,124.890649830474,297.358690072558,16.5512820481286
61265,G15,9,con,Sb,312.947660763782,745.113478009004,46.6108716622444
63265,G15,9,con,Sw,184.740750288851,439.858929259169,24.4829878614946
65265,G15,9,con,Sw,185.903455853495,442.627275841656,24.6370768006224
68265,G15,9,con,Sw,101.050338402457,240.596043815373,13.3918163948075
69265,G15,9,con,Sw,108.74035096567,258.905597537309,14.4109444645242
71265,G15,9,con,Sw,133.115143022425,316.94081672006,17.6412427994552
73265,G15,9,con,Sw,85.9162811717888,204.562574218545,11.3861574435784
61275,G15,9,con,Pl,322.436289545567,767.705451298968,32.3458105501246
63275,G15,9,con,Sw,213.251611721983,507.741932671387,28.2614237144221
65275,G15,9,con,Sw,176.746158581894,420.824187099747,23.423495078159
68275,G15,9,con,Sw,128.513403304948,305.984293583209,17.031391765135
69275,G15,9,con,Sw,65.4010865730284,155.716872792925,8.66735685652698
61016,G15,9,con,Sb,270.324707658303,643.630256329292,40.2625481367814
62016,G15,9,con,Pl,225.039916236935,535.809324373654,22.5753078447676
65016,G15,9,con,Sw,152.217869707102,362.423499302624,20.1728543946834
66016,G15,9,con,Sw,141.754773516821,337.511365516239,18.7862201159994
68016,G15,9,con,Sw,108.657505287873,258.708345923508,14.3999652424484
83116,G15,9,con,Sw,78.5857162099716,187.10884811898,10.4146655951505
83126,G15,9,con,Sw,77.9574690711947,185.613021598083,10.3314063951709
60265,G15,9,con,Pl,259.626653799962,618.158699523719,26.0449423029028
64265,G15,9,con,Sw,187.484958014846,446.392757178205,24.8466672572961
66265,G15,9,con,Sw,177.039342217494,421.522243374986,23.4623495884951
60275,G15,9,con,Sb,250.244186501376,595.819491669944,37.27172662921
64275,G15,9,con,Sw,202.682010776278,482.576216133996,26.8606747662343
66275,G15,9,con,Sw,157.629339382864,375.307950911582,20.8900158556896
63016,G15,9,con,Sw,155.252653646429,369.649175348641,20.5750427490807
67016,G15,9,con,Sw,109.168975846047,259.926132966778,14.4677484870638
64235,G15,9,con,Sw,186.718769937517,444.568499851231,24.7451272702194
63026,G15,9,con,Sw,195.433545283022,465.317964959576,25.9000632476149
67036,G15,9,con,Sw,148.973267282418,354.698255434328,19.7428595957301
59046,G15,9,con,Pl,267.165660935,636.108716511905,26.8012321636677
59046,G15,14,con,Pl,267.165660935,636.108716511905,22.2930660788762
60056,G15,9,con,Pl,271.485957412366,646.39513669611,27.2346309339309
65215,G15,9,con,Sw,139.212242647329,331.457720588879,18.4492681856976
65225,G15,9,con,Sw,144.451073251473,343.931126789222,19.1435504482149
84076,G15,9,con,Sw,86.0448854295512,204.868774832265,11.4032008759387
62265,G15,9,con,Sw,219.463466587444,522.532063303438,29.0846571755327
67275,G15,9,con,Sw,140.666449961343,334.920118955578,18.6419887411864
64016,G15,9,con,Sb,204.711680755126,487.408763702681,30.4900501769267
67245,G15,9,con,Sw,111.816192464751,266.229029677979,14.818574020906
72245,G15,9,con,Sw,136.016000749866,323.847620833013,18.0256824231864
68026,G15,9,con,Sw,62.9619719622566,149.909457052992,8.34411028902659
62036,G15,9,con,Sw,236.3597500495,562.761309641666,31.3238572559648
69046,G15,9,con,Sw,144.186467074353,343.301112081792,19.1084831995846
64215,G15,9,con,Sw,209.209347411502,498.117493836909,27.7257178244562
63255,G15,9,con,Sb,210.124166878699,500.295635425473,31.2961935922946
73255,G15,9,con,Sw,138.509950391302,329.785596169768,18.3561960684054
67265,G15,9,con,Sw,185.952115324214,442.743131724319,24.6435254549073
72265,G15,9,con,Sw,103.943406400866,247.484300954444,13.7752236754253
62275,G15,9,con,Pl,239.293953344759,569.747507963712,24.0052287277859
69016,G15,9,con,Sw,84.6566378071861,201.563423350443,11.219221707109
64225,G15,9,con,Sw,173.634150095816,413.414643085276,23.0110724487695
73235,G15,9,con,Sw,135.015510030934,321.465500073653,17.8930911995996
66245,G15,9,con,Sw,181.973723638569,433.270770568022,24.1162843605867
61026,G15,9,con,Pl,276.629807115807,658.642397894778,27.7506460147405
65026,G15,9,con,Sw,177.316369168094,422.181831352604,23.4990629149173
67026,G15,9,con,Sw,77.801385335753,185.241393656555,10.3107212123175
60036,G15,9,con,Pl,295.058506913567,702.520254556112,29.5993561372381
63036,G15,9,con,Sw,227.002559146944,540.482283683199,30.0837843920905
66036,G15,9,con,Sw,160.773961544132,382.795146533647,21.3067606512093
70036,G15,9,con,Sw,138.472835934166,329.697228414681,18.3512774307896
60046,G15,9,con,Pl,334.275429909482,795.893880736862,33.5334764664743
60046,G15,14,con,Pl,334.275429909482,795.893880736862,27.8928969443041
66046,G15,9,con,Sw,162.465491467572,386.822598732315,21.5309326680394
68056,G15,9,con,Sw,119.545142090452,284.631290691553,15.8428622711825
81066,G15,9,con,Sw,99.0928192433747,235.935283912797,13.1323938378702
83066,G15,9,con,Sw,51.671078792698,123.026378077852,6.84777123019134
82076,G15,9,con,Sw,17.4391653043423,41.521822153196,2.31114614286904
83086,G15,9,con,Sw,43.5406236200408,103.668151476288,5.77027297932164
62255,G15,9,con,Sw,227.858864808061,542.52110668586,30.1972673192417
66255,G15,9,con,Sw,164.84878638713,392.497110445548,21.8467816645096
72255,G15,9,con,Sw,155.08354400228,369.246533338763,20.5526312921689
91065,P21,9,con,Sw,93.378288420562,335.893123814971,13.2664348181961
94065,P21,9,con,Sw,218.582143967362,786.266704918569,31.0543897774638
91075,P21,9,con,Sw,117.371217811804,422.198625222317,16.6751569017806
92075,P21,9,con,Sw,108.313772317836,389.617886035383,15.3883480268535
95075,P21,9,con,Sw,117.586329261479,422.972407415391,16.7057182032783
96075,P21,9,con,Sw,108.398966128335,389.924338591135,15.4004516769954
97175,P21,9,con,Sw,106.430351398229,382.842990641112,15.1207667583614
99175,P21,9,con,Sw,140.095266823217,503.939808716609,19.9036066850712
101175,P21,9,con,Sw,119.564719819338,430.088920213447,16.9867919927503
82185,P21,9,con,Sw,104.784719736374,376.923452289114,14.8869686716108
84185,P21,9,con,Sw,173.490681551445,624.067199825341,24.6481581243017
87185,P21,9,con,Sw,74.3857258246716,267.574553326157,10.5681245581699
88185,P21,9,con,Sw,174.330573629349,627.088394350175,24.7674832232545
90185,P21,9,con,Sw,166.317411310296,598.264069461495,23.6290376874512
92185,P21,9,con,Sw,137.926357278017,496.137975820205,19.5954654929948
94185,P21,9,con,Sw,162.921926913692,586.050096811843,23.1466346236805
95185,P21,9,con,Sb,161.526823320097,581.031738561501,27.7733171032398
98185,P21,9,con,Sb,167.338880361703,601.938418567277,28.7726564075159
100185,P21,9,con,Sw,116.021384881323,417.343111083894,16.4833835153695
89195,P21,9,con,Sw,152.527168591216,548.658879824518,21.6698311175492
90195,P21,9,con,Sw,153.82301576249,553.320200584496,21.8539346422853
92195,P21,9,con,Sw,128.697430691892,462.940398172274,18.2842939662121
94195,P21,9,con,Sw,145.530566181979,523.491245258919,20.6758102227462
96195,P21,9,con,Sb,156.212876536021,561.916822072016,26.8596240950424
99195,P21,9,con,Sw,152.207283173554,547.508212854512,21.6243843749018
100195,P21,9,con,Sw,148.947944174173,535.783971849544,21.1613237521696
91085,P21,9,con,Sw,100.730895291549,362.341349969601,14.3110339583994
92085,P21,9,con,Sb,128.975525209521,463.940738163746,22.176367284227
95085,P21,9,con,Sw,148.65608502995,534.734118812769,21.1198587566291
96085,P21,9,con,Sw,169.161271317175,608.493781716457,24.0330704026732
91095,P21,9,con,Sw,94.6290903510757,340.392411334805,13.4441386780794
92095,P21,9,con,Sw,81.8122141877117,294.288540243567,11.6232201854599
95095,P21,9,con,Sw,136.354767623208,490.484775623049,19.372186698008
96095,P21,9,con,Sw,143.470478922464,516.080859433325,20.3831296241786
90105,P21,9,con,Sw,92.9119896844098,334.21579023169,13.2001868509908
92105,P21,9,con,Sw,106.821670098783,384.250611866127,15.1763621662645
95105,P21,9,con,Sw,212.159608411364,763.164059033685,30.1419276755944
96105,P21,9,con,Sw,191.037542611472,687.185405077239,27.1410747589306
88205,P21,9,con,Sw,138.239195545299,497.263293328415,19.6399110332991
90205,P21,9,con,Sw,131.61152997262,473.422769685685,18.6983057115058
91205,P21,9,con,Sw,151.112193495524,543.569041350804,21.4688028571914
94205,P21,9,con,Sw,156.999785580402,564.747430145332,22.30526450102
95205,P21,9,con,Sw,129.186690356309,464.700325022693,18.3538040370963
98205,P21,9,con,Sw,170.551076816021,613.493082072018,24.2305227695164
89215,P21,9,con,Sw,69.1663314844081,248.799753541036,9.82659506585677
91215,P21,9,con,Sw,168.640643937046,606.62102135628,23.9591038594876
93215,P21,9,con,Sw,115.137697960139,414.16438115158,16.3578363979628
94215,P21,9,con,Sw,172.273080478935,619.687339852283,24.4751711748058
90065,P21,9,con,Sw,138.09523532798,496.74545082007,19.6194583255895
95065,P21,9,con,Sw,105.425803052313,379.229507382422,14.9780486235761
93075,P21,9,con,Sw,117.267222556609,421.824541570536,16.6603820938699
100175,P21,9,con,Sw,116.866188472169,420.381972921471,16.6034064025064
96185,P21,9,con,Sb,149.221997539013,536.76977532019,25.6575952603051
88195,P21,9,con,Sw,154.119230932763,554.385722779723,21.8960185069079
92065,P21,9,con,Sw,146.706794524808,527.722282463339,20.842919268172
96065,P21,9,con,Sw,136.549809800313,491.186366188174,19.3998967189681
90075,P21,9,con,Sw,136.104575222618,489.584802959059,19.336641377671
94075,P21,9,con,Sw,127.593933250355,458.970982914945,18.1275179412087
96175,P21,9,con,Sw,127.515389922793,458.688452959686,18.1163591380958
98175,P21,9,con,Sw,142.87008894146,513.921183242663,20.2978310533522
86185,P21,9,con,Sw,84.8692649573931,305.285125746018,12.0575413264647
91185,P21,9,con,Sw,160.973211678948,579.040329780388,22.8697768650062
101185,P21,9,con,Sw,142.101991028939,511.158241111292,20.1887058909316
93195,P21,9,con,Sw,130.879112862974,470.788175766092,18.5942497900576
98195,P21,9,con,Sw,184.206995475612,662.615091638894,26.1706456593697
97205,P21,9,con,Sw,154.310396041421,555.07336705547,21.9231777052228
90215,P21,9,con,Sw,55.5278951200603,199.740629928274,7.88895591964712
83185,P21,9,con,Sw,117.563091354473,422.888817821847,16.7024167486917
85185,P21,9,con,Sw,221.992072479158,798.532634817113,31.5388449447367
89185,P21,9,con,Sw,174.035346284923,626.026425485335,24.7255397009688
93185,P21,9,con,Sw,122.057128180997,439.054417917256,17.3408932900599
97185,P21,9,con,Sb,173.684393272822,624.764004578497,29.8637194188522
99185,P21,9,con,Sw,106.35707866049,382.579419642051,15.1103567581824
87195,P21,9,con,Sw,84.4211822940001,303.673317604317,11.9938813521001
91195,P21,9,con,Sw,201.847960776206,726.071801353257,28.6769318662483
95195,P21,9,con,Sw,156.324094176085,562.316885525484,22.2092677107145
97195,P21,9,con,Sw,167.856957623237,603.802005838981,23.8477640226164
94085,P21,9,con,Sw,106.102233525989,381.66271052514,15.0741504149009
94095,P21,9,con,Sw,122.272487937251,439.829093299463,17.3714898689556
94105,P21,9,con,Sw,218.324094877116,785.338470780993,31.0177282419661
87205,P21,9,con,Sw,155.919382645424,560.861088652603,22.1517695574232
92205,P21,9,con,Sw,162.075481243662,583.005328214612,23.0263784431643
90085,P21,9,con,Sw,126.294323603243,454.29612806922,17.9428798742219
93085,P21,9,con,Sw,134.562375508856,484.037321974302,19.117538068697
100135,P21,9,con,Sb,172.62972395934,620.970230069569,29.6823769973254
86145,P21,9,con,Sw,112.003279706277,402.889495346319,15.9125235081982
101145,P21,9,con,Sw,173.160719628414,622.880286433145,24.6012797929635
90095,P21,9,con,Sw,96.2453843332359,346.206418464877,13.6737687036888
93095,P21,9,con,Sw,157.86172798065,567.847942376437,22.4277223320998
91105,P21,9,con,Sw,76.8302278720376,276.367726158409,10.9154197123525
93105,P21,9,con,Sw,242.785471515489,873.329034228376,34.4930035358839
86205,P21,9,con,Sw,25.6777699280769,92.3660788779746,3.64809065136448
89205,P21,9,con,Sw,128.965849904352,463.905934907743,18.3224288051162
93205,P21,9,con,Sw,132.374091629236,476.165797227467,18.806644327296
96205,P21,9,con,Sw,137.519266774048,494.673621489383,19.5376293543447
100205,P21,9,con,Sw,76.8196119699749,276.329539460341,10.9139114905256
88215,P21,9,con,Sw,73.9578831249257,266.035550809085,10.5073401147556
92215,P21,9,con,Sw,58.4048728974207,210.089470854031,8.29769374085081
92115,P21,9,con,Sw,238.771158940777,858.889060938047,33.9226823508091
96115,P21,9,con,Sb,222.947793682592,801.970480872632,38.3341889857118
91125,P21,9,con,Sw,109.77340691467,394.868370196656,15.5957211492871
95125,P21,9,con,Sw,201.34034777621,724.245855310108,28.604814301328
89155,P21,9,con,Sw,165.638007158884,595.820169636273,23.5325134199542
97165,P21,9,con,Sw,134.586146175885,484.122827970808,19.120915213535
86175,P21,9,con,Sw,170.816111717287,614.446445026214,24.2681767927553
90115,P21,9,con,Sw,186.809145812551,671.975344649465,26.5403382122753
95115,P21,9,con,Sw,206.504863297232,742.823249270619,29.3385470531924
94125,P21,9,con,Sw,192.154294817174,691.202499342353,27.2997339140256
90135,P21,9,con,Sw,205.80070796198,740.29031641,29.2385063369294
95135,P21,9,con,Sw,206.950589377249,744.426580493702,29.4018722231792
91145,P21,9,con,Sw,161.298321165736,580.209788365957,22.9159658013019
96145,P21,9,con,Sw,140.039340104488,503.738633469382,19.8956610675067
84155,P21,9,con,Sw,124.481696079865,447.775885179369,17.6853563610443
94155,P21,9,con,Sw,206.389103782926,742.406848140021,29.3221008741383
99155,P21,9,con,Sw,137.793541078876,495.660219708187,19.5765960375945
82165,P21,9,con,Sw,99.4206911711101,357.62838550759,14.1248907140078
87165,P21,9,con,Sw,142.778097715319,513.590279551508,20.2847616811664
92165,P21,9,con,Sw,232.490052497808,836.295152869812,33.0303133577461
102165,P21,9,con,Sw,186.30332195181,670.155834359028,26.4684748338442
91175,P21,9,con,Sw,220.036075546058,791.496674626106,31.2609526610327
91115,P21,9,con,Sw,193.309551756628,695.358099843987,27.4638635114381
93115,P21,9,con,Sw,228.861049352595,823.241184721565,32.5147338317629
94115,P21,9,con,Sw,227.686000527725,819.014390387499,32.3477923627447
90125,P21,9,con,Sw,228.320464263676,821.296634041999,32.4379318581228
92125,P21,9,con,Sw,157.920158060446,568.058122519591,22.4360236070337
93125,P21,9,con,Sw,129.747798995502,466.718701422668,18.4335218313897
