TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha
"016124","4","12","16",,,9515.276
"017124","4","12","17",,,9487.019
"020124","4","12","20",,,9506.451
"021124","4","12","21",,,9486.992
"024124","4","12","24",,,9514.832
"025124","4","12","25",,,9493.001
"027124","4","12","27",,,9512.537
"030124","4","12","30",,,9464.491
"031124","4","12","31",,,9533.168
"034124","4","12","34",,,9429.200
"035124","4","12","35",,,9494.808
"037124","4","12","37",,,9491.916
"039124","4","12","39",,,9519.364
"041124","4","12","41",,,9495.529
"044124","4","12","44",,,9518.570
"045124","4","12","45",,,9485.642
"047124","4","12","47",,,9415.609
"049124","4","12","49",,,9496.351
"051124","4","12","51",,,9437.890
"052124","4","12","52",,,9441.212
"116214","4","21","116",,,9511.284
"118214","4","21","118",,,9445.683
"120214","4","21","120",,,9511.217
"121214","4","21","121",,,9486.759
"124214","4","21","124",,,9511.517
"126214","4","21","126",,,9602.667
"001224","4","22","1",,,9564.648
"003224","4","22","3",,,9513.657
"004224","4","22","4",,,9494.257
"007224","4","22","7",,,9504.207
"008224","4","22","8",,,9524.172
"011224","4","22","11",,,9557.513
"013224","4","22","13",,,9487.948
"014224","4","22","14",,,9469.011
"017224","4","22","17",,,9485.191
"018224","4","22","18",,,9483.483
"021224","4","22","21",,,9489.069
"022224","4","22","22",,,9454.694
"024224","4","22","24",,,9510.033
"027224","4","22","27",,,9501.442
"028224","4","22","28",,,9499.962
"031224","4","22","31",,,9549.403
"032224","4","22","32",,,9489.160
"034224","4","22","34",,,9428.596
"036224","4","22","36",,,9500.003
"038224","4","22","38",,,9485.019
"041224","4","22","41",,,9480.567
"042224","4","22","42",,,9573.245
"044224","4","22","44",,,9514.783
"046224","4","22","46",,,9463.123
"048224","4","22","48",,,9499.317
"049224","4","22","49",,,9477.308
"052224","4","22","52",,,9512.413
"054224","4","22","54",,,9339.030
"107224","4","22","107",,,9546.027
"109224","4","22","109",,,9491.299
"111224","4","22","111",,,9538.951
"113224","4","22","113",,,9489.096
"114224","4","22","114",,,9468.327
"117224","4","22","117",,,9486.939
"118224","4","22","118",,,9445.436
"121224","4","22","121",,,9486.664
"122224","4","22","122",,,9452.075
"124224","4","22","124",,,9511.287
"127224","4","22","127",,,30.560
"001234","4","23","1",,,9535.834
"004234","4","23","4",,,9522.741
"005234","4","23","5",,,9492.216
"007234","4","23","7",,,9549.454
"009234","4","23","9",,,9476.110
"011234","4","23","11",,,9538.324
"014234","4","23","14",,,9478.426
"015234","4","23","15",,,9533.494
"017234","4","23","17",,,9487.545
"019234","4","23","19",,,9537.422
"021234","4","23","21",,,9487.364
"022234","4","23","22",,,9457.061
"025234","4","23","25",,,9481.919
"027234","4","23","27",,,9521.076
"029234","4","23","29",,,9485.370
"031234","4","23","31",,,9530.518
"032234","4","23","32",,,9510.513
"035234","4","23","35",,,9495.578
"036234","4","23","36",,,9526.479
"039234","4","23","39",,,9521.932
"041234","4","23","41",,,9463.504
"042234","4","23","42",,,9519.944
"045234","4","23","45",,,9491.102
"046234","4","23","46",,,9464.367
"049234","4","23","49",,,9470.408
"050234","4","23","50",,,9440.211
"052234","4","23","52",,,9508.421
"121065","5","6","121",,,9484.196
"122065","5","6","122",,,9453.851
"124065","5","6","124",,,9511.369
"126065","5","6","126",,,9515.419
"019075","5","7","19",,,805.355
"122075","5","7","122",,,9453.062
"124075","5","7","124",,,9512.051
"126075","5","7","126",,,9517.163
"019085","5","8","19",,,7641.421
"020085","5","8","20",,,3745.424
"029185","5","18","29",,,67.876
"032185","5","18","32",,,9502.629
"033185","5","18","33",,,9484.942
"035185","5","18","35",,,11.025
"037185","5","18","37",,,611.223
"031195","5","19","31",,,1625.677
"034195","5","19","34",,,8746.341
"035195","5","19","35",,,2974.896
"037195","5","19","37",,,6357.944
"032205","5","20","32",,,2823.383
"033205","5","20","33",,,9087.767
"035205","5","20","35",,,9498.571
"037205","5","20","37",,,8136.082
"039205","5","20","39",,,42.514
"040205","5","20","40",,,64.039
"109084","4","8","109",,,272.446
"112084","4","8","112",,,2791.273
"114084","4","8","114",,,7554.263
"001094","4","9","1",,,9690.328
"002094","4","9","2",,,9471.802
"005094","4","9","5",,,9490.612
"006094","4","9","6",,,9514.812
"009094","4","9","9",,,9508.232
"010094","4","9","10",,,9471.160
"012094","4","9","12",,,9507.628
"015094","4","9","15",,,9506.103
"016094","4","9","16",,,9495.346
"019094","4","9","19",,,9508.916
"020094","4","9","20",,,9491.061
"022094","4","9","22",,,9468.107
"024094","4","9","24",,,9512.393
"026094","4","9","26",,,9474.031
"029094","4","9","29",,,9489.991
"030094","4","9","30",,,9451.689
"032094","4","9","32",,,9515.848
"034094","4","9","34",,,9434.733
"036094","4","9","36",,,9496.083
"037094","4","9","37",,,9491.606
"040094","4","9","40",,,9501.103
"042094","4","9","42",,,9576.430
"044094","4","9","44",,,9515.243
"046094","4","9","46",,,9359.290
"047094","4","9","47",,,9420.940
"050094","4","9","50",,,9579.203
"051094","4","9","51",,,9609.331
"054094","4","9","54",,,9440.882
"105094","4","9","105",,,7107.277
"106094","4","9","106",,,5244.039
"109094","4","9","109",,,3752.029
"110094","4","9","110",,,9460.264
"112094","4","9","112",,,9513.483
"115094","4","9","115",,,8046.526
"116094","4","9","116",,,6088.001
"119094","4","9","119",,,6820.673
"120094","4","9","120",,,5252.979
"122094","4","9","122",,,7233.139
"123094","4","9","123",,,4070.147
"001104","4","10","1",,,9672.360
"003104","4","10","3",,,9509.966
"005104","4","10","5",,,9483.229
"006104","4","10","6",,,9502.892
"009104","4","10","9",,,9495.576
"010104","4","10","10",,,9451.541
"013104","4","10","13",,,9500.902
"015104","4","10","15",,,9519.882
"016104","4","10","16",,,9505.017
"019104","4","10","19",,,9527.424
"020104","4","10","20",,,9492.452
"023104","4","10","23",,,9494.312
"024104","4","10","24",,,9517.377
"026104","4","10","26",,,9462.171
"029104","4","10","29",,,9491.247
"030104","4","10","30",,,9472.175
"033104","4","10","33",,,9501.973
"034104","4","10","34",,,9426.361
"036104","4","10","36",,,9498.474
"038104","4","10","38",,,9475.151
"040104","4","10","40",,,9495.159
"043104","4","10","43",,,9631.273
"044104","4","10","44",,,9506.216
"046104","4","10","46",,,9361.644
"048104","4","10","48",,,9478.565
"050104","4","10","50",,,9567.604
"051104","4","10","51",,,9622.820
"054104","4","10","54",,,9392.632
"105234","4","23","105",,,9491.357
"107234","4","23","107",,,9545.260
"109234","4","23","109",,,9491.436
"111234","4","23","111",,,9538.587
"114234","4","23","114",,,9468.165
"115234","4","23","115",,,9548.955
"117234","4","23","117",,,9486.449
"118234","4","23","118",,,9445.250
"121234","4","23","121",,,9486.553
"122234","4","23","122",,,9452.128
"125234","4","23","125",,,8814.444
"127234","4","23","127",,,28.203
"001244","4","24","1",,,9300.742
"004244","4","24","4",,,9229.016
"005244","4","24","5",,,9230.614
"008244","4","24","8",,,9520.510
"009244","4","24","9",,,9493.922
"011244","4","24","11",,,9248.756
"014244","4","24","14",,,9204.980
"015244","4","24","15",,,9279.299
"018244","4","24","18",,,9258.106
"019244","4","24","19",,,9539.983
"021244","4","24","21",,,9494.161
"023244","4","24","23",,,9507.913
"025244","4","24","25",,,9480.189
"028244","4","24","28",,,9506.452
"029244","4","24","29",,,9493.130
"031244","4","24","31",,,9534.900
"033244","4","24","33",,,9507.007
"035244","4","24","35",,,9446.874
"036244","4","24","36",,,9500.442
"039244","4","24","39",,,9529.710
"041244","4","24","41",,,9487.004
"043244","4","24","43",,,9643.007
"045244","4","24","45",,,4881.118
"046244","4","24","46",,,3986.657
"049244","4","24","49",,,9486.886
"050244","4","24","50",,,9449.609
"053244","4","24","53",,,9507.151
"105244","4","24","105",,,9491.518
"108244","4","24","108",,,8412.492
"110244","4","24","110",,,8364.066
"111244","4","24","111",,,6173.654
"114244","4","24","114",,,6128.215
"115244","4","24","115",,,3933.771
"118244","4","24","118",,,3898.793
"119244","4","24","119",,,1606.283
"121244","4","24","121",,,1600.945
"001254","4","25","1",,,9525.789
"003254","4","25","3",,,4804.921
"006254","4","25","6",,,6065.047
"007254","4","25","7",,,6463.786
"009254","4","25","9",,,9493.679
"011254","4","25","11",,,9542.163
"013254","4","25","13",,,9492.639
"014254","4","25","14",,,9452.581
"017254","4","25","17",,,9502.582
"019254","4","25","19",,,9546.400
"021254","4","25","21",,,9492.826
"023254","4","25","23",,,9504.365
"024254","4","25","24",,,9505.011
"027254","4","25","27",,,9530.290
"028254","4","25","28",,,9509.941
"031254","4","25","31",,,9527.797
"033254","4","25","33",,,9494.712
"034254","4","25","34",,,9424.272
"037254","4","25","37",,,9485.388
"038254","4","25","38",,,9451.350
"041254","4","25","41",,,9482.473
"042254","4","25","42",,,9562.489
"044254","4","25","44",,,546.920
"048254","4","25","48",,,52.214
"051254","4","25","51",,,6157.103
"052254","4","25","52",,,9526.499
"054254","4","25","54",,,3854.223
"122085","5","8","122",,,9453.095
"123085","5","8","123",,,9539.753
"126085","5","8","126",,,9519.713
"127085","5","8","127",,,29.861
"020095","5","9","20",,,9504.608
"026095","5","9","26",,,2379.319
"027095","5","9","27",,,1582.876
"122095","5","9","122",,,9457.480
"123095","5","9","123",,,9535.902
"126095","5","9","126",,,9522.382
"127095","5","9","127",,,29.823
"020105","5","10","20",,,5385.174
"021105","5","10","21",,,8864.324
"023105","5","10","23",,,815.739
"026105","5","10","26",,,8865.534
"027105","5","10","27",,,7335.133
"043205","5","20","43",,,1928.209
"032215","5","21","32",,,7795.986
"034215","5","21","34",,,9470.461
"036215","5","21","36",,,9106.422
"038215","5","21","38",,,9483.062
"039215","5","21","39",,,3074.931
"042215","5","21","42",,,9154.614
"043215","5","21","43",,,3230.777
"033225","5","22","33",,,1948.500
"036225","5","22","36",,,9502.860
"038225","5","22","38",,,9482.950
"039225","5","22","39",,,9548.434
"042225","5","22","42",,,9471.256
"043225","5","22","43",,,7586.080
"055124","4","12","55",,,8638.747
"056124","4","12","56",,,3066.555
"106124","4","12","106",,,9465.757
"107124","4","12","107",,,9538.652
"110124","4","12","110",,,9457.932
"111124","4","12","111",,,9541.506
"113124","4","12","113",,,9489.479
"116124","4","12","116",,,9513.880
"117124","4","12","117",,,9489.518
"120124","4","12","120",,,9511.098
"121124","4","12","121",,,9486.579
"123124","4","12","123",,,9535.526
"125124","4","12","125",,,3134.587
"001134","4","13","1",,,9659.727
"004134","4","13","4",,,9505.614
"006134","4","13","6",,,9518.025
"008134","4","13","8",,,9502.850
"010134","4","13","10",,,9473.535
"011134","4","13","11",,,9551.838
"014134","4","13","14",,,9478.657
"015134","4","13","15",,,9503.890
"018134","4","13","18",,,9470.340
"020134","4","13","20",,,9506.776
"021134","4","13","21",,,9486.687
"024134","4","13","24",,,9508.799
"025134","4","13","25",,,9490.599
"028134","4","13","28",,,9514.302
"029134","4","13","29",,,9498.537
"031134","4","13","31",,,9531.990
"034134","4","13","34",,,9421.167
"035134","4","13","35",,,9487.973
"038134","4","13","38",,,9478.324
"039134","4","13","39",,,9511.857
"041134","4","13","41",,,9502.631
"043134","4","13","43",,,9624.477
"045134","4","13","45",,,9479.529
"048134","4","13","48",,,9505.228
"049134","4","13","49",,,9496.101
"051134","4","13","51",,,9557.423
"053134","4","13","53",,,9478.676
"055134","4","13","55",,,9469.851
"056134","4","13","56",,,9508.301
"106134","4","13","106",,,9463.045
"108134","4","13","108",,,9509.735
"110134","4","13","110",,,9457.430
"111134","4","13","111",,,9543.328
"114134","4","13","114",,,9466.156
"116134","4","13","116",,,9514.247
"118134","4","13","118",,,9449.298
"120134","4","13","120",,,9510.915
"121134","4","13","121",,,9486.390
"124134","4","13","124",,,9511.090
"125134","4","13","125",,,9037.646
"001144","4","14","1",,,9638.222
"002144","4","14","2",,,9478.452
"004144","4","14","4",,,9505.795
"007144","4","14","7",,,9579.381
"008144","4","14","8",,,9509.043
"010144","4","14","10",,,9477.800
"012144","4","14","12",,,9507.772
"014144","4","14","14",,,9462.901
"015144","4","14","15",,,9541.352
"018144","4","14","18",,,9461.965
"020144","4","14","20",,,9510.525
"022144","4","14","22",,,9466.239
"024144","4","14","24",,,9501.122
"025144","4","14","25",,,9492.195
"028144","4","14","28",,,9515.989
"029144","4","14","29",,,9489.140
"032144","4","14","32",,,9509.280
"034144","4","14","34",,,9423.651
"035144","4","14","35",,,9497.482
"038144","4","14","38",,,9476.011
"039144","4","14","39",,,9508.500
"035235","5","23","35",,,5305.923
"037235","5","23","37",,,9482.704
"038235","5","23","38",,,9483.035
"041235","5","23","41",,,9482.399
"043235","5","23","43",,,9541.817
"045235","5","23","45",,,423.275
"036245","5","24","36",,,1303.728
"038245","5","24","38",,,9482.116
"040245","5","24","40",,,9502.464
"041245","5","24","41",,,9483.544
"044245","5","24","44",,,9502.897
"045245","5","24","45",,,6749.947
"036255","5","25","36",,,313.724
"037255","5","25","37",,,9252.556
"039255","5","25","39",,,9549.768
"041255","5","25","41",,,9483.633
"043255","5","25","43",,,9541.009
"046255","5","25","46",,,6563.949
"047255","5","25","47",,,5805.008
"001074","4","7","1",,,9597.266
"011074","4","7","11",,,9524.882
"016074","4","7","16",,,9503.280
"026074","4","7","26",,,9474.580
"031074","4","7","31",,,9527.720
"041074","4","7","41",,,9514.093
"046074","4","7","46",,,9356.932
"056074","4","7","56",,,3924.611
"111074","4","7","111",,,2415.479
"010084","4","8","10",,,9444.129
"015084","4","8","15",,,9522.668
"025084","4","8","25",,,9476.334
"030084","4","8","30",,,9484.719
"040084","4","8","40",,,9517.828
"045084","4","8","45",,,9487.389
"055084","4","8","55",,,5955.177
"008204","4","20","8",,,9325.400
"013204","4","20","13",,,9486.190
"023204","4","20","23",,,9520.390
"028204","4","20","28",,,9501.560
"038204","4","20","38",,,9474.847
"043204","4","20","43",,,9610.569
"053204","4","20","53",,,9517.751
"058204","4","20","58",,,963.690
"108204","4","20","108",,,9515.901
"118204","4","20","118",,,9445.578
"123204","4","20","123",,,9535.621
"006214","4","21","6",,,9458.474
"011214","4","21","11",,,9541.025
"021214","4","21","21",,,9499.844
"026214","4","21","26",,,9460.806
"036214","4","21","36",,,9503.098
"041214","4","21","41",,,9509.952
"051214","4","21","51",,,9508.424
"056214","4","21","56",,,5973.852
"111214","4","21","111",,,9539.329
"126055","5","5","126",,,9517.019
"039026","6","2","39",,,1537.736
"041026","6","2","41",,,8646.193
"042026","6","2","42",,,9461.757
"045026","6","2","45",,,9484.946
"046026","6","2","46",,,9462.542
"049026","6","2","49",,,9485.314
"050026","6","2","50",,,7465.360
"041036","6","3","41",,,217.222
"044036","6","3","44",,,7750.249
"045036","6","3","45",,,9237.677
"048036","6","3","48",,,9502.842
"050036","6","3","50",,,9460.755
"051036","6","3","51",,,9529.459
"054036","6","3","54",,,1588.741
"045046","6","4","45",,,4004.072
"047046","6","4","47",,,9529.066
"048046","6","4","48",,,9502.908
"051046","6","4","51",,,9528.851
"053046","6","4","53",,,9484.179
"055046","6","4","55",,,4778.846
"046056","6","5","46",,,4412.962
"047056","6","5","47",,,8084.682
"049056","6","5","49",,,9483.727
"051056","6","5","51",,,9528.858
"053056","6","5","53",,,9483.524
"047066","6","6","47",,,1289.648
"048066","6","6","48",,,3760.142
"051066","6","6","51",,,9529.456
"052066","6","6","52",,,9502.451
"055066","6","6","55",,,4777.960
"048076","6","7","48",,,396.001
"050076","6","7","50",,,9461.255
"052076","6","7","52",,,9502.934
"053076","6","7","53",,,9483.662
"056076","6","7","56",,,1591.704
"048086","6","8","48",,,3511.566
"050086","6","8","50",,,9460.895
"053086","6","8","53",,,9483.747
"054086","6","8","54",,,9457.841
"056086","6","8","56",,,4766.077
"049096","6","9","49",,,7515.957
"050096","6","9","50",,,9460.912
"053096","6","9","53",,,9484.296
"055096","6","9","55",,,9527.500
"056096","6","9","56",,,4763.937
"050106","6","10","50",,,3110.517
"052106","6","10","52",,,9503.059
"053106","6","10","53",,,9483.754
"056106","6","10","56",,,4764.091
"038265","5","26","38",,,9483.264
"040265","5","26","40",,,9502.089
"041265","5","26","41",,,9484.174
"044265","5","26","44",,,9502.669
"045265","5","26","45",,,9483.839
"048265","5","26","48",,,7567.955
"049265","5","26","49",,,234.431
"038275","5","27","38",,,6697.888
"040275","5","27","40",,,8629.084
"041275","5","27","41",,,9483.780
"044275","5","27","44",,,9503.196
"045275","5","27","45",,,9484.204
"048275","5","27","48",,,9504.200
"049275","5","27","49",,,6308.271
"041285","5","28","41",,,7442.065
"043285","5","28","43",,,5388.595
"044285","5","28","44",,,5371.433
"047285","5","28","47",,,3248.306
"049285","5","28","49",,,3235.506
"041016","6","1","41",,,9484.022
"042016","6","1","42",,,9461.075
"045016","6","1","45",,,9486.466
"047016","6","1","47",,,9530.414
"048016","6","1","48",,,9506.610
"051016","6","1","51",,,29.684
"052116","6","11","52",,,9503.007
"053116","6","11","53",,,9483.771
"056116","6","11","56",,,9503.424
"057116","6","11","57",,,9483.303
"059116","6","11","59",,,626.962
"050126","6","12","50",,,65.164
"051126","6","12","51",,,7252.995
"054126","6","12","54",,,8577.400
"055126","6","12","55",,,9527.344
"058126","6","12","58",,,9460.618
"060126","6","12","60",,,183.059
"051136","6","13","51",,,34.371
"053136","6","13","53",,,5765.924
"055136","6","13","55",,,7923.779
"057136","6","13","57",,,9483.099
"059136","6","13","59",,,9539.274
"060136","6","13","60",,,1178.569
"036265","5","26","36",,,234.704
"039265","5","26","39",,,8706.056
"043265","5","26","43",,,9541.037
"046265","5","26","46",,,9453.409
"039275","5","27","39",,,80.865
"043275","5","27","43",,,9541.353
"046275","5","27","46",,,9453.393
"050275","5","27","50",,,632.084
"042285","5","28","42",,,7453.459
"046285","5","28","46",,,5348.206
"048285","5","28","48",,,3243.553
"040016","6","1","40",,,7307.904
"043016","6","1","43",,,9528.558
"046016","6","1","46",,,9462.306
"050016","6","1","50",,,8548.253
"051116","6","11","51",,,9169.877
"054116","6","11","54",,,9458.668
"058116","6","11","58",,,5187.951
"053126","6","12","53",,,8392.684
"056126","6","12","56",,,9503.833
"059126","6","12","59",,,8076.052
"108104","4","10","108",,,7351.469
"111104","4","10","111",,,9542.112
"114104","4","10","114",,,9464.058
"118104","4","10","118",,,9448.506
"121104","4","10","121",,,9486.539
"125104","4","10","125",,,0.004
"001114","4","11","1",,,9701.668
"004114","4","11","4",,,9507.109
"008114","4","11","8",,,9506.854
"012114","4","11","12",,,9514.141
"014114","4","11","14",,,9468.015
"018114","4","11","18",,,9470.894
"022114","4","11","22",,,9457.360
"026114","4","11","26",,,9472.152
"028114","4","11","28",,,9511.871
"032114","4","11","32",,,9511.202
"036114","4","11","36",,,9509.393
"039114","4","11","39",,,9520.998
"042114","4","11","42",,,9571.094
"046114","4","11","46",,,9347.193
"049114","4","11","49",,,9493.166
"053114","4","11","53",,,9485.644
"108114","4","11","108",,,9509.588
"112114","4","11","112",,,9513.368
"114114","4","11","114",,,9464.017
"118114","4","11","118",,,9449.134
"122114","4","11","122",,,9451.756
"001124","4","12","1",,,9723.280
"005124","4","12","5",,,9486.346
"009124","4","12","9",,,9448.785
"012124","4","12","12",,,9502.236
"015124","4","12","15",,,9530.359
"019124","4","12","19",,,9552.626
"022124","4","12","22",,,9458.086
"026124","4","12","26",,,9453.738
"029124","4","12","29",,,9487.665
"032124","4","12","32",,,9509.145
"036124","4","12","36",,,9508.713
"040124","4","12","40",,,9515.994
"042124","4","12","42",,,9562.082
"046124","4","12","46",,,9369.631
"050124","4","12","50",,,9609.147
"115214","4","21","115",,,9548.047
"119214","4","21","119",,,9528.138
"123214","4","21","123",,,9535.965
"125214","4","21","125",,,9486.663
"002224","4","22","2",,,9468.312
"006224","4","22","6",,,9451.678
"009224","4","22","9",,,9462.827
"012224","4","22","12",,,9507.874
"016224","4","22","16",,,9504.244
"019224","4","22","19",,,9523.755
"023224","4","22","23",,,9509.870
"026224","4","22","26",,,9463.058
"029224","4","22","29",,,9479.552
"033224","4","22","33",,,9488.243
"037224","4","22","37",,,9480.026
"039224","4","22","39",,,9524.006
"043224","4","22","43",,,9664.320
"047224","4","22","47",,,9509.169
"051224","4","22","51",,,9487.745
"053224","4","22","53",,,9483.206
"106224","4","22","106",,,9466.108
"108224","4","22","108",,,9514.577
"112224","4","22","112",,,9512.695
"116224","4","22","116",,,9511.142
"119224","4","22","119",,,9528.026
"123224","4","22","123",,,9535.691
"126224","4","22","126",,,9598.416
"056146","6","14","56",,,4348.264
"058146","6","14","58",,,4335.204
"059146","6","14","59",,,3255.460
"112104","4","10","112",,,9513.434
"117104","4","10","117",,,9489.103
"005114","4","11","5",,,9486.415
"015114","4","11","15",,,9515.416
"020114","4","11","20",,,9514.763
"030114","4","11","30",,,9464.608
"035114","4","11","35",,,9490.722
"045114","4","11","45",,,9476.482
"050114","4","11","50",,,9578.019
"105114","4","11","105",,,9491.993
"110114","4","11","110",,,9457.814
"120114","4","11","120",,,9511.089
"125114","4","11","125",,,37.535
"008124","4","12","8",,,9505.803
"013124","4","12","13",,,9474.573
"018124","4","12","18",,,9471.723
"028124","4","12","28",,,9512.047
"033124","4","12","33",,,9487.136
"043124","4","12","43",,,9638.800
"048124","4","12","48",,,9499.765
"122214","4","21","122",,,9452.169
"127214","4","21","127",,,30.389
"010224","4","22","10",,,9457.959
"015224","4","22","15",,,9535.642
"025224","4","22","25",,,9488.040
"030224","4","22","30",,,9482.957
"040224","4","22","40",,,9493.127
"045224","4","22","45",,,9478.264
"055224","4","22","55",,,3030.509
"105224","4","22","105",,,9491.352
"115224","4","22","115",,,9548.382
"120224","4","22","120",,,9511.143
"003234","4","23","3",,,9540.911
"008234","4","23","8",,,9495.689
"018234","4","23","18",,,9474.615
"023234","4","23","23",,,9504.012
"028234","4","23","28",,,9505.601
"038234","4","23","38",,,9478.650
"043234","4","23","43",,,9674.596
"053234","4","23","53",,,9508.235
"125065","5","6","125",,,9487.035
"052136","6","13","52",,,4027.656
"054136","6","13","54",,,1286.495
"058136","6","13","58",,,9461.434
"053146","6","14","53",,,80.786
"057146","6","14","57",,,4346.551
"107104","4","10","107",,,9474.829
"122104","4","10","122",,,9451.686
"010114","4","11","10",,,9487.656
"025114","4","11","25",,,9494.893
"040114","4","11","40",,,9504.453
"055114","4","11","55",,,8882.205
"115114","4","11","115",,,9546.261
"003124","4","12","3",,,9508.317
"023124","4","12","23",,,9516.377
"038124","4","12","38",,,9482.371
"117214","4","21","117",,,9487.155
"005224","4","22","5",,,9485.684
"020224","4","22","20",,,9509.297
"035224","4","22","35",,,9468.763
"050224","4","22","50",,,9460.268
"110224","4","22","110",,,9460.098
"125224","4","22","125",,,9486.551
"013234","4","23","13",,,9497.119
"033234","4","23","33",,,9511.617
"048234","4","23","48",,,9477.845
"110084","4","8","110",,,7977.166
"013094","4","9","13",,,9516.440
"028094","4","9","28",,,9514.672
"043094","4","9","43",,,9620.856
"124094","4","9","124",,,1703.392
"012104","4","10","12",,,9512.363
"002234","4","23","2",,,9447.980
"006234","4","23","6",,,9511.581
"010234","4","23","10",,,9507.944
"012234","4","23","12",,,9505.049
"016234","4","23","16",,,9507.684
"020234","4","23","20",,,9513.076
"024234","4","23","24",,,9502.410
"026234","4","23","26",,,9452.632
"030234","4","23","30",,,9474.981
"034234","4","23","34",,,9419.679
"037234","4","23","37",,,9493.709
"040234","4","23","40",,,9490.742
"044234","4","23","44",,,9517.599
"047234","4","23","47",,,9499.015
"051234","4","23","51",,,9514.398
"054234","4","23","54",,,8533.403
"123065","5","6","123",,,9539.794
"127065","5","6","127",,,28.930
"121075","5","7","121",,,9483.456
"125075","5","7","125",,,9487.461
"127075","5","7","127",,,29.696
"021085","5","8","21",,,319.773
"123075","5","7","123",,,9540.120
"031185","5","18","31",,,9037.629
"033195","5","19","33",,,9114.680
"038195","5","19","38",,,97.628
"031205","5","20","31",,,56.042
"036205","5","20","36",,,2265.434
"115084","4","8","115",,,880.030
"003094","4","9","3",,,9523.050
"008094","4","9","8",,,9507.321
"018094","4","9","18",,,9481.765
"023094","4","9","23",,,9495.937
"033094","4","9","33",,,9499.605
"038094","4","9","38",,,9470.568
"048094","4","9","48",,,9491.146
"053094","4","9","53",,,9498.669
"113094","4","9","113",,,9489.777
"118094","4","9","118",,,3529.818
"002104","4","10","2",,,9449.858
"007104","4","10","7",,,9569.242
"017104","4","10","17",,,9491.962
"022104","4","10","22",,,9462.821
"032104","4","10","32",,,9517.797
"037104","4","10","37",,,9495.492
"047104","4","10","47",,,9423.096
"052104","4","10","52",,,9495.200
"113234","4","23","113",,,9488.242
"119234","4","23","119",,,9527.313
"002244","4","24","2",,,9207.852
"007244","4","24","7",,,9569.124
"017244","4","24","17",,,9262.883
"022244","4","24","22",,,9466.307
"032244","4","24","32",,,9518.309
"037244","4","24","37",,,9491.219
"047244","4","24","47",,,5563.829
"052244","4","24","52",,,9492.305
"112244","4","24","112",,,6156.633
"117244","4","24","117",,,3911.651
"005254","4","25","5",,,5352.801
"010254","4","25","10",,,9486.235
"020254","4","25","20",,,9507.852
"025254","4","25","25",,,9489.127
"027104","4","10","27",,,9525.404
"042104","4","10","42",,,9567.186
"108234","4","23","108",,,9514.632
"124234","4","23","124",,,8837.430
"012244","4","24","12",,,9249.165
"027244","4","24","27",,,9515.928
"042244","4","24","42",,,9553.757
"107244","4","24","107",,,8438.530
"122244","4","24","122",,,1595.881
"015254","4","25","15",,,9513.807
"030254","4","25","30",,,9447.860
"035254","4","25","35",,,9471.298
"050254","4","25","50",,,2199.264
"019105","5","10","19",,,2198.348
"127205","5","20","127",,,0.021
"054124","4","12","54",,,9377.057
"114124","4","12","114",,,9464.431
"002134","4","13","2",,,9454.754
"017134","4","13","17",,,9489.094
"037134","4","13","37",,,9490.282
"052134","4","13","52",,,9500.123
"112134","4","13","112",,,9514.751
"122134","4","13","122",,,9451.580
"011144","4","14","11",,,9520.938
"026144","4","14","26",,,9471.604
"044235","5","23","44",,,8307.917
"047245","5","24","47",,,178.901
"043026","6","2","43",,,9521.077
"052036","6","3","52",,,9504.265
"045056","6","5","45",,,1313.353
"054066","6","6","54",,,9458.719
"030185","5","18","30",,,4105.494
"034185","5","18","34",,,7898.272
"032195","5","19","32",,,5359.784
"036195","5","19","36",,,7.666
"034205","5","20","34",,,9470.548
"038205","5","20","38",,,4962.934
"111084","4","8","111",,,9090.952
"113084","4","8","113",,,4623.458
"004094","4","9","4",,,9509.764
"007094","4","9","7",,,9552.799
"011094","4","9","11",,,9512.607
"014094","4","9","14",,,9466.849
"017094","4","9","17",,,9485.283
"021094","4","9","21",,,9485.561
"025094","4","9","25",,,9483.304
"027094","4","9","27",,,9530.828
"031094","4","9","31",,,9525.390
"035094","4","9","35",,,9474.378
"039094","4","9","39",,,9523.305
"041094","4","9","41",,,9499.668
"045094","4","9","45",,,9483.238
"049094","4","9","49",,,9485.935
"052094","4","9","52",,,9451.551
"055094","4","9","55",,,4608.943
"040254","4","25","40",,,9514.300
"124085","5","8","124",,,9511.170
"019095","5","9","19",,,9353.736
"124095","5","9","124",,,9510.421
"042205","5","20","42",,,3249.103
"035215","5","21","35",,,9536.327
"040215","5","21","40",,,6759.888
"035225","5","22","35",,,9534.211
"040225","5","22","40",,,9501.394
"109124","4","12","109",,,9485.791
"119124","4","12","119",,,9528.788
"124124","4","12","124",,,9255.213
"007134","4","13","7",,,9553.318
"012134","4","13","12",,,9521.188
"022134","4","13","22",,,9469.581
"027134","4","13","27",,,9517.967
"032134","4","13","32",,,9506.538
"042134","4","13","42",,,9571.285
"047134","4","13","47",,,9414.954
"057134","4","13","57",,,3516.385
"107134","4","13","107",,,9539.066
"054076","6","7","54",,,9458.960
"117134","4","13","117",,,9490.096
"052086","6","8","52",,,9503.159
"052096","6","9","52",,,9503.869
"049106","6","10","49",,,147.414
"047265","5","26","47",,,9522.244
"037275","5","27","37",,,1947.619
