TRM,merchvol_sum,abie_bal,abie_las,betu_pap,lari_lar,lari_lya,pice_eng,pice_gla,pice_mar,pinu_ban,pinu_con,pinu_spp,popu_bal,popu_spp,popu_tre,pseu_men,max value,max_species
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1015,45318.16978,0.025390129,17.16101746,0,0,0.238243856,22.31750484,0.685259642,0,0,30.6843787,0.875406652,0.415378004,0,0.249247956,9.801069646,30.6843787,pinu_con
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1274,4320.139931,0,7.500887811,0,0,0,16.16889738,8.147001513,0,0,28.74924736,1.548684939,5.289903093,0,14.27032702,13.59129085,28.74924736,pinu_con
1284,49940.6901,0,7.168989767,0.286041796,0,0,11.29976663,1.266044598,0,0,32.85654035,8.89440865,6.297533127,0,4.048071955,14.95490446,32.85654035,pinu_con
1294,33885.42664,0,7.60393119,0.926511841,0,0.210611153,11.45403618,1.343288374,0.014726548,0,29.70992515,3.534735955,1.802811399,0,6.869520259,15.09210897,29.70992515,pinu_con
1304,41655.50633,0,7.077737866,0.242787234,0,0.000147191,13.39491758,0.281112116,0,0,27.59560018,0.618884097,0.24202819,0,3.180404291,22.32395287,27.59560018,pinu_con
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015,60880.02969,0.018629021,13.82546004,0.001205431,0,0.053325826,18.33493725,1.302636609,4.98E-05,0,29.77287064,0.983421905,0.521253937,0,0.529319879,10.43388694,29.77287064,pinu_con
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025,15749.42326,0.028033174,24.54135068,0,0,0.397823097,28.85049518,2.315221574,4.06E-05,0,19.8064404,1.053801557,0.572133592,0,0.142936454,5.871197297,28.85049518,pice_eng
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2294,1348.789986,0,0.77855979,3.085292948,0,0,2.368949975,12.37756334,0.113632711,0,4.722200824,0,3.517110778,0,44.56959783,22.47309174,44.56959783,popu_tre
2304,21927.35646,0,8.517551689,0.604861566,0,0.126032378,10.7613306,0.751935676,0.003494873,0,30.93317216,1.437883067,0.374274261,0,4.294449055,23.921087,30.93317216,pinu_con
3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3015,19907.88672,0.010458764,21.658892,0.005971373,0,8.63E-05,25.82352945,0.395469497,3.56E-05,0,21.01651135,2.091547335,0.984266192,0,0.91242445,8.404277866,25.82352945,pice_eng
3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3025,103649.4535,0.002962356,13.38016833,0.013432708,0,0.217662411,18.0954742,0.155012801,0,0,34.12751476,1.774154977,1.072362515,0,0.284107765,14.02498691,34.12751476,pinu_con
3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3035,67309.51356,0.01450791,16.50256666,0.040116893,0.006108582,0.073083939,21.21222056,0.495538988,0,0,25.4133018,1.141408334,0.710853528,0,0.649940054,11.91631191,25.4133018,pinu_con
3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3294,132.1433258,0,0,0,0,0,0,20.11000047,0,0,0,0,15.27333318,0,63.58666743,0,63.58666743,popu_tre
3304,5577.093349,0,12.95042365,0.006274809,0,0,14.66635521,0.530649105,0,0,24.16488718,6.897460596,2.692816346,0,1.763322179,16.80886791,24.16488718,pinu_con
4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4015,9095.459999,0,14.95203179,0,0,0.742565831,20.62697873,0.807259079,0,0,24.27479279,4.752229862,1.669937319,0,1.834510276,13.73116694,24.27479279,pinu_con
4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4025,81198.66343,0.001514607,13.35538429,0,0,0.20695647,19.91902174,0.161014421,0,0,35.13027683,2.760224982,0.824597485,0,0.870610999,13.95628411,35.13027683,pinu_con
4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4035,92612.1931,0.002814147,9.628964857,0.092405404,0,0.126571996,14.17522663,0.116431077,0,0,37.85276226,0.526530663,0.284329054,0,1.135031507,18.08455722,37.85276226,pinu_con
4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4045,14818.27998,0,7.535754256,0.004952442,0,0.088555247,16.29908933,0.161776126,0,0,27.96020472,0.824051853,0.315301815,0,2.260090823,21.97347984,27.96020472,pinu_con
4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5015,10265.94321,0,4.06405011,0.790305194,0,0,6.031379368,9.353418339,0.005558304,0,25.3994252,2.811844066,5.994861822,0,22.52598461,14.182057,25.3994252,pinu_con
5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5025,33352.5332,0,6.727952417,0.225297616,0,0.082119733,12.89356913,2.207759913,0.002297676,0,33.82381672,3.680359636,2.988228755,0,5.433638231,18.52163001,33.82381672,pinu_con
5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5035,117985.2394,0,6.540330213,0.466181218,0,0,9.811164536,0.32928783,0.001059475,0,33.74342629,2.020659695,1.377435523,0,2.4275972,27.29752678,33.74342629,pinu_con
5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5045,93325.11277,0.002225551,11.65001028,0.08881027,0,0.141932793,12.18941129,0.116703095,0,0,27.83728084,2.696936549,1.965523793,0,0.990500244,20.18235182,27.83728084,pinu_con
5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5055,11889.53672,0,23.03977365,0.006172374,0,0.670851704,27.95852342,0.093649306,0,0,19.76696157,1.086750406,0.523631519,0,0.220741483,9.694431325,27.95852342,pice_eng
5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6025,5436.493385,0,1.067081767,0.753778933,0,0,6.034936163,3.372282996,0,0,30.03087078,5.500534111,3.203854226,0,8.566823698,22.32710378,30.03087078,pinu_con
6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6035,25880.18332,0,4.298006197,0.364224194,0,0,7.181967153,1.302572794,3.17E-05,0,35.79901205,5.590620538,2.076501717,0,4.650212493,20.12841607,35.79901205,pinu_con
6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6045,3367.019966,0,6.05120626,0.03377319,0,0.000864645,11.88604882,0.653826905,0,0,42.8532536,3.436520752,0.961176702,0,3.114044564,14.78089105,42.8532536,pinu_con
6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6055,8165.860023,0,17.87730071,0,0,0.442549782,24.98041948,0.318232874,0,0,31.19844346,1.685086776,0.314074913,0,0.196139406,8.906406835,31.19844346,pinu_con
6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7014,4119.590057,0,0,0.646943993,0,0,11.10974476,6.905311103,0.021522648,0,17.34844595,0.608539518,3.067135893,0,11.90941789,33.59350741,33.59350741,pseu_men
7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7025,3835.473305,0,3.424693882,1.108635177,0,0,8.121406478,5.439623606,0,0,24.94211232,0.499034995,1.879013934,0,9.499391049,32.67122893,32.67122893,pseu_men
7034,308.3466721,0,0,0,0,0,0.138890958,0.820189672,0,0,30.02403937,21.94623519,11.76057601,0,5.484424968,19.74604914,30.02403937,pinu_con
7035,32823.3401,0,2.257958007,0.167180121,0,0.00010336,5.271794489,0.750007021,0,0,36.95515472,3.168178858,0.982842776,0,2.129020953,29.34421654,36.95515472,pinu_con
7044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7045,85260.51928,0.002234263,9.115520181,0.012425838,0,0.000114715,12.80867788,0.121900304,0,0,44.59139276,1.492784532,0.7402924,0,0.680512585,12.98489596,44.59139276,pinu_con
7054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7055,49586.0329,0,14.85340893,0.008275871,0,0.194065015,16.20377522,0.102264873,0,0,31.62245167,2.638730819,1.453223927,0,0.479796975,10.49012461,31.62245167,pinu_con
7064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7065,21256.67341,0,12.16923566,0.331085639,0,0,16.77064309,0.109412264,0,0,25.1237517,4.100120507,2.800640737,0,1.289504157,20.22232502,25.1237517,pinu_con
7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8014,65213.44633,0,0.256578019,1.183284812,0,0,9.21097145,3.728690921,0.009087802,0,15.66903459,4.531316666,1.652013571,0,6.308817415,47.50577323,47.50577323,pseu_men
8015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8024,29255.58656,0,0.103880296,0.491440161,0,0,7.126126066,4.883678707,0.014816324,0,22.72982642,14.75338819,3.523658143,0,7.557303776,27.66603379,27.66603379,pseu_men
8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8034,28898.47314,0,0.323047416,0.810563777,0,0,4.573320391,5.134786751,0.015844251,0,13.33248416,17.08379972,6.117981575,0,5.855916575,36.62797701,36.62797701,pseu_men
8035,24728.00014,0,7.890825915,0.057944926,0,0.05638987,14.34110702,0.440792784,0,0,36.30265944,1.824506952,0.5679464,0,1.187473395,27.31298795,36.30265944,pinu_con
8044,126.5800018,0,0,0,0,0,4.516667075,25.24333404,0,0,22.32666562,0,0,0,22.71333283,24.25333206,25.24333404,pice_gla
8045,96897.55011,0.001697618,8.866186445,0.002147417,0,0.001174951,12.99800471,0.791370691,0,0,47.50590118,2.867747366,1.310868659,0,0.961002167,13.71438938,47.50590118,pinu_con
8054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8055,82598.96957,0.009891904,8.95788744,0.031031522,0,0.033697626,11.44781217,0.409260594,0,0,39.49394321,2.664862109,1.70688761,0,1.135741056,15.56504423,39.49394321,pinu_con
8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8065,10283.45676,0,5.680439142,0.741009342,0,0.000181494,8.928876672,0.244671078,0,0,23.69436834,0.902402588,0.816686281,0,2.34343468,31.67845135,31.67845135,pseu_men
8074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9015,1342.356667,0,0,0,0,0,2.978002678,14.53349153,0.068037208,0,25.04957008,10.65120177,8.169459006,0,19.84610132,11.40648308,25.04957008,pinu_con
9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9035,57494.78363,0.047424121,15.28891863,0.060826536,0,0.029577268,20.84454896,2.239620865,0.001332875,0,30.91829892,4.717134156,2.28736519,0,0.625522495,14.00595537,30.91829892,pinu_con
9044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9045,140116.6838,0.034788488,15.35971499,0,0,0.040055816,18.97764372,1.374427804,0,0,41.36479472,3.165122522,0.867694306,0,0.073437003,7.974206135,41.36479472,pinu_con
9054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9055,68802.72063,0.081522192,17.60005405,0.002398536,0,0.099873407,21.62054892,2.944517832,0,0,28.78479039,4.368549409,2.619654785,0,0.094854955,7.251290379,28.78479039,pinu_con
9064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
