Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height
222,AB,4,ABIE,LAS,, 32.10, 18.33
223,AB,4,ABIE,LAS,, 32.20, 18.35
224,AB,4,ABIE,LAS,, 32.30, 18.38
225,AB,4,ABIE,LAS,, 32.40, 18.40
226,AB,4,ABIE,LAS,, 32.50, 18.42
227,AB,4,ABIE,LAS,, 32.60, 18.44
228,AB,4,ABIE,LAS,, 32.70, 18.46
229,AB,4,ABIE,LAS,, 32.80, 18.48
230,AB,4,ABIE,LAS,, 32.90, 18.51
231,AB,4,ABIE,LAS,, 33.00, 18.53
232,AB,4,ABIE,LAS,, 33.10, 18.55
233,AB,4,ABIE,LAS,, 33.20, 18.57
234,AB,4,ABIE,LAS,, 33.30, 18.59
235,AB,4,ABIE,LAS,, 33.40, 18.61
236,AB,4,ABIE,LAS,, 33.50, 18.63
237,AB,4,ABIE,LAS,, 33.60, 18.66
238,AB,4,ABIE,LAS,, 33.70, 18.68
239,AB,4,ABIE,LAS,, 33.80, 18.70
240,AB,4,ABIE,LAS,, 33.90, 18.72
241,AB,4,ABIE,LAS,, 34.00, 18.74
242,AB,4,ABIE,LAS,, 34.10, 18.76
243,AB,4,ABIE,LAS,, 34.20, 18.78
244,AB,4,ABIE,LAS,, 34.30, 18.80
245,AB,4,ABIE,LAS,, 34.40, 18.82
246,AB,4,ABIE,LAS,, 34.50, 18.84
247,AB,4,ABIE,LAS,, 34.60, 18.87
248,AB,4,ABIE,LAS,, 34.70, 18.89
249,AB,4,ABIE,LAS,, 34.80, 18.91
250,AB,4,ABIE,LAS,, 34.90, 18.93
251,AB,4,ABIE,LAS,, 35.00, 18.95
252,AB,4,ABIE,LAS,, 35.10, 18.97
253,AB,4,ABIE,LAS,, 35.20, 18.99
254,AB,4,ABIE,LAS,, 35.30, 19.01
255,AB,4,ABIE,LAS,, 35.40, 19.03
256,AB,4,ABIE,LAS,, 35.50, 19.05
257,AB,4,ABIE,LAS,, 35.60, 19.07
258,AB,4,ABIE,LAS,, 35.70, 19.09
259,AB,4,ABIE,LAS,, 35.80, 19.11
260,AB,4,ABIE,LAS,, 35.90, 19.13
261,AB,4,ABIE,LAS,, 36.00, 19.15
262,AB,4,ABIE,LAS,, 36.10, 19.17
263,AB,4,ABIE,LAS,, 36.20, 19.19
264,AB,4,ABIE,LAS,, 36.30, 19.21
265,AB,4,ABIE,LAS,, 36.40, 19.23
266,AB,4,ABIE,LAS,, 36.50, 19.25
267,AB,4,ABIE,LAS,, 36.60, 19.27
268,AB,4,ABIE,LAS,, 36.70, 19.30
269,AB,4,ABIE,LAS,, 36.80, 19.32
270,AB,4,ABIE,LAS,, 36.90, 19.34
271,AB,4,ABIE,LAS,, 37.00, 19.36
272,AB,4,ABIE,LAS,, 37.10, 19.38
273,AB,4,ABIE,LAS,, 37.20, 19.40
274,AB,4,ABIE,LAS,, 37.30, 19.42
275,AB,4,ABIE,LAS,, 37.40, 19.43
276,AB,4,ABIE,LAS,, 37.50, 19.45
277,AB,4,ABIE,LAS,, 37.60, 19.47
278,AB,4,ABIE,LAS,, 37.70, 19.49
279,AB,4,ABIE,LAS,, 37.80, 19.51
280,AB,4,ABIE,LAS,, 37.90, 19.53
281,AB,4,ABIE,LAS,, 38.00, 19.55
282,AB,4,ABIE,LAS,, 38.10, 19.57
283,AB,4,ABIE,LAS,, 38.20, 19.59
284,AB,4,ABIE,LAS,, 38.30, 19.61
285,AB,4,ABIE,LAS,, 38.40, 19.63
286,AB,4,ABIE,LAS,, 38.50, 19.65
287,AB,4,ABIE,LAS,, 38.60, 19.67
288,AB,4,ABIE,LAS,, 38.70, 19.69
289,AB,4,ABIE,LAS,, 38.80, 19.71
290,AB,4,ABIE,LAS,, 38.90, 19.73
291,AB,4,ABIE,LAS,, 39.00, 19.75
292,AB,4,ABIE,LAS,, 39.10, 19.77
293,AB,4,ABIE,LAS,, 39.20, 19.79
294,AB,4,ABIE,LAS,, 39.30, 19.81
295,AB,4,ABIE,LAS,, 39.40, 19.83
296,AB,4,ABIE,LAS,, 39.50, 19.84
297,AB,4,ABIE,LAS,, 39.60, 19.86
298,AB,4,ABIE,LAS,, 39.70, 19.88
